10000, 3239
20000, 2489
30000, 227
40000, 383
50000, 217
60000, 224
70000, 410
80000, 219
90000, 150
100000, 877
110000, 1336
120000, 554
130000, 192
140000, 1228
150000, 1341
160000, 1822
170000, 1839
180000, 1761
190000, 1212
200000, 1961
210000, 2228
220000, 975
230000, 1901
240000, 3023
250000, 3001
260000, 3567
270000, 3045
280000, 4274
290000, 4271
300000, 1885
310000, 4074
320000, 4052
330000, 4187
340000, 3786
350000, 2539
360000, 3920
370000, 3928
380000, 3854
390000, 3829
400000, 4296
410000, 4097
420000, 5959
430000, 3981
440000, 4022
450000, 4672
460000, 5657
470000, 4315
480000, 4300
490000, 5155
500000, 4825
510000, 7476
520000, 4848
530000, 4149
540000, 4061
550000, 6401
560000, 4641
570000, 4498
580000, 7642
590000, 5277
600000, 6334
610000, 4045
620000, 6069
630000, 7006
640000, 4264
650000, 5433
660000, 6269
670000, 6030
680000, 5847
690000, 5650
700000, 4755
710000, 5342
720000, 5292
730000, 5066
740000, 7587
750000, 2921
760000, 7521
770000, 3281
780000, 5935
790000, 2342
800000, 7414
810000, 6985
820000, 5810
830000, 6627
840000, 5726
850000, 3822
860000, 5326
870000, 2939
880000, 6821
890000, 6377
900000, 5766
910000, 6479
920000, 4842
930000, 6543
940000, 7997
950000, 3989
960000, 2995
970000, 5166
980000, 6816
990000, 5367
1000000, 2961
1010000, 6737
1020000, 6749
1030000, 5853
1040000, 5725
1050000, 6085
1060000, 5900
1070000, 4849
1080000, 4128
1090000, 5618
1100000, 6102
1110000, 2962
1120000, 5464
1130000, 5913
1140000, 2586
1150000, 5925
1160000, 5608
1170000, 2347
1180000, 8846
1190000, 3915
1200000, 4624
1210000, 5893
1220000, 3698
1230000, 5058
1240000, 2905
1250000, 7070
1260000, 6940
1270000, 7350
1280000, 3047
1290000, 5417
1300000, 5859
1310000, 4380
1320000, 4705
1330000, 5465
1340000, 3447
1350000, 4387
1360000, 4766
1370000, 4721
1380000, 4758
1390000, 3454
1400000, 4898
1410000, 3029
1420000, 4957
1430000, 4716
1440000, 5426
1450000, 4381
1460000, 6494
1470000, 5892
1480000, 2689
1490000, 7756
1500000, 6024
1510000, 6169
1520000, 2799
1530000, 6193
1540000, 3348
1550000, 7146
1560000, 2975
1570000, 4763
1580000, 5694
1590000, 6157
1600000, 5270
1610000, 4770
1620000, 8138
1630000, 8956
1640000, 4688
1650000, 4848
1660000, 7852
1670000, 7858
1680000, 7200
1690000, 7719
1700000, 5066
1710000, 6050
1720000, 6728
1730000, 10615
1740000, 7493
1750000, 8064
1760000, 6710
1770000, 7624
1780000, 8478
1790000, 8830
1800000, 7762
1810000, 6793
1820000, 7904
1830000, 8730
1840000, 5491
1850000, 10499
1860000, 7513
1870000, 7414
1880000, 10068
1890000, 6877
1900000, 6909
1910000, 9485
1920000, 9353
1930000, 7360
1940000, 7779
1950000, 10156
1960000, 5133
1970000, 9848
1980000, 6935
1990000, 8537
2000000, 9266
2010000, 7384
2020000, 4778
2030000, 7601
2040000, 7461
2050000, 7229
2060000, 6909
2070000, 4891
2080000, 7363
2090000, 10709
2100000, 4225
2110000, 7686
2120000, 9207
2130000, 5016
2140000, 4966
2150000, 9182
2160000, 4749
2170000, 6595
2180000, 6726
2190000, 6553
2200000, 4224
2210000, 6473
2220000, 6819
2230000, 6244
2240000, 6201
2250000, 5309
2260000, 7245
2270000, 5575
2280000, 7252
2290000, 7933
2300000, 5149
2310000, 6305
2320000, 6409
2330000, 4690
2340000, 6377
2350000, 6424
2360000, 4858
2370000, 7508
2380000, 6458
2390000, 5724
2400000, 5941
2410000, 6461
2420000, 7197
2430000, 5083
2440000, 6109
2450000, 6399
2460000, 3716
2470000, 7072
2480000, 6358
2490000, 6092
2500000, 4692
2510000, 7811
2520000, 4886
2530000, 5968
2540000, 6075
2550000, 6283
2560000, 4573
2570000, 6569
2580000, 6427
2590000, 4498
2600000, 6805
2610000, 8830
2620000, 5264
2630000, 6461
2640000, 6654
2650000, 5124
2660000, 7109
2670000, 6571
2680000, 7011
2690000, 5513
2700000, 7011
2710000, 6301
2720000, 5125
2730000, 7195
2740000, 7629
2750000, 5850
2760000, 7572
2770000, 7476
2780000, 4716
2790000, 6886
2800000, 7169
2810000, 4775
2820000, 8879
2830000, 5223
2840000, 7176
2850000, 6378
2860000, 6333
2870000, 7613
2880000, 7992
2890000, 5504
2900000, 7270
2910000, 7452
2920000, 8062
2930000, 5833
2940000, 8207
2950000, 6893
2960000, 7261
2970000, 9099
2980000, 6794
2990000, 6413
3000000, 7190
3010000, 7965
3020000, 8438
3030000, 6669
3040000, 8654
3050000, 7322
3060000, 8549
3070000, 6432
3080000, 8112
3090000, 8065
3100000, 7045
3110000, 8136
3120000, 9772
3130000, 9487
3140000, 7552
3150000, 9309
3160000, 9317
3170000, 9756
3180000, 10753
3190000, 10389
3200000, 8936
3210000, 8920
3220000, 7842
3230000, 10370
3240000, 11657
3250000, 9596
3260000, 9110
3270000, 10531
3280000, 10434
3290000, 11617
3300000, 11488
3310000, 10308
3320000, 9958
3330000, 10573
3340000, 12051
3350000, 11499
3360000, 13642
3370000, 11531
3380000, 13721
3390000, 9755
3400000, 10555
3410000, 12484
3420000, 10924
3430000, 12417
3440000, 10317
3450000, 13046
