insertions,bins,balls,alpha,perc,observed,lower bound,upper bound
3.57,6127,28558,1.642036,1.47048,6.40049140049,4.74734212828,16.42036
3.58,6149,27686,1.647932,1.4733004,5.60134228188,4.58560259041,16.47932
3.59,6177,13516,1.655436,1.476303,6.46568627451,2.22830212344,8.27718
3.6,6201,29866,1.661868,1.482039,6.04710632571,4.90432726789,16.61868
3.61,6246,11772,1.673928,1.486548,6.52307692308,1.91883994319,6.695712
3.62,6308,13734,1.690544,1.494996,6.59756097561,2.21604122748,8.45272
3.63,6376,13298,1.708768,1.504736,7.61398397669,2.12219416307,8.54384
3.64,6402,28558,1.715736,1.510872,6.01551389787,4.53842843097,15.441624
3.65,6424,27904,1.721632,1.50964,7.23749007149,4.41877469333,15.494688
3.66,6445,10464,1.72726,1.514575,6.16966966967,1.65168831341,6.90904
3.67,6471,30084,1.734228,1.514214,5.53045859001,4.72880913642,17.34228
3.68,6545,28122,1.75406,1.524985,7.41168745896,4.36886064671,15.78654
3.69,6619,29866,1.773892,1.535608,6.28852201258,4.5859901911,17.73892
3.7,6659,29648,1.784612,1.538229,7.44984076433,4.52398865625,16.061508
3.71,6680,28776,1.79024,1.5364,6.59072305593,4.37651303755,16.11216
3.72,6706,29648,1.797208,1.54238,6.71447902571,4.49082064416,16.174872
3.73,6726,30084,1.802568,1.540254,5.87012113055,4.5425530395,16.223112
3.74,6779,28994,1.816772,1.545612,6.08111380145,4.34220644334,16.350948
3.75,6831,28340,1.762398,1.550637,6.39834337349,4.21044499387,15.861582
3.76,6899,29648,1.697154,1.552275,7.04995904996,4.35932316931,15.274386
3.77,6927,30084,1.704042,1.558575,5.90559006211,4.40448344246,15.336378
3.78,6948,28122,1.709208,1.556352,6.84,4.10403875392,15.382872
3.79,6986,28122,1.718556,1.557878,5.93684210526,4.08041097354,15.467004
3.8,7016,27904,1.725936,1.564568,6.005,4.0305364797,13.807488
3.81,7084,28558,1.742664,1.565564,6.95191637631,4.08321845991,15.683976
3.82,7163,28776,1.762098,1.568697,6.77794793262,4.06659524776,15.858882
3.83,7178,25506,1.765788,1.571982,6.14601139601,3.59639616301,14.126304
3.84,7194,28776,1.769724,1.575486,6.70678191489,4.04788193136,15.927516
3.85,7215,27250,1.77489,1.57287,6.23898916968,3.82138740633,14.19912
3.86,7235,29430,1.743635,1.569995,5.90112063283,4.11500608161,15.692715
3.87,7288,30084,1.756408,1.574208,6.30821917808,4.17407113119,15.807672
3.88,7344,30084,1.769904,1.57896,6.98689002185,4.14022481824,15.929136
3.89,7379,30084,1.778339,1.571727,6.95628415301,4.11939505498,16.005051
3.9,7394,29866,1.77456,1.574922,6.46692607004,4.08059037168,15.97104
3.91,7409,28776,1.77816,1.570708,6.94243641232,3.92310989209,14.22528
3.92,7418,27686,1.78032,1.572616,5.9754985755,3.76960509411,14.24256
3.93,7461,27032,1.79064,1.56681,6.48987411056,3.65795518221,14.32512
3.94,7502,28776,1.80048,1.560416,6.19394435352,3.87122009549,14.40384
3.95,7518,26814,1.80432,1.563744,5.85158781594,3.59900461886,14.43456
3.96,7527,27904,1.80648,1.558089,6.32439862543,3.74049286377,14.45184
3.97,7543,11990,1.787691,1.553858,5.82767797738,1.60359631521,7.150764
3.98,7567,26378,1.793379,1.551235,6.13628522139,3.51592739304,12.553653
3.99,7605,29866,1.802385,1.543815,6.7304964539,3.959633548,14.41908
4.0,7648,28994,1.812576,1.537248,6.85117162761,3.82096018362,14.500608
4.01,7658,29430,1.814946,1.5316,6.28519061584,3.87294500994,14.519568
4.02,7671,25288,1.818027,1.5303645,6.72306322351,3.32177672916,12.726189
4.03,7676,30084,1.819212,1.527524,6.45396419437,3.94896027697,14.553696
4.04,7698,20056,1.824426,1.516506,6.21428571429,2.62457412033,10.946556
4.05,7733,30084,1.832721,1.500202,6.72347266881,3.9178705541,14.661768
4.06,7760,29212,1.83912,1.48216,6.8227124183,3.79010988095,14.71296
4.07,7771,21800,1.841727,1.47649,6.45682989691,2.8241758651,11.050362
4.08,7782,29866,1.844334,1.455234,6.57618097139,3.86324948394,14.754672
4.09,7791,30084,1.846467,1.433544,6.04294917681,3.88663105163,14.771736
4.1,7802,30084,1.849074,1.396558,5.96618659987,3.88075557824,14.792592
4.11,7826,30084,1.831284,1.353898,6.79051383399,3.8679776967,14.650272
4.12,7843,29866,1.772518,1.317624,6.69860406091,3.83104219274,14.180144
4.13,7854,30084,1.759296,1.29591,6.40955882353,3.85318473578,14.074368
4.14,7864,22890,1.761536,1.273968,6.79237288136,2.9278139731,10.569216
4.15,7873,30084,1.763552,1.267553,6.4462633452,3.84325946353,14.108416
4.16,7889,29648,1.767136,1.26224,6.4859708193,3.77938312232,14.137088
4.17,7919,6758,1.773856,1.235364,6.75191637631,0.858015368173,3.547712
4.18,7927,29866,1.775648,1.236612,6.39277389277,3.78776860764,14.205184
4.19,7934,30084,1.777216,1.22977,7.52621359223,3.81182134477,14.217728
4.2,7938,17658,1.778112,1.23039,6.69351535836,2.2361626704,8.89056
4.21,7947,27686,1.780128,1.223838,6.01767676768,3.50187201901,12.460896
4.22,7959,11118,1.782816,1.225686,6.44944553164,1.40401237136,5.348448
4.23,7978,29430,1.787072,1.220634,7.0,3.70715397213,14.296576
4.24,7988,30084,1.789312,1.222164,6.162,3.78449124039,14.314496
4.25,7993,29648,1.766453,1.222929,7.20650406504,3.72713048293,14.131624
4.26,7999,29866,1.767779,1.215848,6.35012919897,3.75151351487,14.142232
4.27,8007,30084,1.769547,1.217064,5.92330210773,3.77488653574,14.156376
4.28,8023,30084,1.757037,1.2186937,6.58873239437,3.76699192763,14.056296
4.29,8037,30084,1.760103,1.213587,6.77762334955,3.76004010279,14.080824
4.3,8046,29866,1.762074,1.214946,6.56305637982,3.72836480878,14.096592
4.31,8050,29648,1.76295,1.21555,7.02835921675,3.69920207879,14.1036
4.32,8053,29430,1.763607,1.20795,6.23676383105,3.67054487793,14.108856
4.33,8058,18094,1.764702,1.2087,6.1846743295,2.255224045,8.82351
4.34,8067,30084,1.766673,1.21005,6.63406520293,3.74526406355,14.133384
4.35,8078,30084,1.769082,1.2117,6.83637592968,3.73990819062,14.152656
4.36,8085,30084,1.770615,1.204665,6.63433908046,3.73648217015,14.16492
4.37,8090,30084,1.73126,1.20541,6.78711656442,3.73402603021,13.85008
4.38,8093,14170,1.731902,1.205857,6.11862244898,1.75807888508,6.927608
4.39,8103,20492,1.734042,1.207347,6.3313253012,2.53916827919,10.404252
4.4,8116,28340,1.736824,1.209284,6.49052396878,3.5057561425,12.157768
4.41,8121,24852,1.697289,1.201908,5.92639929484,3.07226211097,11.881023
4.42,8127,28994,1.698543,1.202796,5.56049562682,3.5815348178,13.588344
4.43,8128,29866,1.698752,1.202944,5.49233016801,3.68877707345,13.590016
4.44,8133,30084,1.699797,1.203684,5.56483238457,3.71331907368,13.598376
4.45,8138,30084,1.676428,1.204424,6.38427672956,3.71090102077,13.411424
4.46,8138,30084,1.676428,1.204424,5.95857988166,3.71090102077,13.411424
4.47,8141,29866,1.677046,1.204868,7.56172839506,3.68257309376,13.416368
4.48,8143,30084,1.677458,1.205164,6.67647058824,3.70851532499,13.419664
4.49,8144,29866,1.677664,1.205312,6.14319387154,3.68118272559,13.421312
4.5,8154,23762,1.655262,1.206792,6.52349869452,2.92511534552,9.931572
4.51,8158,30084,1.656074,1.207384,6.70526315789,3.70144813142,13.248592
4.52,8160,30084,1.65648,1.20768,7.00387346675,3.70050867624,13.25184
4.53,8164,24852,1.657292,1.208272,6.99596503026,3.05537846309,11.601044
4.54,8165,28558,1.657495,1.206787,6.6104844061,3.51056311228,11.602465
4.55,8166,30084,1.657698,1.200402,6.26724137931,3.6976866861,13.261584
4.56,8170,30084,1.65851,1.20099,6.73195876289,3.69578403404,13.26808
4.57,8172,30084,1.658916,1.201284,6.73393854749,3.69485076513,13.271328
4.58,8173,30084,1.659119,1.201431,6.92583732057,3.69437013323,13.272952
4.59,8173,30084,1.659119,1.201431,6.84398034398,3.69437013323,13.272952
4.6,8173,28776,1.659119,1.201431,5.80227155395,3.53374534483,13.272952
4.61,8175,30084,1.659525,1.201725,6.47285464098,3.69343990079,13.2762
4.62,8175,29866,1.659525,1.201725,6.90066225166,3.66667584354,13.2762
4.63,8176,29648,1.659728,1.201872,6.53416557162,3.63946496408,13.277824
4.64,8177,23108,1.627223,1.202019,7.02801302932,2.83627119724,9.763338
4.65,8177,29430,1.627223,1.202019,5.91416309013,3.61223218516,13.017784
4.66,8178,29212,1.627422,1.202166,5.83783783784,3.58503847969,13.019376
4.67,8179,23108,1.627621,1.202313,6.44088176353,2.83556819471,9.765726
4.68,8179,30084,1.627621,1.202313,5.87765957447,3.69158878179,13.020968
4.69,8179,30084,1.627621,1.202313,6.74029126214,3.69158878179,13.020968
4.7,8180,27468,1.62782,1.20246,6.2106286455,3.37015812765,11.39474
4.71,8180,30084,1.62782,1.20246,6.2577247191,3.69112556838,13.02256
4.72,8182,20056,1.628218,1.202754,6.97648595689,2.46014155712,8.14109
4.73,8183,29866,1.628417,1.202901,6.81110402042,3.66299795943,13.027336
4.74,8185,29866,1.628815,1.203195,6.41279799247,3.66208479405,13.03052
4.75,8185,29430,1.628815,1.203195,6.84491315136,3.60862370216,13.03052
4.76,8185,30084,1.628815,1.203195,6.07857142857,3.68881533999,13.03052
4.77,8186,30084,1.629014,1.203342,6.00530347672,3.68836773972,13.032112
4.78,8188,29648,1.629412,1.203636,6.48507980569,3.63399580071,13.035296
4.79,8190,29866,1.62981,1.20393,6.00543150272,3.6598196345,13.03848
4.8,8190,29648,1.62981,1.20393,7.10122164049,3.63310562257,13.03848
4.81,8190,22018,1.62981,1.20393,6.6024024024,2.698115205,9.77886
4.82,8191,30084,1.597245,1.204077,6.00415224913,3.68605678352,12.77796
4.83,8192,19184,1.59744,1.204224,6.60993303571,2.35023931348,7.9872
4.84,8192,28340,1.59744,1.204224,6.64334705075,3.47194444036,11.18208
4.85,8193,30084,1.532091,1.204371,6.48806941432,3.68513132845,12.256728
4.86,8193,30084,1.532091,1.204371,6.77823577906,3.68513132845,12.256728
