10000, 2897
20000, 2241
30000, 448
40000, 168
50000, 211
60000, 577
70000, 173
80000, 236
90000, 777
100000, 226
110000, 453
120000, 219
130000, 181
140000, 1988
150000, 771
160000, 281
170000, 549
180000, 855
190000, 832
200000, 993
210000, 1009
220000, 1720
230000, 182
240000, 2103
250000, 4372
260000, 7768
270000, 8616
280000, 9911
290000, 10151
300000, 11818
310000, 11531
320000, 9863
330000, 11327
340000, 11905
350000, 10241
360000, 10520
370000, 12014
380000, 13027
390000, 14458
400000, 16614
410000, 17782
420000, 20152
430000, 21111
440000, 23183
450000, 27017
460000, 27441
470000, 27683
480000, 30332
490000, 30380
500000, 30652
510000, 30744
520000, 30658
530000, 32764
540000, 32524
550000, 32631
560000, 31560
570000, 33538
580000, 32796
590000, 34148
600000, 31772
610000, 31503
620000, 32714
630000, 32812
640000, 33563
650000, 32342
660000, 33890
670000, 31236
680000, 31321
690000, 32854
700000, 30887
710000, 32010
720000, 33396
730000, 32330
740000, 33896
750000, 34224
760000, 35397
770000, 33837
780000, 34068
790000, 35168
800000, 34592
810000, 34955
820000, 37200
830000, 35512
840000, 38457
850000, 38383
860000, 38912
870000, 40010
880000, 42488
890000, 39237
900000, 43133
910000, 42833
920000, 44969
930000, 42603
940000, 44122
950000, 44594
960000, 43442
970000, 45933
980000, 45321
990000, 46031
1000000, 44049
1010000, 47036
1020000, 44355
1030000, 45260
1040000, 46916
1050000, 44701
1060000, 47003
1070000, 44973
1080000, 45275
1090000, 46295
1100000, 44190
1110000, 47234
1120000, 46271
1130000, 46551
1140000, 46018
1150000, 48221
1160000, 45874
1170000, 45364
1180000, 44385
1190000, 47756
1200000, 46757
1210000, 43889
1220000, 47955
1230000, 45367
1240000, 45888
1250000, 45622
1260000, 46699
1270000, 45832
1280000, 45205
1290000, 45529
1300000, 46590
1310000, 46219
1320000, 46667
1330000, 45398
1340000, 47464
1350000, 45256
1360000, 46215
1370000, 46003
1380000, 45648
1390000, 46353
1400000, 47756
1410000, 45839
1420000, 45863
1430000, 45844
1440000, 46168
1450000, 47161
1460000, 46519
1470000, 45724
1480000, 46433
1490000, 46648
1500000, 46074
1510000, 46780
1520000, 47070
1530000, 48275
1540000, 47018
1550000, 47486
1560000, 46621
1570000, 47188
1580000, 46594
1590000, 47818
1600000, 47438
1610000, 48645
1620000, 48871
1630000, 46721
1640000, 48500
1650000, 47455
1660000, 48097
1670000, 48536
1680000, 49208
1690000, 50351
1700000, 48547
1710000, 50976
1720000, 50922
1730000, 49317
1740000, 52577
1750000, 50019
1760000, 51264
1770000, 51291
1780000, 52255
1790000, 52653
1800000, 53090
1810000, 51097
1820000, 54690
1830000, 53251
1840000, 53993
1850000, 53411
1860000, 52135
1870000, 52236
1880000, 53961
1890000, 54088
1900000, 52557
1910000, 55142
1920000, 53609
1930000, 51766
1940000, 53374
1950000, 53900
1960000, 56337
1970000, 52458
1980000, 53384
1990000, 55176
2000000, 54478
2010000, 53591
2020000, 54719
2030000, 54144
2040000, 53798
2050000, 53500
2060000, 53658
2070000, 53925
2080000, 52947
2090000, 55338
2100000, 54483
2110000, 53046
2120000, 53562
2130000, 53535
2140000, 53805
2150000, 54495
2160000, 53077
2170000, 54858
2180000, 55141
2190000, 54147
2200000, 54028
2210000, 53025
2220000, 54033
2230000, 52837
2240000, 55815
2250000, 53124
2260000, 55649
2270000, 53699
2280000, 53181
2290000, 54490
2300000, 54429
2310000, 55754
2320000, 55603
2330000, 53041
2340000, 54174
2350000, 55008
2360000, 51513
2370000, 54360
2380000, 54476
2390000, 53835
2400000, 53635
2410000, 54579
2420000, 53121
2430000, 57673
2440000, 54245
2450000, 56387
2460000, 52803
2470000, 53909
2480000, 55731
2490000, 56057
2500000, 53118
2510000, 54343
2520000, 54887
2530000, 52549
2540000, 55774
2550000, 54384
2560000, 54496
2570000, 55744
2580000, 52675
2590000, 54081
2600000, 54295
2610000, 53568
2620000, 55348
2630000, 54252
2640000, 53082
2650000, 56613
2660000, 53193
2670000, 54442
2680000, 54983
2690000, 55432
2700000, 54273
2710000, 52510
2720000, 54324
2730000, 54671
2740000, 55005
2750000, 57249
2760000, 55335
2770000, 53104
2780000, 55929
2790000, 53440
2800000, 54055
2810000, 54312
2820000, 53232
2830000, 55465
2840000, 54656
2850000, 55657
2860000, 55074
2870000, 56234
2880000, 54773
2890000, 54240
2900000, 54125
2910000, 56274
2920000, 55207
2930000, 56464
2940000, 54710
2950000, 54507
2960000, 54785
2970000, 55427
2980000, 55395
2990000, 56116
3000000, 55586
3010000, 55013
3020000, 54752
3030000, 54780
3040000, 56298
3050000, 53696
3060000, 55590
3070000, 55169
3080000, 54341
3090000, 55477
3100000, 55593
3110000, 55004
3120000, 56246
3130000, 56040
3140000, 53651
3150000, 56507
3160000, 55334
3170000, 56915
3180000, 55116
3190000, 56146
3200000, 56976
3210000, 55588
3220000, 55993
3230000, 57067
3240000, 55200
3250000, 55295
3260000, 57275
3270000, 56256
3280000, 56075
3290000, 53464
3300000, 56071
3310000, 56367
3320000, 57289
3330000, 56713
3340000, 55814
3350000, 57241
3360000, 56445
3370000, 54740
3380000, 56062
3390000, 56647
3400000, 55818
3410000, 56548
3420000, 56633
3430000, 58917
3440000, 56430
3450000, 55957
3460000, 57126
3470000, 56943
3480000, 55955
3490000, 56505
3500000, 55995
3510000, 56306
3520000, 57495
3530000, 58365
3540000, 56145
3550000, 58358
3560000, 57268
3570000, 57829
3580000, 56903
3590000, 56352
3600000, 58674
3610000, 59105
3620000, 56926
3630000, 57739
3640000, 57490
3650000, 58631
3660000, 58451
3670000, 57515
3680000, 55604
3690000, 60588
3700000, 56456
3710000, 57673
3720000, 57966
3730000, 57339
3740000, 58882
3750000, 57022
3760000, 58688
3770000, 58286
3780000, 59957
3790000, 58811
3800000, 58900
3810000, 57471
3820000, 58575
3830000, 58845
3840000, 58516
3850000, 59347
3860000, 57520
3870000, 57855
3880000, 57569
3890000, 61126
3900000, 58262
3910000, 59640
3920000, 58000
3930000, 58160
3940000, 59949
3950000, 58489
3960000, 58858
3970000, 59345
3980000, 58660
3990000, 58830
4000000, 58965
