pulls_performed filesystem_size aged_time aged_layout_score clean_time clean_layout_score
0 243113 14.7390379906 0.771438086252 14.6049859524 0.771254861764 
100 315061 17.649214983 0.755404328688 14.4225668907 0.764670073757 
200 320890 23.483217001 0.750099025082 14.7318439484 0.763905479809 
300 330113 31.5990748405 0.742863410755 16.2485909462 0.755262335063 
400 337055 38.2515392303 0.735578916559 15.3690738678 0.758501222398 
500 342802 45.8976311684 0.725122176727 15.7907090187 0.747056986354 
600 349834 53.0253789425 0.724955185813 16.9667830467 0.744928234518 
700 356593 61.3251068592 0.712303305279 15.9953141212 0.740506403825 
800 365968 73.571035862 0.704331188033 17.1112539768 0.731925906671 
900 372989 82.4692780972 0.694531172427 17.8498110771 0.726792126613 
1000 380815 92.3229079247 0.689089594596 17.3314061165 0.72431869241 
1100 387960 101.815917015 0.682499179434 18.6607890129 0.719078350845 
1200 394362 112.264032125 0.675694277878 18.4829330444 0.71361832574 
1300 405346 122.831619978 0.671870403619 19.3367841244 0.712762589487 
1400 411110 133.781548977 0.665652186971 19.5260338783 0.709643320951 
1500 417089 142.255160809 0.660687563991 19.0933411121 0.708294519869 
1600 425393 155.04865098 0.655821636608 20.3949809074 0.707413195624 
1700 431684 154.499664068 0.650880018296 20.7549259663 0.699639425382 
1800 438294 169.33348012 0.647742394992 22.0465838909 0.696848424212 
1900 445751 180.506082058 0.642546979804 21.2623748779 0.699504417551 
2000 453042 187.848537922 0.63833731677 21.9563119411 0.693867096019 
2100 460056 195.057863951 0.636027672395 22.6129219532 0.69072331998 
2200 466426 204.722918987 0.631627234073 22.5972208977 0.689810858013 
2300 472078 216.294636965 0.626695429654 22.7490160465 0.684374945155 
2400 478669 225.812623978 0.624231374539 20.76989007 0.687259356898 
2500 489669 242.318113089 0.625686669912 23.2356219292 0.689693056588 
2600 498133 248.386995077 0.617801090437 25.24553895 0.684339539266 
2700 507395 270.946793079 0.613495537491 25.2905611992 0.679815468826 
2800 517675 290.226835966 0.610076513348 24.3925631046 0.679465575349 
2900 525106 302.847864866 0.606238885712 24.8007509708 0.673619797027 
3000 533573 329.020980835 0.601135266633 21.7063350677 0.674830418263 
3100 541895 321.489044189 0.598219038494 25.1227810383 0.671536492957 
3200 550689 355.484544039 0.59279493982 25.31584692 0.66821649165 
3300 559458 374.291365862 0.588907014682 26.2529778481 0.666944566439 
3400 569692 405.043447018 0.584848506808 29.2715530396 0.662792055222 
3500 578781 419.903153896 0.583971286755 29.7200529575 0.666375239174 
3600 587179 472.798818111 0.579280678695 30.0296900272 0.657108704724 
3700 595143 542.977374077 0.577355934078 30.6285948753 0.662874531508 
3800 607134 494.035394907 0.576080533083 31.9896521568 0.655603250563 
3900 615428 548.352566004 0.57448830067 32.1936740875 0.658728874142 
4000 624351 474.880100965 0.570320308725 33.8850388527 0.652852957077 
4100 631191 605.55495286 0.569766910271 32.3879239559 0.65018283587 
4200 640862 569.300441027 0.56666129604 34.0335419178 0.651045047384 
4300 648061 740.791640043 0.563934593375 34.8044271469 0.650515284518 
4400 654627 624.510412216 0.562239304392 33.3754560947 0.648135075837 
4500 661573 837.034564972 0.560735272148 35.5271070004 0.648564876647 
4600 668540 655.07396698 0.556755022855 36.3115639687 0.646351477449 
4700 675704 669.622452021 0.554534422091 36.4199860096 0.643414907299 
4800 684649 635.915588856 0.551794964462 36.3164789677 0.649100649192 
4900 693513 604.131483078 0.54722750383 36.6001260281 0.640237930724 
