pulls_performed filesystem_size aged_time aged_layout_score clean_time clean_layout_score
0 290876 14.925688982 0.758800503853 14.7534770966 0.75948355281 
100 295896 18.2940630913 0.749783699602 15.6041910648 0.753781680303 
200 301012 24.2205178738 0.743665137675 16.8131308556 0.748040665193 
300 309644 33.0187170506 0.737095524246 17.0406630039 0.74173204318 
400 316168 36.3282449245 0.731355911116 18.0683460236 0.734954308907 
500 322080 43.8234801292 0.723409970574 18.8092389107 0.727911180595 
600 327808 49.1616849899 0.717176803462 18.4393880367 0.721458995741 
700 333848 53.3526630402 0.709328595298 18.5715010166 0.713137896149 
800 342556 64.6950011253 0.699507332722 20.1986010075 0.704601733388 
900 349028 71.3413100243 0.692223857623 20.1913819313 0.69731632699 
1000 356448 76.7341611385 0.686736378646 20.7094078064 0.691666024717 
1100 362848 84.3610658646 0.679945485814 22.0206611156 0.618269293073 
1200 368856 90.299115181 0.674494039073 22.188256979 0.679828663747 
1300 379172 98.3817908764 0.67081438611 22.4575300217 0.67579615858 
1400 384116 103.99749279 0.665118889683 23.1742579937 0.670398301885 
1500 390104 110.016736984 0.659959637338 23.114315033 0.665274151436 
1600 397596 116.754060984 0.655634551757 23.7257509232 0.660258495756 
1700 403048 122.747509003 0.650151274892 24.9077510834 0.656639558496 
1800 409604 128.042669058 0.647557127832 24.7425448895 0.65341131722 
1900 415808 135.032821894 0.642903556933 25.8289570808 0.648652721399 
2000 422540 141.921327114 0.638312644061 26.6331059933 0.643886090949 
2100 429676 147.608215094 0.634945042947 26.7383589745 0.641514246156 
2200 435060 154.097200155 0.631096054133 27.306098938 0.637358880943 
2300 440332 159.065459013 0.627762633303 27.275783062 0.691902144212 
2400 446508 164.81494689 0.624143670609 28.2726280689 0.631716264369 
2500 456768 172.873069048 0.622154325425 28.526250124 0.636841957176 
2600 464532 180.011294127 0.618098443416 29.7545051575 0.625113647843 
2700 473276 189.686609983 0.617166109234 30.4052159786 0.587113597006 
2800 482468 198.571384907 0.610951008646 30.6145980358 0.618218043103 
2900 489940 205.804591894 0.606783118705 32.7555229664 0.613966101695 
3000 497124 214.014046907 0.602076967188 32.3992798328 0.609270898806 
3100 504996 221.067286968 0.599327510242 33.2324111462 0.607056986246 
3200 512892 230.835218191 0.594942875193 33.5371570587 0.602762254267 
