pulls_performed filesystem_size aged_time aged_layout_score clean_time clean_layout_score cleaner_time cleaner_layout_score
0 290876 3.21044206619 0.759403890145 3.18116617203 0.758564680085 3.16441702843 0.758564680085 
100 295896 3.33307313919 0.750448833034 3.30379390717 0.751110460941 3.25617194176 0.751110460941 
200 301012 3.43153619766 0.744256553671 3.38881516457 0.747477783586 3.34886789322 0.747477783586 
300 309644 3.60469198227 0.737590003429 3.55783200264 0.740105457087 3.52222394943 0.740105457087 
400 316168 3.705108881 0.732050277871 3.66804599762 0.735714640939 3.61046695709 0.735714640939 
500 322080 3.85359096527 0.723934762189 3.78740596771 0.727148520891 3.74591207504 0.727148520891 
600 327808 3.99754500389 0.71786976577 3.91398310661 0.721748298668 3.86413812637 0.721748298668 
700 333848 4.13057184219 0.709938384836 4.05152082443 0.712430295758 4.0048661232 0.712430295758 
800 342556 4.3247179985 0.700185537256 4.24526405334 0.703960033 4.17203021049 0.703960033 
900 349028 4.47348213196 0.693051841532 4.39416909218 0.696767452051 4.30535793304 0.696767452051 
1000 356448 4.61164999008 0.687588671982 4.51585888863 0.691365221121 4.4469101429 0.691365221121 
1100 362848 4.76190495491 0.680954695178 4.65161180496 0.685062585725 4.59856510162 0.685062585725 
1200 368856 4.92887687683 0.675474463408 4.78586006165 0.67948214153 4.71933603287 0.67948214153 
1300 379172 5.11227488518 0.671659057574 4.94585585594 0.675735696652 4.8844640255 0.675735696652 
1400 384116 5.24251008034 0.666031331859 5.10833621025 0.670006523423 5.000415802 0.670006523423 
1500 390104 5.36174607277 0.660757283891 5.22811198235 0.664763720277 5.11924886703 0.664763720277 
1600 397604 5.54572105408 0.6562712198 5.41312599182 0.660269847362 5.2572748661 0.660269847362 
1700 403040 5.6652200222 0.651506769544 5.49483394623 0.654801782645 5.39249706268 0.654801782645 
1800 409628 5.7858941555 0.648433695829 5.60893201828 0.652472921084 5.5047750473 0.652472921084 
1900 415824 5.94087195396 0.643751763047 5.74329209328 0.648296159777 5.63496994972 0.648296159777 
2000 422532 6.09503793716 0.638860621311 5.92704486847 0.643742943343 5.80654001236 0.643742943343 
2100 429628 6.21477985382 0.635458928409 5.99300098419 0.632340590477 5.96957397461 0.640907147471 
2200 435084 6.36196398735 0.631569493839 6.16824793816 0.637968519783 6.06370306015 0.637968519783 
2300 440340 6.49281096458 0.628221620902 6.26676797867 0.634694891495 6.15758705139 0.634694891495 
2400 446476 6.6233549118 0.62488189803 6.41264486313 0.631585393593 6.2702357769 0.631585393593 
2500 456776 6.74057292938 0.62270216659 6.55785489082 0.62874389733 6.47427678108 0.62874389733 
2600 464524 6.89087104797 0.618671777156 6.70706415176 0.625860807709 6.57801103592 0.623085301338 
2700 473268 7.08998298645 0.614741252743 6.95481395721 0.622577800176 6.75362586975 0.624662466247 
2800 482460 7.24363398552 0.611232901091 7.08038306236 0.619027973273 6.93966889381 0.619027973273 
2900 489940 7.41548299789 0.607134039995 7.21798300743 0.613634372636 7.1196808815 0.613634372636 
3000 497128 7.58132910728 0.602584624076 7.36415100098 0.6092213774 7.27008008957 0.6092213774 
3100 505004 7.73049092293 0.599828554218 7.55394911766 0.606314293658 7.40555500984 0.606314293658 
3200 512892 7.94682192802 0.595469231062 7.69988799095 0.596886219508 7.58447217941 0.602105823324 
3300 521072 8.06938004494 0.592059490233 7.85462808609 0.599087270415 7.75005698204 0.599087270415 
3400 530920 8.30039811134 0.58778838884 8.06524896622 0.594422585665 7.97204899788 0.594422585665 
3500 539348 8.46036481857 0.585231049331 8.2527680397 0.592079021909 8.10206389427 0.592079021909 
3600 547176 8.6133210659 0.581630473478 8.3819270134 0.58923179902 8.27357196808 0.58923179902 
3700 554672 8.78457307816 0.578134985007 8.57667088509 0.585098986607 8.44392800331 0.585098986607 
3800 565288 8.95512604713 0.577459742157 8.7248032093 0.561361468488 8.58354997635 0.585227860052 
3900 573840 9.12855696678 0.575193430162 8.87949109077 0.582879134454 8.75851297379 0.582879134454 
4000 581516 9.26914691925 0.572677961562 9.05450296402 0.579811672047 8.9276239872 0.579811672047 
4100 587832 9.42227101326 0.570206001192 9.15854907036 0.57521510533 9.05463004112 0.577285645201 
4200 596412 9.61001896858 0.567547455547 9.34654188156 0.574653219753 9.16433620453 0.54013367902 
4300 603108 9.78602313995 0.564304292546 9.49792194366 0.571696883249 9.35077881813 0.571696883249 
4400 608984 9.8932390213 0.561696362381 9.6193048954 0.568697775817 9.46667003632 0.568697775817 
4500 615480 10.0590510368 0.55943476749 9.77044987679 0.567139541208 9.60994696617 0.567139541208 
4600 621848 10.2229139805 0.556231269278 9.90001893044 0.563763890279 9.78651309013 0.563763890279 
