pulls_performed filesystem_size aged_time aged_layout_score clean_time clean_layout_score
0 0 1.81559896469 0.991550085902  1.84113097191 1.0
100 35195 1.95391607285 0.991292347123  1.88264894485 1.0
200 35457 1.98024892807 0.991422740897  1.88484191895 1.0
300 35614 2.04875397682 0.99165486699  2.01882314682 1.0
400 37412 2.09466099739 0.991613265216  2.03703594208 1.0
500 38093 2.11661720276 0.992212867446  2.01421809196 1.0
600 38943 2.14376497269 0.991899496916  1.89276599884 1.0
700 35242 2.02768707275 0.991632821327  1.9116768837 1.0
800 36432 2.11655306816 0.99159909844  2.03221392632 1.0
900 37746 2.11611008644 0.991876453196  2.03443384171 1.0
1000 38531 2.18274402618 0.991755038588  2.05290079117 1.0
1100 39358 2.25605106354 0.991760624458  2.09626197815 1.0
1200 40283 2.26366090775 0.992205870697  2.12880110741 1.0
1300 40965 2.27313518524 0.992321428571  1.9465610981 0.9765625
1400 36505 2.07321286201 0.991891430522  2.01766204834 0.991325765689
1500 38062 2.12240195274 0.991795126803  2.03113389015 0.991181009774
1600 38832 2.1517059803 0.992098685802  2.05472183228 0.991325765689
1700 40171 2.15880298615 0.992037620905  2.11291790009 0.992567872283
1800 40556 2.21969795227 0.991978126854  2.11937308311 0.974048442907
1900 41511 2.24849200249 0.992404613118  2.17332816124 0.992000717023
2000 42038 2.30886983871 0.992209210004  2.21355319023 0.991325765689
2100 43058 2.33260893822 0.992302106028  2.24085307121 0.991385386483
2200 43831 2.34459710121 0.992455006368  2.35149979591 0.99165792235
2300 44614 2.40688085556 0.992602649937  2.01208591461 0.991181009774
2400 37840 2.18293404579 0.992213983051  2.04595589638 0.974048442907
2500 38957 2.2606511116 0.992268949887  2.11421895027 0.991325765689
2600 40748 2.28818011284 0.992412484911  2.14165520668 0.99095903563
2700 41093 2.33479380608 0.992792578497  2.21855401993 0.990982378172
2800 42564 2.45384502411 0.992931164642  2.27171087265 0.991105400998
2900 44035 2.45808601379 0.993090876356  2.28784298897 0.992016735999
3000 44822 2.50718903542 0.992839146002  2.15623688698 0.991019345036
3100 39364 2.27407002449 0.992084997148  2.12290501595 0.991557684837
3200 40617 2.29280304909 0.992525257396  2.17701101303 0.991352062103
3300 41486 2.34603691101 0.992470160388  2.23790121078 0.991181009774
3400 42738 2.41931009293 0.992944679876  2.34586906433 0.991959312182
3500 43851 2.48380184174 0.993060130891  2.42636203766 0.991820479802
3600 44835 2.55102276802 0.992922034484  2.37834882736 0.992252414103
