pulls_performed filesystem_size aged_time aged_layout_score clean_time clean_layout_score
3100 40950 2.21569681168 0.992183151424  2.20688915253 0.99155506696
3200 41693 2.27457380295 0.992641218521  2.18091106415 0.991796950396
3300 42562 2.36756706238 0.992686395341  2.23411488533 0.991684675373
3400 43814 2.4035179615 0.992652445115  2.29650402069 0.992053859717
3500 44927 2.44368290901 0.992630580934  2.36256289482 0.991795624333
3600 45911 2.48282194138 0.992941077014  2.14698195457 0.991162141651
3700 40476 2.26662683487 0.992429344418  2.24295401573 0.991167268351
3800 41100 2.32715988159 0.992815516704  2.23353815079 0.991572711199
3900 43220 2.37318682671 0.992391492305  2.3320980072 0.992452745678
4000 44509 2.4052271843 0.992742890995  2.37900304794 0.992771559372
4100 45556 2.42618703842 0.992911657083  2.23056602478 0.991851630821
4200 41631 2.35781121254 0.992818205417  2.31125998497 0.99212828644
4300 43442 2.36359405518 0.992872830627  2.26321911812 0.991784683831
4400 44199 2.36124491692 0.992941426597  2.36503696442 0.992116579073
4500 44978 2.42618584633 0.992923457809  2.35369801521 0.99216627038
4600 45716 2.47214198112 0.992990318005  2.39047598839 0.992502088555
4700 46577 2.48219513893 0.993030229354  2.25547385216 0.991770377845
4800 42559 2.36110496521 0.992996932191  2.33246588707 0.992393775136
4900 43976 2.43390583992 0.99271709836  2.33727502823 0.992783020882
5000 45403 2.46130609512 0.992961603213  2.40918111801 0.992764231043
5100 46140 2.51021981239 0.993317168372  2.40406107903 0.992408947751
5200 47562 2.55088210106 0.993020316905  2.42118215561 0.992364746946
5300 48399 2.56229901314 0.993351038423  2.47396302223 0.992755887062
5400 48990 2.61864209175 0.993515985158  2.49681401253 0.992475285536
5500 49877 2.66400194168 0.993221522126  2.43817210197 0.992760237315
5600 44597 2.44240498543 0.993113836884  2.38244390488 0.992601198484
5700 46922 2.49098801613 0.993065537469  2.42864704132 0.992548585238
5800 47521 2.51440310478 0.993241580372  2.43630814552 0.992712057518
5900 48565 2.54944181442 0.993360458665  2.49454188347 0.992437619962
6000 48934 2.62986111641 0.99335986973  2.58176207542 0.993229557389
6100 50284 2.64156079292 0.993538970863  2.57221484184 0.992399445215
