pulls_performed filesystem_size aged_time aged_layout_score clean_time clean_layout_score
5600 50536 5.07395911217 0.992938840057  4.33231687546 0.992291377763
5700 44839 5.3356051445 0.992700594008  4.45381808281 0.991635837221
5800 46557 5.17328596115 0.992601186853  4.65156006813 0.99232061904
5900 47602 5.10619807243 0.99284449968  4.61423015594 0.992546726293
6000 47971 5.13836884499 0.992673252782  4.82542610168 0.992432169818
6100 49321 5.35393404961 0.993076411243  4.92758798599 0.992930840363
6200 50217 5.35688304901 0.993235191027  4.96163702011 0.992765620501
6300 51179 5.51003313065 0.993238114952  4.70494604111 0.992640726533
6400 51969 5.75413990021 0.99328128455  4.61578798294 0.99255011051
6500 46888 5.33992695808 0.992841998442  4.821611166 0.9926147518
6600 48668 5.51138091087 0.992997173986  4.95300889015 0.99235666466
6700 49741 5.46272706985 0.993171683389  4.86370396614 0.993194727253
6800 50506 5.51152706146 0.993502295745  5.115046978 0.992933827169
6900 52338 5.72869992256 0.993452930786  4.90202212334 0.993134138589
7000 53704 5.76005506516 0.993463634475  4.94406700134 0.992792856762
7100 30120 10.1143140793 0.989945179837  3.62758302689 0.990403014513
7200 39566 4.31220602989 0.990573574053  3.67740297318 0.990506060863
7300 40449 4.49838495255 0.991156444839  3.79252696037 0.99051789051
7400 41466 4.30624914169 0.991451450936  3.77791285515 0.990170255519
7500 41653 4.87905406952 0.99153187207  3.78302311897 0.9910274734
7600 43212 4.82215285301 0.991577444682  3.93523001671 0.990945877592
7700 44589 4.72851490974 0.991802701116  3.96513819695 0.991294642857
7800 38852 4.90407586098 0.991587383418  4.10907101631 0.991102735968
7900 40766 4.53638887405 0.991385055911  3.73271012306 0.990684390348
8000 42059 4.5721039772 0.991671666867  3.75837802887 0.990808585558
8100 43192 4.8680100441 0.991680687979  4.0857360363 0.991151107992
8200 44173 4.7064139843 0.991508206451  4.05615901947 0.991532041583
8300 40221 4.50107598305 0.991233280274  3.8614051342 0.990430004901
8400 42248 4.57165813446 0.99130476327  3.90098500252 0.990953885028
8500 42574 4.82249403 0.991886775444  4.08581495285 0.991849560564
8600 44224 4.8025560379 0.991877740983  4.11802983284 0.991141825781
8700 44704 4.79759812355 0.992212934448  4.27891302109 0.991939817303
8800 40857 4.77050304413 0.991834392655  4.39761400223 0.991336855301
8900 43402 4.78514099121 0.992022002  4.21724581718 0.990671867807
9000 43837 4.61299490929 0.991720822576  4.16731286049 0.991554134657
9100 44289 4.63880395889 0.992267816693  4.0923538208 0.992110040497
9200 45418 5.15609908104 0.99216130114  4.12175297737 0.991249689104
9300 46127 4.88593888283 0.992412778043  4.30839014053 0.991380453521
9400 42530 4.86212110519 0.992009794446  4.26352381706 0.992006239033
9500 44562 4.81671619415 0.992111468382  4.09992098808 0.990648407702
9600 45419 5.09602594376 0.992255771143  4.19912004471 0.992133261203
9700 44289 4.63880395889 0.992267816693  4.25063109398 0.991777509069
9800 42530 4.86212110519 0.992009794446  4.20937490463 0.991758064862
9900 44562 4.81671619415 0.992111468382  4.26596093178 0.991664794428
10000 44704 4.79759812355 0.992212934448  4.40273809433 0.992132924921
