file_count aged_time aged_layout_score  clean_time clean_layout_score 
100 0.144144058228 0.0608397600686 0.147167921066 0.391986062718 
200 0.150398015976 0.059748427673 0.159502983093 0.348242811502 
300 0.164510011673 0.0566448801743 0.17564702034 0.317612380251 
400 0.178024053574 0.0566801619433 0.183574914932 0.315105946685 
500 0.190814971924 0.054820415879 0.190513134003 0.263862332696 
600 0.207950115204 0.0543735224586 0.208530187607 -1 
700 0.216644048691 0.0545050055617 0.217715024948 0.250280583614 
800 0.233895778656 0.0535995796111 0.226269006729 0.243644067797 
900 0.245249032974 0.0522648083624 0.240447044373 0.235205616851 
1000 0.257611989975 0.0520340586566 0.252956151962 0.22 
1100 0.271644115448 0.0522522522523 0.262749910355 0.229723606706 
1200 0.28487610817 0.0520430107527 0.276427984238 0.217898832685 
1300 0.299294948578 0.0518518518519 0.285875082016 0.217858619264 
1400 0.311990022659 0.0516561514196 0.297586202621 0.192871287129 
1500 0.325994968414 0.0503597122302 0.308627128601 0.202127659574 
1600 0.337248086929 0.0502549162418 0.322100877762 0.197589481373 
1700 0.34907913208 -1 0.334139823914 0.194444444444 
1800 0.365350008011 0.0507270882651 0.346171140671 0.200338983051 
1900 0.375101089478 0.0506205094709 0.35374879837 0.179587831207 
2000 0.387884140015 0.0502052415535 0.369412183762 0.195384128991 
2100 0.403768062592 0.0498014054384 0.382690906525 0.192107678189 
2200 0.41472196579 0.0494375370041 0.392305135727 0.194312796209 
2300 0.428629875183 0.0493827160494 0.403384923935 0.181792073521 
2400 0.440468072891 0.0493311036789 0.413454055786 0.188405797101 
2500 0.454113960266 0.0492557510149 0.426934957504 0.180292365999 
2600 0.468644857407 0.0497106785902 0.439086914062 0.177105263158 
2700 0.479997158051 0.0504094165814 0.450759887695 0.171274961598 
2800 0.492789983749 0.04933964615 0.460193872452 0.177423374034 
2900 0.502470016479 0.0502427184466 0.477913141251 0.175528040787 
3000 0.517493009567 0.049929010885 0.485458135605 0.180355029586 
3100 0.534777164459 0.0505423494115 0.498402833939 0.170168552297 
3200 0.543658971786 0.0502365397612 0.509118080139 0.184317260027 
3300 0.555540084839 0.0501650165017 0.524276018143 0.173855633803 
3400 0.570327043533 0.0498817458611 0.535828113556 0.168135884756 
3500 0.580942869186 0.0502311895755 0.549022912979 0.165860836662 
3600 0.5943608284 0.0503700657895 0.557952880859 0.165741311947 
3700 0.607160806656 0.0509054325956 0.570584058762 0.167438116321 
3800 0.620393037796 0.0512113452826 0.578779220581 0.16118226601 
3900 0.633530139923 0.0509455808568 0.58707690239 0.170835757223 
4000 0.644119977951 0.0512384193609 0.600474119186 0.178895612708 
4100 0.658829927444 0.0509731232623 0.612264156342 0.166295884316 
4200 0.672890901566 0.0510816215234 0.628102064133 0.175272727273 
4300 0.68487906456 0.0513552068474 0.634001016617 0.153942204781 
4400 0.696124076843 0.0511025551278 0.648373126984 0.160336075617 
4500 0.71324300766 0.0512027491409 0.666458845139 0.156384258464 
4600 0.722522974014 0.0509532647208 0.664931058884 0.162290360833 
4700 0.738359212875 0.0510525443395 0.682399988174 0.156856242746 
4800 0.746102809906 0.0514741814628 0.69183588028 0.16715542522 
4900 0.762772083282 0.0510808646918 0.703273057938 0.15935297886 
5000 0.775695085526 0.051330499134 0.711928844452 0.15556605259 
5100 0.789654016495 0.0514170667493 0.726163864136 0.153500619579 
5200 0.80296087265 0.0508836075564 0.738478899002 0.151150388542 
5300 0.813385009766 0.0509745127436 0.748768091202 0.159544159544 
5400 0.82764005661 0.0512101534829 0.762014865875 0.148612750885 
5500 0.838476896286 0.0514385353095 0.776874065399 0.150268856271 
5600 0.851713180542 0.0513664329661 0.785942792892 0.149563475025 
5700 0.863826990128 0.0511627906977 0.794830799103 0.150831688751 
5800 0.879384994507 0.0509580672036 0.809983968735 0.142896819886 
5900 0.891595125198 0.0510399562124 0.816607952118 0.144760335119 
6000 0.902408123016 0.0509915014164 0.835977077484 0.147848374477 
6100 0.914458036423 0.0511968085106 0.842260837555 0.143104136188 
6200 0.929795026779 0.0512719643325 0.853964805603 0.144918032787 
6300 0.940736055374 0.0516037247801 0.869285106659 0.1395499224 
6400 0.95334815979 0.0516647531573 0.874565839767 0.140870230956 
6500 0.972357988358 0.0513530522341 0.887263774872 0.146022155086 
6600 0.985379934311 0.0514157973174 0.90059709549 0.138757763975 
6700 0.992464065552 0.0514832066683 0.912338972092 0.139283962727 
6800 1.01080083847 0.0517909002904 0.921282052994 0.138569526806 
6900 1.02162599564 0.0518518518519 0.941325902939 0.139204205998 
7000 1.03373503685 0.0515573383672 0.945932865143 0.135575221239 
7100 1.04557919502 0.0514971455202 0.958370923996 0.138795012236 
7200 1.06000804901 0.0514502762431 0.976974010468 0.134208103131 
7300 1.07041406631 0.051620238772 0.977358102798 0.139754377985 
7400 1.08456587791 0.0516795865633 0.991591930389 0.134382022472 
7500 1.10350894928 0.0517375374709 1.00336790085 0.136449428222 
7600 1.11111712456 0.0515746735433 1.02028083801 0.136727751564 
7700 1.12177705765 0.0517297473159 1.02750706673 0.135047185161 
7800 1.14343810081 0.0517851399164 1.04183793068 0.127506702413 
7900 1.14795088768 0.0517387616624 1.05285811424 0.134344184074 
8000 1.15990400314 0.0521018974735 1.07288408279 0.128328790103 
8100 1.18705010414 0.0519440124417 1.0678191185 -1 
8200 1.18670892715 0.0516870064609 1.08647704124 0.131692307692 
8300 1.2094399929 0.0517398802881 1.10090112686 0.131277264888 
8400 1.211165905 0.0520875150542 1.1077671051 0.128374987454 
8500 1.24013900757 0.0519364448858 1.12459301949 0.134074883305 
8600 1.23941016197 0.0521816037736 1.12857699394 0.134532232704 
8700 1.25844311714 0.052222114169 1.15347194672 0.128768722039 
8800 1.26262998581 0.0517855424006 1.15947699547 0.127358490566 
8900 1.28557682037 0.0518342067651 1.16693902016 0.122165046693 
9000 1.28889799118 0.0516932364871 1.17865395546 0.127075471698 
9100 1.30772900581 0.0518352479686 1.19147491455 0.121800859331 
9200 1.31450891495 0.0517847235066 1.20557999611 0.122179060303 
9300 1.32516694069 0.0519183224979 1.2119781971 0.12253869402 
9400 1.34216403961 0.0518773807364 1.22820997238 0.122176870748 
9500 1.3616900444 0.0519223859145 1.24274396896 0.122260150916 
9600 1.36578297615 0.0518729424326 1.24877214432 0.128403630539 
9700 1.38234519958 0.0520934332305 1.25836515427 0.122090973202 
9800 1.39357089996 0.0519605274649 1.26588106155 0.120349344978 
9900 1.41417884827 0.0520851358366 1.28405117989 0.119418483904 
10000 1.41700100899 0.0519547325103 1.29591417313 0.119180313813 
