pulls_performed filesystem_size aged_time aged_layout_score clean_time clean_layout_score
9100 44335 4.81086421013 0.992152030095  4.33244895935 0.990782556335
9200 45464 4.67334389687 0.992626806221  4.50278615952 0.991133744061
9300 46173 4.93450212479 0.992999854164  4.37648391724 0.991548794591
9400 42559 4.79971885681 0.992517615235  4.30963182449 0.99117156363
9500 44592 4.86270904541 0.992491099363  4.42936301231 0.991133945622
9600 45449 4.84133505821 0.992767143965  4.35066413879 0.991451465304
9700 45904 4.92764306068 0.992701478156  4.40426802635 0.99191853537
9800 47193 5.03613519669 0.993011512826  4.64100599289 0.992218726082
9900 43805 5.52271580696 0.992835475373  4.46518492699 0.991298482293
10000 44934 5.12550592422 0.992881460848  4.58297896385 0.991241515218
