pulls_performed filesystem_size aged_time aged_layout_score clean_time clean_layout_score
7600 103340 11.5809419155 0.991611083755  10.5204370022 0.992727474602
7700 104717 11.3304140568 0.992152197651  10.7595469952 0.99236227773
7800 105158 11.5993609428 0.992291903415  10.5656769276 0.99257697864
7900 106285 12.1664280891 0.992111999164  10.7307431698 0.992759272701
8000 107578 11.8960049152 0.992081116907  10.657528162 0.992599073322
8100 108711 11.5546519756 0.99217499404  10.977492094 0.992827508614
8200 109693 12.2092828751 0.992140367341  11.1401519775 0.992926844104
8300 110473 12.3537800312 0.991956319975  11.383054018 0.992978183137
8400 111760 11.7244391441 0.992369517926  11.2774720192 0.992637564667
8500 112086 11.9305241108 0.992325421734  11.5493540764 0.992681259127
8600 113735 12.0958640575 0.99256363887  11.2354028225 0.992637820996
8700 114216 12.486301899 0.992527649306  11.8084290028 0.993084118349
8800 114927 12.4159240723 0.992461095284  12.0307981968 0.99308608359
8900 116789 12.5801458359 0.992327365729  11.7234210968 0.992763179317
9000 117225 12.6668179035 0.992614673127  11.6358511448 0.993135196907
9100 117677 12.6235320568 0.99268708675  11.7165670395 0.993079390986
9200 118806 12.4794838428 0.992448734349  12.0656321049 0.992928134557
9300 119515 12.8135900497 0.992627139515  12.0013549328 0.993150305267
9400 120599 12.6985890865 0.992777302712  12.2145080566 0.993133188029
9500 116789 12.5801458359 0.992327365729  12.278373003 0.992870084028
9600 118806 12.4794838428 0.992448734349  12.3480601311 0.992783727228
9700 119515 12.8135900497 0.992627139515  12.9497158527 0.992900972773
9800 114216 12.486301899 0.992527649306  12.4039568901 0.993459612919
9900 117225 12.6668179035 0.992614673127  12.4232320786 0.992973517299
10000 120599 12.6985890865 0.992777302712  12.7583229542 0.993000776861
