pulls_performed filesystem_size aged_time aged_layout_score clean_time clean_layout_score
0 288504 60.0051119328 0.959575493085 91.0193998814 0.959885265359 
100 292900 19.2880659103 0.948030047524 66.0560901165 0.955270404384 
200 298460 23.0172059536 0.935611200197 89.2517838478 0.953488691638 
300 307368 27.5669808388 0.917300161253 86.4934399128 0.953455336575 
400 313840 31.0661921501 0.906313033238 105.487684965 0.95362994138 
500 319828 34.6207289696 0.892974780001 129.98545289 0.953397223246 
600 298444 19.4952318668 0.943609897709 61.3560450077 0.959245758763 
700 305260 24.5253231525 0.928766866064 86.4028310776 0.95468152225 
800 313840 31.2331700325 0.907660444699 84.5983710289 0.954182254259 
900 320460 35.5286591053 0.890630562068 118.265498877 0.954122471027 
1000 327760 39.0665910244 0.87903100078 21.1547520161 0.954257067127 
1100 334104 43.3819770813 0.866306136845 95.2396121025 0.954473838918 
1200 340448 46.6161658764 0.855597251891 85.0658919811 0.9545543743 
1300 311744 25.4306988716 0.926531627669 58.9058330059 0.959351085019 
1400 317492 29.7731850147 0.915221232091 81.7999761105 0.956316517736 
1500 323640 34.2466681004 0.898822583004 52.115226984 0.955496783053 
1600 330308 38.8418750763 0.887494194286 107.238075018 0.955572235328 
1700 335680 42.6045379639 0.877456092046 96.4782578945 0.955481097039 
1800 343012 45.2076621056 0.869122158014 89.6844198704 0.955762889085 
1900 348216 48.7798490524 0.8591810014 87.0788309574 0.955785077322 
2000 354592 52.1670358181 0.848752063278 97.793833971 0.956007180692 
2100 363444 54.8472881317 0.840563331305 70.7966067791 0.956405490887 
2200 322232 27.3220920563 0.919333078783 70.113765955 0.960877704622 
2300 327904 30.8575079441 0.910386455281 85.9323089123 0.958186669339 
2400 332236 33.8960561752 0.896307171357 90.9949691296 0.956736242884 
2500 342492 38.3610858917 0.884673277338 99.7352571487 0.957024375093 
2600 351904 42.9563260078 0.873415160507 124.195735931 0.957333873126 
2700 360552 48.2425589561 0.860394237727 88.1937220097 0.957402939241 
2800 370356 52.9123990536 0.848296717388 89.8536038399 0.957633832976 
2900 375340 58.131914854 0.837306198507 67.0124371052 0.957564208609 
3000 340636 34.6993710995 0.89696428157 97.618530035 0.959185886776 
3100 346928 40.3385770321 0.885683518477 23.3165850639 0.958216922203 
3200 356804 45.3187730312 0.872233366952 84.8429009914 0.958042966843 
3300 362988 49.7639029026 0.8606097376 97.6174960136 0.957863005975 
3400 372652 54.6498858929 0.848721141265 22.9741508961 0.958041367666 
3500 381044 59.7444448471 0.839530756691 88.2177810669 0.958207353442 
3600 388836 65.9284331799 0.828486520909 78.9057579041 0.958421786862 
3700 352720 36.9375970364 0.893366558797 89.9459059238 0.960178960437 
3800 360292 41.8742878437 0.881207826154 94.6515409946 0.959485093365 
3900 371972 46.6692140102 0.871242249305 109.867809057 0.959620512052 
4000 379580 50.7892611027 0.861881810562 101.253000021 0.959558862108 
4100 359584 36.927929163 0.90028115571 84.7039010525 0.963008715943 
4200 364908 41.9308769703 0.883065776848 80.6779401302 0.96055998123 
4300 371368 46.8217451572 0.87246189533 100.706681967 0.959883258159 
4400 377224 50.942456007 0.863151306525 105.241433144 0.960038864163 
4500 383528 54.6346261501 0.854996359012 105.917287111 0.959901010433 
4600 393864 60.0121881962 0.845176332842 21.9944729805 0.959886891537 
4700 396028 71.0584499836 0.836046523177 91.5145058632 0.959884362054 
4800 370752 40.6904799938 0.887561911705 91.0938060284 0.962201259958 
4900 375804 45.801181078 0.874281104977 95.4838719368 0.960692451522 
5000 386292 49.238888979 0.865317889318 123.829441071 0.960627971985 
5100 396428 53.568707943 0.857112676056 103.783528805 0.961041708644 
5200 397300 57.5312640667 0.849929094894 91.4149448872 0.960902285499 
5300 407108 62.3679139614 0.841965497379 23.8465240002 0.960835458125 
5400 412136 70.8670110703 0.831668212281 51.5944988728 0.960761817347 
5500 383100 41.1541919708 0.893678901052 79.0892221928 0.965235590855 
5600 385216 44.670432806 0.880312902106 78.8455121517 0.963166359808 
5700 395480 47.9503428936 0.872057596203 106.346457005 0.961646681525 
5800 400408 51.781083107 0.864745949564 127.753748178 0.961788529653 
5900 410756 55.2753257751 0.857750518381 102.586935997 0.961855479937 
6000 414496 59.7089409828 0.850296494418 92.7843317986 0.962185754855 
6100 420152 66.0445859432 0.843650987083 97.6296730042 0.962056797492 
6200 429284 70.801279068 0.83711700124 65.6588468552 0.962397795131 
6300 435636 75.6728830338 0.830686012012 61.1670050621 0.962188865666 
6400 401256 44.3009009361 0.888265331416 93.1427128315 0.9660339865 
6500 405612 48.016356945 0.878879394057 22.8810939789 0.963561411545 
6600 417304 53.552282095 0.869288578586 124.770069122 0.963347785396 
6700 421844 58.1353878975 0.859857504365 95.2216300964 0.963222498737 
6800 440312 69.6868498325 0.847490696246 88.0510210991 0.963435689298 
6900 409724 44.8881380558 0.894637053088 91.3367619514 0.967494166775 
7000 417948 49.6590588093 0.879481768754 22.0719380379 0.965393019548 
7100 329476 44.3387851715 0.8678094095 81.8175451756 0.958998721452 
7200 332892 48.1799829006 0.851501943692 82.8675301075 0.95582581126 
7300 347584 51.6931099892 0.841606581623 111.293064117 0.956046759753 
7400 345780 55.68501091 0.830717908568 105.262618065 0.955880512091 
7500 362792 62.3613221645 0.816347995527 104.441421986 0.955812560986 
7600 365200 71.2131938934 0.804550588995 82.8590259552 0.956129393522 
7700 371600 73.7936739922 0.796980397962 66.2667999268 0.948131982761 
7800 344084 46.7639029026 0.858790567359 94.6456279755 0.960687573491 
7900 353660 51.6301038265 0.843134362233 108.867305994 0.95717884131 
8000 361480 55.7877500057 0.83264857422 116.987790823 0.956991402735 
8100 373292 59.6916389465 0.82596323426 26.4234220982 0.957333940834 
8200 378224 64.4690117836 0.816730110594 22.6002929211 0.957653684714 
8300 358132 51.034676075 0.8491490459 99.4640250206 0.958435180283 
8400 364500 54.8723368645 0.839922493422 109.454057932 0.957917426629 
8500 374232 60.150673151 0.828692182271 22.5278849602 0.958061810439 
8600 381744 63.9257228374 0.822028461142 94.8070039749 0.958257349763 
8700 380416 70.5468661785 0.813576651382 86.9047498703 0.958418668156 
8800 353968 49.460791111 0.859121838775 87.9493739605 0.96366374306 
8900 368404 53.1401629448 0.848874317892 22.2792317867 0.960713233795 
9000 366812 56.8171820641 0.840951677321 107.330598831 0.959434621379 
9100 381812 60.64646101 0.83368894588 94.6439239979 0.959092442645 
9200 384172 64.657407999 0.825646271155 111.345771074 0.95957482077 
9300 391224 70.9274139404 0.817598700903 87.5739741325 0.959473336384 
9400 375500 52.2093319893 0.855404261701 81.1015911102 0.962598556358 
9500 381656 56.0548689365 0.845434092391 97.1445250511 0.960137623877 
9600 388452 60.5382809639 0.837234526072 111.914949894 0.960303064852 
9700 388836 65.5080199242 0.828338067464 108.723902941 0.960220882517 
9800 403892 71.2527909279 0.820569079862 93.9620411396 0.960059686645 
9900 379808 51.6753540039 0.860360931491 100.860084057 0.964531318441 
10000 387884 55.560726881 0.850376593279 92.8406760693 0.961464935065 
