pulls_performed filesystem_size aged_time aged_layout_score clean_time clean_layout_score
0 364548 1.96661186218 0.595873280534 3.37576913834 0.5955813826 
100 373440 2.50980496407 0.584571893605 3.2329518795 0.584472295656 
200 381660 3.10368204117 0.577090710978 3.33626008034 0.577091034757 
300 394608 3.64318799973 0.568974951362 3.51880192757 0.569080246726 
400 404636 4.05669283867 0.562199231218 3.78244996071 0.562423452254 
500 414760 4.41292190552 0.552441822353 4.01397895813 0.548351839178 
600 424108 4.69436502457 0.545132309549 4.05081915855 0.545552205051 
700 434560 5.08584904671 0.535645613874 4.22195386887 0.53616950836 
800 449216 5.78722310066 0.524402833648 4.41676998138 0.524957965999 
900 460252 6.14937901497 0.516016955041 4.59622192383 0.51671832808 
1000 472212 6.46308898926 0.509905013461 4.74697303772 0.510717882319 
1100 483364 6.75246500969 0.502352892528 4.93994784355 0.503439153439 
1200 493608 7.01345396042 0.496307094266 5.09117794037 0.503749989641 
1300 508912 7.37892508507 0.492141291797 5.30968594551 0.493416145167 
1400 517768 7.58246397972 0.486006994573 5.42272305489 0.487254485819 
1500 527892 7.8523850441 0.480055124788 5.67813396454 0.494960856253 
1600 539772 8.11032104492 0.475021845703 5.72317790985 0.476596217197 
1700 549076 8.38604187965 0.469774619999 5.84559798241 0.471367754612 
1800 559148 8.57503008842 0.466680963614 5.97668910027 0.468339324124 
1900 569408 8.87025308609 0.46143100822 6.16532683372 0.453346246828 
2000 580480 9.25042796135 0.455739781866 6.28423595428 0.458648531446 
2100 591396 9.50974702835 0.45169465752 6.45931506157 0.420720608056 
2200 600420 9.6653008461 0.447185536266 6.6346449852 0.451840662266 
2300 609088 9.90353703499 0.443439745398 6.74238204956 0.457173202115 
2400 618988 10.1312201023 0.439686454796 6.89764595032 0.446984666456 
2500 634144 10.3992879391 0.437340862682 6.77740812302 0.443376849215 
2600 646720 10.7488889694 0.433059771592 7.27599477768 0.450149976251 
2700 660712 11.0645089149 0.429046697314 7.39656686783 0.435262957386 
2800 675224 11.4651660919 0.425461518884 7.6421380043 0.432436607334 
2900 687680 11.7914800644 0.42125970524 7.86112093925 0.467323611663 
3000 700100 12.0966339111 0.416509687068 8.07883000374 0.420519363554 
3100 712568 12.3417010307 0.413714779253 8.24583601952 0.419719099549 
3200 725916 12.6665599346 0.409362165971 8.43900609016 0.415458618147 
3300 739216 13.0065181255 0.405971585503 8.6630859375 0.413752824689 
3400 755404 13.352134943 0.401728844404 9.01532697678 0.348964465525 
3500 768552 13.5973329544 0.399381239601 9.21022391319 0.405369720598 
3600 781588 13.8207161427 0.395886166558 9.26988983154 0.402100797383 
3700 794076 14.1487050056 0.37830075536 9.48458194733 0.398939461782 
3800 809340 14.7379601002 0.392288625995 9.64515018463 0.398851862638 
3900 822676 14.7258360386 0.389796631219 9.82536292076 0.397041684472 
4000 834860 15.2271051407 0.388036626285 10.0124850273 0.394991841285 
4100 845232 15.4722940922 0.385759131611 10.1930420399 0.399475713639 
4200 859012 15.7990779877 0.382704885774 10.371199131 0.390777015086 
4300 870364 16.0683569908 0.380297597458 10.5756230354 0.38942683949 
4400 880260 15.9992139339 0.377921730091 10.874461174 0.385550971876 
4500 890924 16.2365369797 0.375825891155 11.0185120106 0.380251688796 
4600 902072 16.457419157 0.372777972191 11.2969880104 0.379406591726 
4700 913024 16.731345892 0.36988717428 11.2173750401 0.377649823017 
4800 926496 17.0281739235 0.367745302264 11.4134202003 0.375475904056 
4900 940292 17.3481040001 0.36520752504 11.8712038994 0.399919418219 
5000 951304 17.5979049206 0.363328979036 12.0271060467 0.374871684279 
5100 964904 17.8583071232 0.362765234964 12.2413568497 0.333179100887 
5200 974400 18.0636780262 0.361282200589 12.2807760239 0.368889490169 
5300 984876 18.3067100048 0.359620260868 12.5426709652 0.361668029706 
5400 999136 18.6496009827 0.357477354982 12.8266470432 0.309277520628 
5500 1011644 18.9374659061 0.355594876514 12.9784309864 0.492614812476 
5600 1021024 19.1453659534 0.353963253566 13.0886070728 0.361989976565 
5700 1031232 19.3476009369 0.352056630969 13.3961229324 0.29851756388 
5800 1044304 19.6077129841 0.358167056228 13.4506270885 0.360138469189 
5900 1054840 19.8572928905 0.35189839521 13.6764600277 0.359066604057 
6000 1066764 20.1010649204 0.349659909809 13.8629560471 0.358353148228 
6100 1077324 20.3288598061 0.348467540945 13.7272629738 0.357596274351 
6200 1090596 20.5903880596 0.348366391407 14.0180969238 0.359517534593 
6300 1101248 20.8290920258 0.347263089532 14.044077158 0.356671309596 
6400 1113020 21.11698699 0.346231440797 14.4872550964 0.424065567111 
6500 1125344 21.3766870499 0.345395414232 14.6759390831 0.377604808119 
6600 1138720 21.6369130611 0.343652522956 14.5853419304 0.368195858509 
6700 1152552 21.9592998028 0.342137374942 15.0013289452 0.394038434626 
6800 1174624 22.4330348969 0.341966250668 15.3813149929 0.373076954872 
6900 1190820 22.7384660244 0.340841148149 15.6068069935 0.3335959561 
7000 1203168 23.0093719959 0.339347207417 17.2539391518 0.32934754354 
7100 1213788 23.2596299648 0.338602219911 15.7022259235 0.383852401969 
7200 1224828 23.4517710209 0.270190983381 15.9392549992 0.365996637455 
7300 1235712 23.7398660183 0.337370304407 16.2694411278 0.297617829325 
7400 1246792 24.0245890617 0.334280797665 16.135417223 0.350198890524 
7500 1261396 24.4453930855 0.332701968212 16.7298870087 0.342782353317 
7600 1278128 24.8182251453 0.331405689779 16.9285509586 0.353558517888 
7700 1288788 25.0786759853 0.332498024537 17.0906898975 0.339635272678 
7800 1302968 25.3865880966 0.291257659741 17.2326691151 0.370450171373 
7900 1318088 25.7305421829 0.327754067751 17.2374680042 0.295099840789 
8000 1331236 26.0482919216 0.326211570089 17.5994019508 0.297406314741 
8100 1344828 26.2600498199 0.326597486089 19.7458472252 0.335699541114 
8200 1357312 26.56533885 0.325320177904 18.1249141693 0.354907607669 
8300 1370948 26.8605930805 0.323824491779 18.4588479996 0.333054977418 
8400 1382056 27.1789600849 0.322415871465 18.4788410664 0.328102257119 
8500 1397612 27.5400848389 0.3213610316 18.6715970039 0.339987900786 
8600 1408776 27.7829968929 0.321356255211 18.5502870083 0.330477262482 
8700 1420292 28.0218009949 0.320445454597 19.0634570122 0.329397074663 
8800 1434632 28.3256299496 0.320114802798 19.2297148705 0.339913556519 
8900 1444540 28.5625019073 0.316408056022 19.2051398754 0.338449606321 
9000 1454832 28.7936730385 0.317630097487 19.7816860676 0.348885759745 
9100 1466008 29.0345201492 0.317172141088 19.3897430897 0.317175846262 
9200 1477016 29.2819268703 0.316176410922 19.9082658291 0.337725002018 
9300 1488788 29.5461189747 0.315287948842 19.720678091 0.330831011495 
9400 1500080 29.7707829475 0.314762437413 19.8635509014 0.324534070511 
9500 1511344 30.0477750301 0.313639139204 20.8676929474 0.348063399433 
9600 1522716 30.3247449398 0.313075385171 20.2858672142 0.334247507649 
9700 1536728 30.6098239422 0.311930660122 20.8342351913 0.337086982025 
9800 1548600 30.9054939747 0.311662047204 20.6866891384 0.32850476536 
9900 1560792 31.1645309925 0.30995285168 21.1910231113 0.33796516608 
10000 1572648 31.4308538437 0.30937008315 21.0118279457 0.365137923261 
