pulls_performed filesystem_size aged_time aged_layout_score clean_time clean_layout_score cleaner_time cleaner_layout_score
0 290876 3.20215392113 0.75994531599 3.18008995056 0.759075773573 3.15853404999 0.759075773573 
100 295896 3.32281208038 0.751033978323 3.30603909492 0.75246695215 3.27407503128 0.75246695215 
200 301012 3.42322206497 0.744818483573 3.37881207466 0.773662240237 3.35062289238 0.746625021237 
300 309644 3.58832597733 0.737983669219 3.56452608109 0.740785444751 3.52728104591 0.740785444751 
400 316168 3.73358607292 0.732426585772 3.66138887405 0.735602745176 3.63058710098 0.735602745176 
500 322080 3.85378813744 0.724361711212 3.83434700966 0.726786760398 3.75652194023 0.726786760398 
600 300776 3.26650309563 0.763942169681 3.24634289742 0.763139976431 3.19524383545 0.763139976431 
700 307420 3.45237803459 0.752834090793 3.39040899277 0.754909742671 3.34020400047 0.754909742671 
800 316148 3.63579177856 0.740883346582 3.57512903214 0.743664741611 3.5207669735 0.743664741611 
900 322620 3.79703903198 0.732135684814 3.71074295044 0.735408797368 3.6573278904 0.735408797368 
1000 330040 3.94405388832 0.725088078461 3.86590099335 0.728370221328 3.78845500946 0.728370221328 
1100 336440 4.10463690758 0.717013949688 4.00107598305 0.721471532847 3.92865514755 0.721471532847 
1200 342448 4.24471187592 0.710317551301 4.13410806656 0.71517499914 4.0632250309 0.71517499914 
1300 311372 3.3596599102 0.771304227513 3.25577092171 0.771931156669 3.22582507133 0.771931156669 
1400 317048 3.4785399437 0.760720199698 3.40576910973 0.763057546361 3.37739682198 0.763057546361 
1500 323052 3.60837197304 0.752290016136 3.53672194481 0.755458621698 3.4985461235 0.755458621698 
1600 330540 3.80668401718 0.744587460703 3.68596386909 0.747884256008 3.62648105621 0.747884256008 
1700 335952 3.92904496193 0.737285167196 3.80031013489 0.741120970196 3.74510216713 0.741120970196 
1800 342444 4.03038096428 0.732125266317 3.91721081734 0.736484235916 3.86223888397 0.736484235916 
1900 348472 4.1620388031 0.725005348557 4.09166002274 0.729037862719 3.98779797554 0.729037862719 
2000 354892 4.2931189537 0.717654345566 4.17046999931 0.722120718865 4.10314488411 0.722120718865 
2100 361620 4.49047017097 0.71227879709 4.33203887939 0.71671191226 4.24894690514 0.71671191226 
2200 366732 4.57145094872 0.706734165293 4.41262412071 0.710941513958 4.38871502876 0.710941513958 
2300 326804 3.50916314125 0.769684826817 3.42655587196 0.77277004367 3.36801600456 0.77277004367 
2400 332776 3.6263589859 0.762104568384 3.54012298584 0.76584915487 3.50513911247 0.76584915487 
2500 342892 3.80099892616 0.754523708697 3.71848893166 0.758695127973 3.65649104118 0.758695127973 
2600 350556 3.93182706833 0.745973793258 3.87540102005 0.7512881824 3.79264307022 0.7512881824 
2700 359268 4.12218403816 0.737505327927 3.99674916267 0.743170894599 3.94945192337 0.743170894599 
2800 368448 4.32619786263 0.729584550125 4.18833613396 0.734869179222 4.14661216736 0.734869179222 
2900 337348 3.50067090988 0.777605917174 3.43260812759 0.781812868915 3.37058091164 0.781812868915 
3000 344640 3.67197108269 0.766689443116 3.57594799995 0.771744474554 3.54326415062 0.771744474554 
3100 352516 3.83409500122 0.75884115439 3.73997688293 0.764972067039 3.72912621498 0.764972067039 
3200 360392 4.01705884933 0.748866460304 3.89873814583 0.754702142998 3.84492206573 0.754702142998 
3300 368552 4.18620204926 0.740415369525 4.07010698318 0.74681205545 4.01766490936 0.74681205545 
3400 378324 4.41194701195 0.730546323224 4.25165009499 0.736839370161 4.20888400078 0.736839370161 
3500 386636 4.57463788986 0.724110246143 4.42686200142 0.730771186527 4.37903904915 0.730771186527 
3600 345240 3.49969696999 0.785350007383 3.40288090706 0.788899300635 3.36593580246 0.788899300635 
3700 353284 3.67257618904 0.773602505164 3.57346081734 0.779629050978 3.54889988899 0.779629050978 
3800 363768 3.85897493362 0.765878239852 3.73423099518 0.774255065554 3.71077108383 0.774255065554 
3900 372136 4.00405406952 0.758244077455 3.90571093559 0.765991911407 3.85052084923 0.765991911407 
4000 379596 4.16543984413 0.751019352168 4.03831577301 0.759536876615 4.00844120979 0.759536876615 
4100 359688 3.64272999763 0.781262275763 3.53782892227 0.788386021104 3.4962220192 0.788386021104 
4200 368168 3.84197902679 0.771692760548 3.75433111191 0.780069832701 3.67504906654 0.780069832701 
4300 374696 3.96822476387 0.763071826911 3.85188889503 0.772551329519 3.80863595009 0.772551329519 
4400 380440 4.08549404144 0.755845175149 3.98380899429 0.764786894752 3.9379119873 0.764786894752 
