pulls_performed filesystem_size aged_time aged_layout_score clean_time clean_layout_score
7500 101780 5.77997016907 0.992136112758  5.55172801018 0.992983664633
7600 103339 5.83377790451 0.99220545977  5.53226709366 0.992808871946
7700 104716 5.8304309845 0.992302003796  5.67414808273 0.993014313994
7800 105158 5.94139504433 0.992400292364  5.86824703217 0.992977898264
7900 106285 6.37378501892 0.992385720619  5.74500107765 0.992790350996
8000 107578 5.9696559906 0.992428236799  5.88962697983 0.992962293388
8100 108711 6.46097207069 0.992360464131  5.86895298958 0.993203583565
8200 109692 6.09559392929 0.992532241418  5.98038220406 0.992897492042
8300 110472 6.20344305038 0.992587640496  6.05889892578 0.993059248776
8400 111759 6.19045209885 0.992626827707  6.07323598862 0.993207853805
8500 112085 6.33306908607 0.992674592965  6.20794606209 0.993468384862
8600 113735 6.34530305862 0.99239168549  6.14917397499 0.993135261398
8700 114215 6.42157578468 0.992487075838  6.04191589355 0.992740643783
8800 114926 6.44767403603 0.992542795095  6.18814516068 0.993229148856
8900 116789 6.46084594727 0.992930979644  6.28383803368 0.993221870764
9000 117224 6.54962205887 0.993016494976  6.23830509186 0.993007169545
9100 117676 6.70170903206 0.993035516526  6.32500100136 0.993421379687
9200 118805 6.6403400898 0.992804360805  6.38628005981 0.993454170889
9300 119514 6.69017291069 0.992847232927  6.50575494766 0.993112476757
9400 120598 6.68138098717 0.992993557733  6.48656892776 0.993199974126
9500 121539 6.83386301994 0.993156843918  6.50135397911 0.99333511273
9600 122396 6.94376516342 0.992856117987  6.5573091507 0.993683537219
9700 122851 6.92699599266 0.992985830035  6.64582300186 0.993527815361
9800 124140 6.95740795135 0.993059413495  6.63862085342 0.993592257376
9900 125018 7.42588496208 0.993112907032  6.78369212151 0.993679483052
10000 125581 7.03659892082 0.993105515588  6.76929807663 0.993625590582
