round time1 time2 time3 time4 time5 time6 time7 time8 time9
0 0.0440828800201
1 0.0435829162598
2 0.0428421497345
3 0.0444090366364
4 0.0436799526215
5 0.0421628952026
6 0.040943145752
7 0.0404348373413
8 0.0415029525757
9 0.0415921211243
10 0.0418741703033
11 0.0408360958099
12 0.0413920879364
13 0.0414309501648
14 0.0411930084229
15 0.039938211441
16 0.0400340557098
17 0.0410268306732
18 0.0404839515686
19 0.0413358211517
20 0.0422389507294
21 0.0409841537476
22 0.0430700778961
23 0.0415058135986
24 0.0420010089874
25 0.0394859313965
26 0.0417001247406
27 0.039901971817
28 0.0406739711761
29 0.0425040721893
30 0.0444419384003
31 0.0421180725098
32 0.0432300567627
33 0.0434069633484
34 0.0429909229279
35 0.0434150695801
36 0.0429430007935
37 0.042072057724
38 0.0377740859985
39 0.0392398834229
40 0.0400021076202
41 0.0404968261719
42 0.0391039848328
43 0.040589094162
44 0.0395970344543
45 0.0403470993042
46 0.0407211780548
47 0.0392730236053
48 0.0392808914185
49 0.0386419296265
50 0.0389149188995
51 0.0404369831085
52 0.0404348373413
53 0.0397169589996
54 0.0416660308838
55 0.0392460823059
56 0.041228055954
57 0.0403809547424
58 0.0410890579224
59 0.0399839878082
60 0.0402028560638
61 0.0428700447083
62 0.0377209186554
63 0.0417079925537
64 0.0408220291138
65 0.0420169830322
66 0.0411319732666
67 0.0427799224854
68 0.0421180725098
69 0.039980173111
70 0.0382750034332
71 0.0374791622162
72 0.0380899906158
73 0.0384621620178
74 0.0396358966827
75 0.0395879745483
76 0.0363330841064
77 0.040668964386
78 0.0382721424103
79 0.0358400344849
80 0.0370991230011
81 0.0395579338074
82 0.0381400585175
83 0.0396249294281
84 0.036493062973
85 0.0392820835114
86 0.0386860370636
87 0.0371520519257
88 0.0377740859985
89 0.0389008522034
90 0.0383648872375
91 0.0390739440918
92 0.0365240573883
93 0.0394010543823
94 0.0374419689178
95 0.0392210483551
96 0.0392739772797
97 0.0384528636932
98 0.0393071174622
99 0.0388989448547
100 0.0382118225098
