round fs_size aged_time aged_layout_score
0 4136960 0.140736103058 0.973663826491 
1 4136960 0.150447845459 0.975213013168 
2 4136960 0.167196035385 0.973663826491 
3 4136960 0.126055955887 0.976762199845 
4 4136960 0.128051042557 0.972114639814 
5 4136960 0.150740146637 0.975987606507 
6 4136960 0.157356023788 0.975213013168 
7 4136960 0.188194036484 0.975213013168 
8 4136960 0.171962976456 0.973663826491 
9 4136960 0.185119152069 0.97443841983 
10 4136960 0.169397115707 0.973663826491 
11 4136960 0.156186103821 0.97443841983 
12 4136960 0.213150024414 0.975213013168 
13 4136960 0.173643112183 0.975213013168 
14 4136960 0.183938026428 0.976762199845 
15 4136960 0.18591094017 0.97443841983 
16 4136960 0.188231945038 0.975213013168 
17 4136960 0.16454911232 0.971340046476 
18 4136960 0.152445077896 0.975213013168 
19 4136960 0.19078707695 0.97443841983 
20 4136960 0.209198951721 0.975987606507 
21 4136960 0.186566829681 0.975213013168 
22 4136960 0.142356872559 0.976762199845 
23 4136960 0.225016117096 0.973663826491 
24 4136960 0.174209117889 0.975987606507 
25 4136960 0.173466920853 0.973663826491 
26 4136960 0.255329847336 0.975213013168 
27 4136960 0.169636011124 0.975987606507 
28 4136960 0.170746088028 0.975213013168 
29 4136960 0.208848953247 0.975213013168 
30 4136960 0.16123509407 0.97443841983 
31 4136960 0.171575069427 0.97443841983 
32 4136960 0.143216133118 0.97443841983 
33 4136960 0.260446071625 0.972889233153 
34 4136960 0.302493095398 0.969790859799 
35 4136960 0.284018039703 0.96901626646 
36 4136960 0.224817991257 0.968241673122 
37 4136960 0.264726161957 0.968217054264 
38 4136960 0.204095840454 0.967467079783 
39 4136960 0.201586008072 0.967467079783 
40 4136960 0.209964990616 0.968241673122 
41 4136960 0.218108177185 0.968241673122 
42 4136960 0.219558954239 0.967467079783 
43 4136960 0.181895971298 0.967467079783 
44 4136960 0.203546047211 0.967467079783 
45 4136960 0.189115047455 0.966692486445 
46 4136960 0.199069976807 0.967467079783 
47 4136960 0.198546171188 0.967467079783 
48 4136960 0.21865606308 0.96901626646 
49 4136960 0.193783998489 0.967467079783 
50 4136960 0.222852945328 0.96901626646 
51 4136960 0.18076300621 0.967467079783 
52 4136960 0.185221910477 0.966692486445 
53 4136960 0.186115980148 0.967467079783 
54 4136960 0.173808097839 0.968241673122 
55 4136960 0.167466163635 0.967467079783 
56 4136960 0.223987817764 0.967467079783 
57 4136960 0.172655820847 0.968241673122 
58 4136960 0.192895889282 0.965917893106 
59 4136960 0.176663160324 0.966692486445 
60 4136960 0.198719024658 0.966692486445 
61 4136960 0.207206964493 0.968241673122 
62 4136960 0.341322183609 0.967467079783 
63 4136960 0.288914203644 0.968241673122 
64 4136960 0.293262004852 0.967467079783 
65 4136960 0.35173201561 0.967467079783 
66 4136960 0.292366981506 0.965917893106 
67 4136960 0.350121021271 0.967467079783 
68 4136960 0.27957701683 0.967467079783 
69 4136960 0.301023006439 0.968241673122 
70 4136960 0.183351039886 0.967467079783 
71 4136960 0.278531074524 0.971340046476 
72 4136960 0.26585316658 0.970565453137 
73 4136960 0.238692045212 0.967467079783 
74 4136960 0.247908115387 0.965917893106 
75 4136960 0.212613105774 0.966692486445 
76 4136960 0.163269996643 0.967467079783 
77 4136960 0.198915958405 0.965917893106 
78 4136960 0.220799922943 0.96901626646 
79 4136960 0.252963066101 0.967467079783 
80 4136960 0.243875026703 0.965917893106 
81 4136960 0.225478887558 0.967467079783 
82 4136960 0.247009992599 0.966692486445 
83 4136960 0.230723142624 0.967467079783 
84 4136960 0.168256998062 0.967467079783 
85 4136960 0.199729919434 0.966692486445 
86 4136960 0.182279109955 0.966692486445 
87 4136960 0.208400011063 0.967467079783 
88 4136960 0.16412115097 0.968241673122 
89 4136960 0.210206985474 0.968241673122 
90 4136960 0.272692918777 0.968241673122 
91 4136960 0.176320075989 0.967467079783 
92 4136960 0.190304994583 0.968241673122 
93 4136960 0.191639900208 0.968241673122 
94 4136960 0.217864990234 0.967467079783 
95 4136960 0.213691949844 0.965917893106 
96 4136960 0.231967926025 0.966692486445 
97 4136960 0.682953834534 0.961270333075 
98 4136960 0.507734060287 0.964368706429 
99 4136960 0.549364089966 0.968241673122 
100 4136960 0.373754024506 0.968241673122 
