read_size_bytes num_reads time_seconds
4096 1000 11.999594
8192 1000 11.341816
16384 1000 11.259564
32768 1000 11.940665
65536 1000 11.749800
131072 1000 12.626414
262144 1000 15.231890
524288 1000 17.087343
1048576 1000 21.879932
2097152 1000 30.223643
4194304 1000 47.490685
8388608 1000 81.234058
16777216 1000 150.262102
33554432 1000 288.287392
67108864 1000 562.373121
134217728 1000 1108.651271
268435456 1000 2202.456988
