aged_time aged_layout_score
0.450782060623 0.994005641749
0.407223939896 0.993453644728
0.441857099533 0.99361815281
0.460880041122 0.993091231178
0.422194004059 0.993931822238
0.443860054016 0.994511331445
0.383710861206 0.993430397727
0.416270971298 0.994496715782
0.391463041306 0.994500620898
0.430663824081 0.993424560156
0.374383926392 0.995167352783
0.387006044388 0.99445834823
0.367960929871 0.995039858282
0.431131124496 0.993438552935
0.356147050858 0.994850852273
0.428094863892 0.994147898564
0.422405958176 0.99436023969
0.426376104355 0.9945239357
0.392503023148 0.994454382826
0.388965129852 0.994763484029
0.403969049454 0.994864529839
0.412846803665 0.99356223176
0.40408706665 0.994122885129
0.380724906921 0.995034580599
0.392832994461 0.994289793005
0.438359022141 0.994238386748
0.406688928604 0.994295900178
0.418975114822 0.993982300885
0.430385112762 0.993982300885
0.459077119827 0.992747213869
0.441580057144 0.992859692967
0.414400815964 0.993960923623
0.406939029694 0.994532627866
0.431180000305 0.994645725504
0.391328811646 0.994343291497
0.426167011261 0.994278562489
0.392370939255 0.994653359472
0.404184103012 0.993607954545
0.427865982056 0.994867256637
0.448549032211 0.993226381462
0.427170991898 0.994451405047
0.429811000824 0.993298059965
0.400259971619 0.993332163537
0.429113864899 0.993987621574
0.403889894485 0.994168581021
0.401962041855 0.993983365776
0.463803052902 0.993102228511
0.444619894028 0.993083880121
0.414491176605 0.993569131833
0.382157087326 0.993404634581
0.413028001785 0.994539369385
0.40269112587 0.994105037513
0.406844854355 0.994555672638
0.433439016342 0.993577163247
0.392683982849 0.994692144374
0.415358066559 0.99378771743
0.404281139374 0.994688385269
0.361158132553 0.993992932862
0.410274982452 0.995043370508
0.419214010239 0.992539964476
0.388113975525 0.994872701556
0.395331859589 0.995056497175
0.384693861008 0.993045649073
0.39904999733 0.994206460674
0.404557943344 0.994336283186
0.414371967316 0.993819530284
0.452200174332 0.992742078244
0.435683012009 0.994076655052
0.433340072632 0.994004584729
0.382367134094 0.994512303062
0.404905796051 0.993300423131
0.414575815201 0.994516186096
0.415260076523 0.99415308292
0.385456800461 0.993426896429
0.382951974869 0.993992932862
0.415558815002 0.993858571679
0.386075973511 0.994111349036
0.416792869568 0.993455960382
0.450284004211 0.993833685694
0.393306970596 0.993640699523
0.399693012238 0.994323221572
0.383553981781 0.993607954545
0.385751008987 0.994164456233
0.422389030457 0.992497320472
0.441904067993 0.993111974567
0.469367027283 0.993856415657
0.403880119324 0.993631699982
0.445230960846 0.992924111091
0.442398071289 0.994239832431
0.429175138474 0.993377483444
0.421348810196 0.993215497233
0.421278953552 0.993881118881
0.440475940704 0.993399928648
0.431462049484 0.993695271454
0.416795969009 0.993631699982
0.410434007645 0.993752231346
0.435316085815 0.993572576326
0.398288011551 0.993629446116
0.423842191696 0.992742078244
0.44501709938 0.992848203111
0.460857868195 0.993076513403
0.436502933502 0.993219129193
