8, 10000, 0, 0, 0, 8388608, 1493441871833
8, 20000, 0, 0, 0, 8388608, 1493441872840
8, 30000, 0, 0, 0, 8388608, 1493441873839
8, 40000, 0, 0, 0, 8388608, 1493441874841
8, 50000, 0, 0, 0, 8388608, 1493441875886
8, 60000, 0, 0, 0, 8388608, 1493441876852
8, 70000, 5, 111, 16384, 8388608, 1493441877907
8, 80000, 24, 1184, 360448, 8388608, 1493441879270
8, 90000, 68, 4955, 360448, 8388608, 1493441880564
8, 100000, 105, 7698, 262144, 8388608, 1493441881941
8, 110000, 160, 11155, 98304, 8388608, 1493441883206
8, 120000, 179, 11721, 81920, 8388608, 1493441884315
8, 130000, 199, 12434, 163840, 8388608, 1493441885481
8, 140000, 214, 13299, 344064, 8388608, 1493441886746
8, 150000, 250, 15854, 458752, 8388608, 1493441888172
8, 160000, 284, 19091, 475136, 8388608, 1493441889704
8, 170000, 330, 22810, 524288, 8388608, 1493441891247
8, 180000, 384, 27179, 557056, 8388608, 1493441892768
8, 190000, 435, 31599, 425984, 8388608, 1493441894231
8, 200000, 489, 35316, 360448, 8388608, 1493441895711
8, 210000, 542, 38775, 327680, 8388608, 1493441896972
8, 220000, 621, 41873, 278528, 8388608, 1493441898289
8, 230000, 717, 45005, 458752, 8388608, 1493441899824
8, 240000, 799, 47657, 688128, 8388608, 1493441901359
8, 250000, 855, 49819, 950272, 8388608, 1493441902984
8, 260000, 904, 52428, 1376256, 8388608, 1493441904708
8, 270000, 1034, 59714, 1196032, 8388608, 1493441906555
8, 280000, 1127, 66791, 1261568, 8388608, 1493441908335
8, 290000, 1181, 71078, 1294336, 8388608, 1493441910122
8, 300000, 1285, 77639, 1409024, 8388608, 1493441911915
8, 310000, 1381, 84339, 1343488, 8388608, 1493441913649
8, 320000, 1492, 92365, 1212416, 8388608, 1493441915480
8, 330000, 1551, 97363, 1196032, 8388608, 1493441917198
8, 340000, 1645, 104024, 1359872, 8388608, 1493441918976
8, 350000, 1781, 111607, 1540096, 8388608, 1493441920812
8, 360000, 1849, 116191, 1343488, 8388608, 1493441922635
8, 370000, 1968, 124303, 1343488, 8388608, 1493441924472
8, 380000, 2051, 129943, 1261568, 8388608, 1493441926214
8, 390000, 2156, 136698, 1212416, 8388608, 1493441927820
8, 400000, 2256, 142411, 1130496, 8388608, 1493441929467
8, 410000, 2346, 147156, 1163264, 8388608, 1493441931148
8, 420000, 2493, 154870, 1081344, 8388608, 1493441932835
8, 430000, 2639, 161212, 1015808, 8388608, 1493441934536
8, 440000, 2794, 167479, 1081344, 8388608, 1493441936168
8, 450000, 2978, 173506, 1228800, 8388608, 1493441937827
8, 460000, 3123, 178747, 1359872, 8388608, 1493441939417
8, 470000, 3323, 184166, 1392640, 8388608, 1493441941136
8, 480000, 3496, 190303, 1540096, 8388608, 1493441942816
8, 490000, 3718, 197855, 1671168, 8388608, 1493441944627
8, 500000, 3854, 201688, 1998848, 8388608, 1493441946537
8, 510000, 4088, 211246, 1851392, 8388608, 1493441948400
8, 520000, 4297, 218864, 1966080, 8388608, 1493441950176
8, 530000, 4478, 225125, 2113536, 8388608, 1493441951919
8, 540000, 4727, 233251, 2113536, 8388608, 1493441953714
8, 550000, 4984, 243012, 2113536, 8388608, 1493441955491
8, 560000, 5162, 249261, 2080768, 8388608, 1493441957269
8, 570000, 5390, 258093, 2113536, 8388608, 1493441959075
8, 580000, 5665, 268044, 2113536, 8388608, 1493441960920
8, 590000, 5913, 276818, 1654784, 8388608, 1493441962627
8, 600000, 6057, 282391, 2113536, 8388608, 1493441964367
8, 610000, 6302, 291288, 1916928, 8388608, 1493441966163
8, 620000, 6568, 301355, 2113536, 8388608, 1493441967968
8, 630000, 6744, 307510, 2129920, 8388608, 1493441969712
8, 640000, 7019, 316973, 1949696, 8388608, 1493441971544
8, 650000, 7317, 326655, 1802240, 8388608, 1493441973352
8, 660000, 7504, 333042, 2129920, 8388608, 1493441975092
8, 670000, 7788, 342380, 2113536, 8388608, 1493441976961
8, 680000, 8030, 351676, 2113536, 8388608, 1493441978747
8, 690000, 8359, 361831, 1540096, 8388608, 1493441980537
8, 700000, 8469, 366156, 2031616, 8388608, 1493441982224
8, 710000, 8717, 375699, 2113536, 8388608, 1493441984070
8, 720000, 8937, 384378, 2064384, 8388608, 1493441985827
8, 730000, 9120, 391241, 2162688, 8388608, 1493441987603
8, 740000, 9350, 399711, 2064384, 8388608, 1493441989378
8, 750000, 9632, 409311, 1179648, 8388608, 1493441991167
8, 760000, 9816, 416333, 2097152, 8388608, 1493441992911
8, 770000, 10076, 425309, 2015232, 8388608, 1493441994752
8, 780000, 10366, 435558, 2129920, 8388608, 1493441996491
8, 790000, 10526, 440280, 2015232, 8388608, 1493441998256
8, 800000, 10812, 448985, 1982464, 8388608, 1493442000002
8, 810000, 11127, 458975, 1769472, 8388608, 1493442001835
8, 820000, 11447, 468617, 1622016, 8388608, 1493442003572
8, 830000, 11666, 474927, 1818624, 8388608, 1493442005293
8, 840000, 12019, 483610, 1736704, 8388608, 1493442007057
8, 850000, 12300, 491316, 1736704, 8388608, 1493442008727
8, 860000, 12521, 497463, 2080768, 8388608, 1493442010432
8, 870000, 12906, 507394, 1884160, 8388608, 1493442012151
8, 880000, 13215, 513833, 2015232, 8388608, 1493442013859
8, 890000, 13624, 523231, 1933312, 8388608, 1493442015636
8, 900000, 14067, 532520, 2031616, 8388608, 1493442017371
8, 910000, 14395, 538979, 2064384, 8388608, 1493442019032
8, 920000, 14809, 547491, 2080768, 8388608, 1493442020811
8, 930000, 15285, 556416, 2097152, 8388608, 1493442022499
8, 940000, 15691, 564114, 2179072, 8388608, 1493442024213
8, 950000, 16071, 572052, 2048000, 8388608, 1493442026002
8, 960000, 16596, 583585, 2146304, 8388608, 1493442027698
8, 970000, 16948, 590549, 2113536, 8388608, 1493442029369
8, 980000, 17404, 599495, 2113536, 8388608, 1493442031031
8, 990000, 17896, 608130, 2129920, 8388608, 1493442032677
8, 1000000, 18445, 617595, 2113536, 8388608, 1493442034404
8, 1010000, 18867, 626305, 2097152, 8388608, 1493442036066
8, 1020000, 19238, 633224, 2179072, 8388608, 1493442037757
8, 1030000, 19732, 643242, 2179072, 8388608, 1493442039460
8, 1040000, 20121, 650660, 2146304, 8388608, 1493442041157
8, 1050000, 20707, 661426, 2146304, 8388608, 1493442042827
8, 1060000, 21177, 671163, 1998848, 8388608, 1493442044451
8, 1070000, 21578, 678437, 2179072, 8388608, 1493442046086
8, 1080000, 22069, 688517, 2129920, 8388608, 1493442047779
8, 1090000, 22469, 696805, 2146304, 8388608, 1493442049443
8, 1100000, 22972, 705501, 2129920, 8388608, 1493442051088
8, 1110000, 23504, 716235, 2129920, 8388608, 1493442052824
8, 1120000, 23831, 722817, 2211840, 8388608, 1493442054424
8, 1130000, 24324, 732252, 2195456, 8388608, 1493442056153
8, 1140000, 24846, 742821, 2179072, 8388608, 1493442057859
8, 1150000, 25235, 750989, 2179072, 8388608, 1493442059539
8, 1160000, 25764, 760392, 2179072, 8388608, 1493442061255
8, 1170000, 26253, 770440, 2179072, 8388608, 1493442062938
8, 1180000, 26594, 778131, 2179072, 8388608, 1493442064544
8, 1190000, 27047, 787185, 2162688, 8388608, 1493442066194
8, 1200000, 27524, 796791, 2162688, 8388608, 1493442067905
8, 1210000, 27950, 805368, 2179072, 8388608, 1493442069555
8, 1220000, 28510, 816777, 2195456, 8388608, 1493442071264
8, 1230000, 28920, 824129, 2179072, 8388608, 1493442072968
8, 1240000, 29438, 833775, 2113536, 8388608, 1493442074663
8, 1250000, 29733, 840612, 2228224, 8388608, 1493442076272
8, 1260000, 30274, 851413, 1818624, 8388608, 1493442078007
8, 1270000, 30739, 860618, 2228224, 8388608, 1493442079607
8, 1280000, 31159, 869474, 2129920, 8388608, 1493442081228
8, 1290000, 31597, 878535, 2179072, 8388608, 1493442082942
8, 1300000, 31980, 886362, 2162688, 8388608, 1493442084596
8, 1310000, 32570, 896637, 1949696, 8388608, 1493442086377
8, 1320000, 33004, 906302, 2179072, 8388608, 1493442088052
8, 1330000, 33355, 913962, 2195456, 8388608, 1493442089690
8, 1340000, 33911, 923766, 2146304, 8388608, 1493442091395
8, 1350000, 34346, 933068, 2146304, 8388608, 1493442093127
8, 1360000, 34797, 942110, 1769472, 8388608, 1493442094807
8, 1370000, 35286, 950955, 2162688, 8388608, 1493442096523
8, 1380000, 35718, 959911, 2195456, 8388608, 1493442098188
8, 1390000, 36124, 968210, 2195456, 8388608, 1493442099933
8, 1400000, 36708, 979772, 2064384, 8388608, 1493442101715
8, 1410000, 37098, 986680, 2211840, 8388608, 1493442103306
8, 1420000, 37550, 996300, 2129920, 8388608, 1493442105031
8, 1430000, 38067, 1005969, 2179072, 8388608, 1493442106733
8, 1440000, 38468, 1013825, 2211840, 8388608, 1493442108404
8, 1450000, 38977, 1023455, 2146304, 8388608, 1493442110179
8, 1460000, 39451, 1032433, 2260992, 8388608, 1493442111949
8, 1470000, 39813, 1040117, 2228224, 8388608, 1493442113680
8, 1480000, 40344, 1050248, 2129920, 8388608, 1493442115363
8, 1490000, 40909, 1061512, 1949696, 8388608, 1493442117131
8, 1500000, 41298, 1068173, 1916928, 8388608, 1493442118868
8, 1510000, 41813, 1077975, 2146304, 8388608, 1493442120681
8, 1520000, 42342, 1087659, 2113536, 8388608, 1493442122423
8, 1530000, 42800, 1096330, 2146304, 8388608, 1493442124143
8, 1540000, 43302, 1105371, 2129920, 8388608, 1493442125847
8, 1550000, 43880, 1115170, 1753088, 8388608, 1493442127481
8, 1560000, 44400, 1123064, 2162688, 8388608, 1493442129144
8, 1570000, 45028, 1132588, 2162688, 8388608, 1493442130872
8, 1580000, 45526, 1139339, 2195456, 8388608, 1493442132663
8, 1590000, 46115, 1149309, 2146304, 8388608, 1493442134421
8, 1600000, 46679, 1158260, 2097152, 8388608, 1493442136181
8, 1610000, 47269, 1166961, 2129920, 8388608, 1493442137954
8, 1620000, 47854, 1176995, 2113536, 8388608, 1493442139660
8, 1630000, 48396, 1185060, 2129920, 8388608, 1493442141400
8, 1640000, 49078, 1195009, 2129920, 8388608, 1493442143181
8, 1650000, 49686, 1203033, 2146304, 8388608, 1493442144980
8, 1660000, 50453, 1211978, 2113536, 8388608, 1493442146779
8, 1670000, 51237, 1220960, 2162688, 8388608, 1493442148688
8, 1680000, 51970, 1230601, 2146304, 8388608, 1493442150470
8, 1690000, 52627, 1238178, 2195456, 8388608, 1493442152223
8, 1700000, 53399, 1247702, 2146304, 8388608, 1493442154066
8, 1710000, 54184, 1256390, 2113536, 8388608, 1493442155832
8, 1720000, 55057, 1266641, 2097152, 8388608, 1493442157708
8, 1730000, 55651, 1272796, 2211840, 8388608, 1493442159499
8, 1740000, 56379, 1282016, 2146304, 8388608, 1493442161313
8, 1750000, 57147, 1290934, 2162688, 8388608, 1493442163105
8, 1760000, 57982, 1300798, 2129920, 8388608, 1493442164890
