fs, files, files.sec
BetrFS-0.1, 120000, 33497.742113
BetrFS-0.1, 130000, 30967.311620
BetrFS-0.1, 140000, 33042.363851
BetrFS-0.1, 150000, 33856.667123
BetrFS-0.1, 160000, 36079.835656
BetrFS-0.1, 170000, 32685.041556
BetrFS-0.1, 180000, 34418.609454
BetrFS-0.1, 190000, 34901.071077
BetrFS-0.1, 200000, 36678.040527
BetrFS-0.1, 210000, 34929.936369
BetrFS-0.1, 220000, 36400.951852
BetrFS-0.1, 230000, 36825.565781
BetrFS-0.1, 240000, 38137.952602
BetrFS-0.1, 250000, 33884.204661
BetrFS-0.1, 260000, 35088.017617
BetrFS-0.1, 270000, 35503.854930
BetrFS-0.1, 280000, 36613.899499
BetrFS-0.1, 290000, 35417.602231
BetrFS-0.1, 300000, 36447.297269
BetrFS-0.1, 310000, 36883.430987
BetrFS-0.1, 320000, 37775.290380
BetrFS-0.1, 330000, 36612.155236
BetrFS-0.1, 340000, 37598.508091
BetrFS-0.1, 350000, 37938.746701
BetrFS-0.1, 360000, 38692.374023
BetrFS-0.1, 370000, 35070.568144
BetrFS-0.1, 380000, 35886.171708
BetrFS-0.1, 390000, 36162.106378
BetrFS-0.1, 400000, 36827.047846
BetrFS-0.1, 410000, 35989.874732
BetrFS-0.1, 420000, 36811.825922
BetrFS-0.1, 430000, 37015.519574
BetrFS-0.1, 440000, 37530.791242
BetrFS-0.1, 450000, 36387.989117
BetrFS-0.1, 460000, 37128.582010
BetrFS-0.1, 470000, 37278.258804
BetrFS-0.1, 480000, 37775.849286
BetrFS-0.1, 490000, 36793.363739
BetrFS-0.1, 500000, 37512.889429
BetrFS-0.1, 510000, 37559.863795
BetrFS-0.1, 520000, 38022.671896
BetrFS-0.1, 530000, 32934.752403
BetrFS-0.1, 540000, 32872.355366
BetrFS-0.1, 550000, 32018.287915
BetrFS-0.1, 560000, 32284.915300
BetrFS-0.1, 570000, 28139.796534
BetrFS-0.1, 580000, 28565.801249
BetrFS-0.1, 590000, 27199.361082
BetrFS-0.1, 600000, 27393.460213
BetrFS-0.1, 610000, 25600.284709
BetrFS-0.1, 620000, 25488.225940
BetrFS-0.1, 630000, 25516.033425
BetrFS-0.1, 640000, 25673.037739
BetrFS-0.1, 650000, 23901.621221
BetrFS-0.1, 660000, 24089.905278
BetrFS-0.1, 670000, 23555.838976
BetrFS-0.1, 680000, 23638.961584
BetrFS-0.1, 690000, 22077.688378
BetrFS-0.1, 700000, 22336.043153
BetrFS-0.1, 710000, 22373.728428
BetrFS-0.1, 720000, 22044.734891
BetrFS-0.1, 730000, 21343.920854
BetrFS-0.1, 740000, 21569.929420
BetrFS-0.1, 750000, 21493.887669
BetrFS-0.1, 760000, 20694.760694
BetrFS-0.1, 770000, 19524.538935
BetrFS-0.1, 780000, 19662.022934
BetrFS-0.1, 790000, 18663.833481
BetrFS-0.1, 800000, 18720.745033
BetrFS-0.1, 810000, 17187.832517
BetrFS-0.1, 820000, 17187.432239
BetrFS-0.1, 830000, 16990.399626
BetrFS-0.1, 840000, 16804.747005
BetrFS-0.1, 850000, 16110.345480
BetrFS-0.1, 860000, 16196.788723
BetrFS-0.1, 870000, 15757.013379
BetrFS-0.1, 880000, 15818.443953
BetrFS-0.1, 890000, 15128.161792
BetrFS-0.1, 900000, 15061.969965
BetrFS-0.1, 910000, 14504.931390
BetrFS-0.1, 920000, 14313.643672
BetrFS-0.1, 930000, 14244.657289
BetrFS-0.1, 940000, 14383.231062
BetrFS-0.1, 950000, 14418.124487
BetrFS-0.1, 960000, 14417.617897
BetrFS-0.1, 970000, 14158.300218
BetrFS-0.1, 980000, 14259.417924
BetrFS-0.1, 990000, 13950.287769
BetrFS-0.1, 1000000, 13966.776753
BetrFS-0.1, 1010000, 13657.655134
BetrFS-0.1, 1020000, 13723.161348
BetrFS-0.1, 1030000, 13470.437980
BetrFS-0.1, 1040000, 13514.319877
BetrFS-0.1, 1050000, 13306.922936
BetrFS-0.1, 1060000, 13318.201678
BetrFS-0.1, 1070000, 13104.512381
BetrFS-0.1, 1080000, 13035.659070
BetrFS-0.1, 1090000, 12861.345399
BetrFS-0.1, 1100000, 12890.946972
BetrFS-0.1, 1110000, 12803.694994
BetrFS-0.1, 1120000, 12783.028813
BetrFS-0.1, 1130000, 12599.933923
BetrFS-0.1, 1140000, 12565.647517
BetrFS-0.1, 1150000, 12428.816923
BetrFS-0.1, 1160000, 12379.899764
BetrFS-0.1, 1170000, 12154.574903
BetrFS-0.1, 1180000, 12127.291463
BetrFS-0.1, 1190000, 12183.023203
BetrFS-0.1, 1200000, 11944.106717
BetrFS-0.1, 1210000, 11729.209429
BetrFS-0.1, 1220000, 11683.274249
BetrFS-0.1, 1230000, 11690.443333
BetrFS-0.1, 1240000, 11616.023754
BetrFS-0.1, 1250000, 11450.865203
BetrFS-0.1, 1260000, 11440.369692
BetrFS-0.1, 1270000, 11356.959577
BetrFS-0.1, 1280000, 11334.686624
BetrFS-0.1, 1290000, 11148.170183
BetrFS-0.1, 1300000, 11127.113898
BetrFS-0.1, 1310000, 10614.657288
BetrFS-0.1, 1320000, 10653.435917
BetrFS-0.1, 1330000, 10520.499165
BetrFS-0.1, 1340000, 10544.348033
BetrFS-0.1, 1350000, 10584.756935
BetrFS-0.1, 1360000, 10638.317178
BetrFS-0.1, 1370000, 10278.743081
BetrFS-0.1, 1380000, 10229.735319
BetrFS-0.1, 1390000, 10250.677668
BetrFS-0.1, 1400000, 10161.482358
BetrFS-0.1, 1410000, 10002.383901
BetrFS-0.1, 1420000, 9996.066407
BetrFS-0.1, 1430000, 9936.788337
BetrFS-0.1, 1440000, 9949.765500
BetrFS-0.1, 1450000, 9750.944929
BetrFS-0.1, 1460000, 9611.934979
BetrFS-0.1, 1470000, 9652.301702
BetrFS-0.1, 1480000, 9639.609081
BetrFS-0.1, 1490000, 9463.086930
BetrFS-0.1, 1500000, 9202.909221
BetrFS-0.1, 1510000, 9258.941090
BetrFS-0.1, 1520000, 9215.083219
BetrFS-0.1, 1530000, 9126.445724
BetrFS-0.1, 1540000, 8885.883229
BetrFS-0.1, 1550000, 8922.350556
BetrFS-0.1, 1560000, 8843.197323
BetrFS-0.1, 1570000, 8678.314339
BetrFS-0.1, 1580000, 8458.372617
BetrFS-0.1, 1590000, 8508.273014
BetrFS-0.1, 1600000, 8512.624637
BetrFS-0.1, 1610000, 8530.444034
BetrFS-0.1, 1620000, 8206.925488
BetrFS-0.1, 1630000, 8254.306242
BetrFS-0.1, 1640000, 8224.678807
BetrFS-0.1, 1650000, 8219.244860
BetrFS-0.1, 1660000, 7925.422311
BetrFS-0.1, 1670000, 7963.624225
BetrFS-0.1, 1680000, 7947.164713
BetrFS-0.1, 1690000, 7953.508739
BetrFS-0.1, 1700000, 7678.657784
BetrFS-0.1, 1710000, 7693.981194
BetrFS-0.1, 1720000, 7674.766458
BetrFS-0.1, 1730000, 7608.591232
BetrFS-0.1, 1740000, 7404.048100
BetrFS-0.1, 1750000, 7446.153883
BetrFS-0.1, 1760000, 7198.666028
BetrFS-0.1, 1770000, 7146.159141
BetrFS-0.1, 1780000, 7162.404500
BetrFS-0.1, 1790000, 7176.354769
BetrFS-0.1, 1800000, 7109.996685
BetrFS-0.1, 1810000, 6930.422729
BetrFS-0.1, 1820000, 6915.146735
BetrFS-0.1, 1830000, 6906.475680
BetrFS-0.1, 1840000, 6877.112026
BetrFS-0.1, 1850000, 6695.914154
BetrFS-0.1, 1860000, 6596.224942
BetrFS-0.1, 1870000, 6608.983225
BetrFS-0.1, 1880000, 6550.790591
BetrFS-0.1, 1890000, 6546.733964
BetrFS-0.1, 1900000, 6558.330231
BetrFS-0.1, 1910000, 6587.223510
BetrFS-0.1, 1920000, 6583.568386
BetrFS-0.1, 1930000, 6499.259088
BetrFS-0.1, 1940000, 6522.511563
BetrFS-0.1, 1950000, 6335.474918
BetrFS-0.1, 1960000, 6341.127133
BetrFS-0.1, 1970000, 6310.577075
BetrFS-0.1, 1980000, 6265.561495
BetrFS-0.1, 1990000, 6219.006903
BetrFS-0.1, 2000000, 6109.070726
BetrFS-0.1, 2010000, 6037.513323
BetrFS-0.1, 2020000, 5954.099757
BetrFS-0.1, 2030000, 5946.379162
BetrFS-0.1, 2040000, 5864.308811
BetrFS-0.1, 2050000, 5588.178478
BetrFS-0.1, 2060000, 5601.109859
BetrFS-0.1, 2070000, 5625.574099
BetrFS-0.1, 2080000, 5611.029908
BetrFS-0.1, 2090000, 5424.019774
BetrFS-0.1, 2100000, 5373.142238
BetrFS-0.1, 2110000, 5389.336319
BetrFS-0.1, 2120000, 5394.046358
BetrFS-0.1, 2130000, 5305.956141
BetrFS-0.1, 2140000, 5218.757041
BetrFS-0.1, 2150000, 5233.678754
BetrFS-0.1, 2160000, 5218.429293
BetrFS-0.1, 2170000, 5098.494838
BetrFS-0.1, 2180000, 5079.803302
BetrFS-0.1, 2190000, 5085.397891
BetrFS-0.1, 2200000, 5051.503082
BetrFS-0.1, 2210000, 4937.589572
BetrFS-0.1, 2220000, 4834.057182
BetrFS-0.1, 2230000, 4838.512161
BetrFS-0.1, 2240000, 4787.124185
BetrFS-0.1, 2250000, 4670.195098
BetrFS-0.1, 2260000, 4595.773309
BetrFS-0.1, 2270000, 4613.324268
BetrFS-0.1, 2280000, 4593.327966
BetrFS-0.1, 2290000, 4487.812047
BetrFS-0.1, 2300000, 4363.492319
BetrFS-0.1, 2310000, 4381.114019
BetrFS-0.1, 2320000, 4328.720465
BetrFS-0.1, 2330000, 4230.529060
BetrFS-0.1, 2340000, 4161.604271
BetrFS-0.1, 2350000, 4145.216377
BetrFS-0.1, 2360000, 4089.088500
BetrFS-0.1, 2370000, 4031.412761
BetrFS-0.1, 2380000, 3929.599676
BetrFS-0.1, 2390000, 3923.843839
BetrFS-0.1, 2400000, 3879.668587
BetrFS-0.1, 2410000, 3815.952235
BetrFS-0.1, 2420000, 3736.245216
BetrFS-0.1, 2430000, 3736.017775
BetrFS-0.1, 2440000, 3641.813972
BetrFS-0.1, 2450000, 3599.073554
BetrFS-0.1, 2460000, 3531.253899
BetrFS-0.1, 2470000, 3538.194387
BetrFS-0.1, 2480000, 3463.568606
BetrFS-0.1, 2490000, 3409.720041
BetrFS-0.1, 2500000, 3366.778471
BetrFS-0.1, 2510000, 3375.302649
BetrFS-0.1, 2520000, 3304.023814
BetrFS-0.1, 2530000, 3257.810177
BetrFS-0.1, 2540000, 3196.649484
BetrFS-0.1, 2550000, 3201.626155
BetrFS-0.1, 2560000, 3151.890644
BetrFS-0.1, 2570000, 3094.812989
BetrFS-0.1, 2580000, 3041.494533
BetrFS-0.1, 2590000, 3039.503465
BetrFS-0.1, 2600000, 2989.830775
BetrFS-0.1, 2610000, 2929.094047
BetrFS-0.1, 2620000, 2875.016455
BetrFS-0.1, 2630000, 2881.929426
BetrFS-0.1, 2640000, 2848.857987
BetrFS-0.1, 2650000, 2789.584319
BetrFS-0.1, 2660000, 2740.109194
BetrFS-0.1, 2670000, 2746.556039
BetrFS-0.1, 2680000, 2715.515387
BetrFS-0.1, 2690000, 2666.149837
BetrFS-0.1, 2700000, 2627.941357
BetrFS-0.1, 2710000, 2633.344127
BetrFS-0.1, 2720000, 2613.782349
BetrFS-0.1, 2730000, 2562.749958
BetrFS-0.1, 2740000, 2520.498638
BetrFS-0.1, 2750000, 2526.891229
BetrFS-0.1, 2760000, 2513.529214
BetrFS-0.1, 2770000, 2463.166118
BetrFS-0.1, 2780000, 2422.246147
BetrFS-0.1, 2790000, 2430.547103
BetrFS-0.1, 2800000, 2413.910315
BetrFS-0.1, 2810000, 2373.545786
BetrFS-0.1, 2820000, 2325.770079
BetrFS-0.1, 2830000, 2329.274291
BetrFS-0.1, 2840000, 2314.371706
BetrFS-0.1, 2850000, 2280.660457
BetrFS-0.1, 2860000, 2243.730402
BetrFS-0.1, 2870000, 2239.859754
BetrFS-0.1, 2880000, 2231.461480
BetrFS-0.1, 2890000, 2193.954404
BetrFS-0.1, 2900000, 2163.410035
BetrFS-0.1, 2910000, 2153.056614
BetrFS-0.1, 2920000, 2144.006805
BetrFS-0.1, 2930000, 2072.268218
BetrFS-0.1, 2940000, 2068.942591
BetrFS-0.1, 2950000, 2018.348098
BetrFS-0.1, 2960000, 2018.126439

zfs, 10000, 3920.945889
zfs, 20000, 7827.277043
zfs, 30000, 11576.137413
zfs, 40000, 14317.929627
zfs, 50000, 9632.426601
zfs, 60000, 11510.488837
zfs, 70000, 13409.871773
zfs, 80000, 14627.009431
zfs, 90000, 11045.937353
zfs, 100000, 12191.173200
zfs, 110000, 13388.110992
zfs, 120000, 14238.773795
zfs, 130000, 12146.344011
zfs, 140000, 13025.328962
zfs, 150000, 13943.434831
zfs, 160000, 14448.503772
zfs, 170000, 12260.727397
zfs, 180000, 12914.752802
zfs, 190000, 13622.345982
zfs, 200000, 13978.419696
zfs, 210000, 2073.095552
zfs, 220000, 1874.435039
zfs, 230000, 1829.860931
zfs, 240000, 1719.692871
zfs, 250000, 1112.102508
zfs, 260000, 1145.867248
zfs, 270000, 1174.825004
zfs, 280000, 1209.586976
zfs, 290000, 1252.114162
zfs, 300000, 1291.231513
zfs, 310000, 1329.303628
zfs, 320000, 1366.316679
zfs, 330000, 1401.934271
zfs, 340000, 1436.760244
zfs, 350000, 1472.978527
zfs, 360000, 1508.731482
zfs, 370000, 1544.673644
zfs, 380000, 1579.388541
zfs, 390000, 1614.088132
zfs, 400000, 1647.022757
zfs, 410000, 1680.036720
zfs, 420000, 1711.009899
zfs, 430000, 1743.038316
zfs, 440000, 1773.053646
zfs, 450000, 1804.146542
zfs, 460000, 1832.364865
zfs, 470000, 1861.419828
zfs, 480000, 1875.776967
zfs, 490000, 1876.541981
zfs, 500000, 1872.791976
zfs, 510000, 1856.947649
zfs, 520000, 1833.918364
zfs, 530000, 1802.643550

BetrFS-0.2, 10000, 19429.359705
BetrFS-0.2, 20000, 38825.000194
BetrFS-0.2, 30000, 57472.805784
BetrFS-0.2, 40000, 65815.453468
BetrFS-0.2, 50000, 46592.547243
BetrFS-0.2, 60000, 55783.648697
BetrFS-0.2, 70000, 64436.014577
BetrFS-0.2, 80000, 64113.506552
BetrFS-0.2, 90000, 43238.506484
BetrFS-0.2, 100000, 48022.643637
BetrFS-0.2, 110000, 52233.182221
BetrFS-0.2, 120000, 52988.882049
BetrFS-0.2, 130000, 39709.254944
BetrFS-0.2, 140000, 42683.941874
BetrFS-0.2, 150000, 45207.002866
BetrFS-0.2, 160000, 44947.999379
BetrFS-0.2, 170000, 36050.242162
BetrFS-0.2, 180000, 37957.722688
BetrFS-0.2, 190000, 39757.171566
BetrFS-0.2, 200000, 39545.292410
BetrFS-0.2, 210000, 31996.947796
BetrFS-0.2, 220000, 33433.044857
BetrFS-0.2, 230000, 34748.750669
BetrFS-0.2, 240000, 34774.802005
BetrFS-0.2, 250000, 29053.139587
BetrFS-0.2, 260000, 30136.814182
BetrFS-0.2, 270000, 31153.093687
BetrFS-0.2, 280000, 31203.793311
BetrFS-0.2, 290000, 27095.649980
BetrFS-0.2, 300000, 27954.241516
BetrFS-0.2, 310000, 28759.862661
BetrFS-0.2, 320000, 28714.493407
BetrFS-0.2, 330000, 25434.151329
BetrFS-0.2, 340000, 26187.827882
BetrFS-0.2, 350000, 26857.410554
BetrFS-0.2, 360000, 27027.509951
BetrFS-0.2, 370000, 24913.244675
BetrFS-0.2, 380000, 25536.280368
BetrFS-0.2, 390000, 26155.455824
BetrFS-0.2, 400000, 26362.939244
BetrFS-0.2, 410000, 24575.970108
BetrFS-0.2, 420000, 25155.781670
BetrFS-0.2, 430000, 25695.757451
BetrFS-0.2, 440000, 25853.331816
BetrFS-0.2, 450000, 24077.292604
BetrFS-0.2, 460000, 24558.021021
BetrFS-0.2, 470000, 25041.054009
BetrFS-0.2, 480000, 25157.940766
BetrFS-0.2, 490000, 23692.799357
BetrFS-0.2, 500000, 24154.787745
BetrFS-0.2, 510000, 24590.342967
BetrFS-0.2, 520000, 24757.877481
BetrFS-0.2, 530000, 23325.058365
BetrFS-0.2, 540000, 23701.851773
BetrFS-0.2, 550000, 24139.360478
BetrFS-0.2, 560000, 24268.022278
BetrFS-0.2, 570000, 22995.451217
BetrFS-0.2, 580000, 23335.755290
BetrFS-0.2, 590000, 23737.942131
BetrFS-0.2, 600000, 23812.678989
BetrFS-0.2, 610000, 22755.195319
BetrFS-0.2, 620000, 23054.224391
BetrFS-0.2, 630000, 23421.535366
BetrFS-0.2, 640000, 23559.430117
BetrFS-0.2, 650000, 22508.794186
BetrFS-0.2, 660000, 22803.687066
BetrFS-0.2, 670000, 23147.017348
BetrFS-0.2, 680000, 23288.333993
BetrFS-0.2, 690000, 21735.217548
BetrFS-0.2, 700000, 21942.867919
BetrFS-0.2, 710000, 22253.651762
BetrFS-0.2, 720000, 22273.443580
BetrFS-0.2, 730000, 21009.582384
BetrFS-0.2, 740000, 21245.869867
BetrFS-0.2, 750000, 21532.572523
BetrFS-0.2, 760000, 21556.934872
BetrFS-0.2, 770000, 20506.457297
BetrFS-0.2, 780000, 20720.314643
BetrFS-0.2, 790000, 20983.541626
BetrFS-0.2, 800000, 20918.464402
BetrFS-0.2, 810000, 19991.171800
BetrFS-0.2, 820000, 20163.169713
BetrFS-0.2, 830000, 20402.082772
BetrFS-0.2, 840000, 20390.793440
BetrFS-0.2, 850000, 19521.942985
BetrFS-0.2, 860000, 19684.790201
BetrFS-0.2, 870000, 19907.353010
BetrFS-0.2, 880000, 19764.076222
BetrFS-0.2, 890000, 19125.420727
BetrFS-0.2, 900000, 19265.091968
BetrFS-0.2, 910000, 19478.585243
BetrFS-0.2, 920000, 19441.344513
BetrFS-0.2, 930000, 18804.777635
BetrFS-0.2, 940000, 18903.371575
BetrFS-0.2, 950000, 19101.959767
BetrFS-0.2, 960000, 19217.758747
BetrFS-0.2, 970000, 18678.918291
BetrFS-0.2, 980000, 18818.005367
BetrFS-0.2, 990000, 19004.876632
BetrFS-0.2, 1000000, 19040.594338
BetrFS-0.2, 1010000, 18187.281897
BetrFS-0.2, 1020000, 18310.513019
BetrFS-0.2, 1030000, 18477.634178
BetrFS-0.2, 1040000, 18452.737598
BetrFS-0.2, 1050000, 17533.999887
BetrFS-0.2, 1060000, 17623.079797
BetrFS-0.2, 1070000, 17772.181331
BetrFS-0.2, 1080000, 17733.493377
BetrFS-0.2, 1090000, 17057.054659
BetrFS-0.2, 1100000, 17166.088791
BetrFS-0.2, 1110000, 17317.023069
BetrFS-0.2, 1120000, 17306.654116
BetrFS-0.2, 1130000, 16829.423826
BetrFS-0.2, 1140000, 16964.375838
BetrFS-0.2, 1150000, 17109.386931
BetrFS-0.2, 1160000, 17168.742871
BetrFS-0.2, 1170000, 16753.479522
BetrFS-0.2, 1180000, 16862.737673
BetrFS-0.2, 1190000, 16998.315224
BetrFS-0.2, 1200000, 17024.448214
BetrFS-0.2, 1210000, 16560.673339
BetrFS-0.2, 1220000, 16654.913804
BetrFS-0.2, 1230000, 16787.546785
BetrFS-0.2, 1240000, 16746.247807
BetrFS-0.2, 1250000, 16294.288087
BetrFS-0.2, 1260000, 16412.516034
BetrFS-0.2, 1270000, 16542.411878
BetrFS-0.2, 1280000, 16559.351289
BetrFS-0.2, 1290000, 16049.330017
BetrFS-0.2, 1300000, 16167.256587
BetrFS-0.2, 1310000, 16286.347709
BetrFS-0.2, 1320000, 16131.901466
BetrFS-0.2, 1330000, 15546.666681
BetrFS-0.2, 1340000, 15641.928156
BetrFS-0.2, 1350000, 15738.150930
BetrFS-0.2, 1360000, 15728.050898
BetrFS-0.2, 1370000, 15414.481744
BetrFS-0.2, 1380000, 15515.060722
BetrFS-0.2, 1390000, 15618.718452
BetrFS-0.2, 1400000, 15609.643665
BetrFS-0.2, 1410000, 15222.623747
BetrFS-0.2, 1420000, 15281.194479
BetrFS-0.2, 1430000, 15380.143147
BetrFS-0.2, 1440000, 15392.897454
BetrFS-0.2, 1450000, 15104.412271
BetrFS-0.2, 1460000, 15200.730435
BetrFS-0.2, 1470000, 15303.541371
BetrFS-0.2, 1480000, 15301.987515
BetrFS-0.2, 1490000, 14877.505955
BetrFS-0.2, 1500000, 14966.930418
BetrFS-0.2, 1510000, 15061.532995
BetrFS-0.2, 1520000, 14983.913537
BetrFS-0.2, 1530000, 14679.969892
BetrFS-0.2, 1540000, 14752.584595
BetrFS-0.2, 1550000, 14814.335659
BetrFS-0.2, 1560000, 14814.480680
BetrFS-0.2, 1570000, 14478.747610
BetrFS-0.2, 1580000, 14564.767058
BetrFS-0.2, 1590000, 14643.596414
BetrFS-0.2, 1600000, 14615.158888
BetrFS-0.2, 1610000, 14146.997390
BetrFS-0.2, 1620000, 14201.195632
BetrFS-0.2, 1630000, 14280.023177
BetrFS-0.2, 1640000, 14284.131335
BetrFS-0.2, 1650000, 14039.472871
BetrFS-0.2, 1660000, 14106.003917
BetrFS-0.2, 1670000, 14055.353416
BetrFS-0.2, 1680000, 13939.879738
BetrFS-0.2, 1690000, 13679.693680
BetrFS-0.2, 1700000, 13751.436429
BetrFS-0.2, 1710000, 13816.864443
BetrFS-0.2, 1720000, 13805.947740
BetrFS-0.2, 1730000, 13539.032612
BetrFS-0.2, 1740000, 13611.643888
BetrFS-0.2, 1750000, 13662.446951
BetrFS-0.2, 1760000, 13591.981324
BetrFS-0.2, 1770000, 13424.892211
BetrFS-0.2, 1780000, 13466.532776
BetrFS-0.2, 1790000, 13524.775651
BetrFS-0.2, 1800000, 13534.535533
BetrFS-0.2, 1810000, 13260.105609
BetrFS-0.2, 1820000, 13273.155956
BetrFS-0.2, 1830000, 13299.302139
BetrFS-0.2, 1840000, 13243.640395
BetrFS-0.2, 1850000, 13027.006858
BetrFS-0.2, 1860000, 13067.427483
BetrFS-0.2, 1870000, 13136.375834
BetrFS-0.2, 1880000, 13161.553866
BetrFS-0.2, 1890000, 12921.816196
BetrFS-0.2, 1900000, 12871.799995
BetrFS-0.2, 1910000, 12895.359833
BetrFS-0.2, 1920000, 12890.054648
BetrFS-0.2, 1930000, 12760.104060
BetrFS-0.2, 1940000, 12812.686853
BetrFS-0.2, 1950000, 12859.415554
BetrFS-0.2, 1960000, 12857.062772
BetrFS-0.2, 1970000, 12704.506439
BetrFS-0.2, 1980000, 12641.471393
BetrFS-0.2, 1990000, 12682.990942
BetrFS-0.2, 2000000, 12652.458167
BetrFS-0.2, 2010000, 7630.479056
BetrFS-0.2, 2020000, 7628.420801
BetrFS-0.2, 2030000, 7654.054214
BetrFS-0.2, 2040000, 7639.738199
BetrFS-0.2, 2050000, 5335.903521
BetrFS-0.2, 2060000, 5360.925870
BetrFS-0.2, 2070000, 5386.048808
BetrFS-0.2, 2080000, 5404.130365
BetrFS-0.2, 2090000, 5406.172113
BetrFS-0.2, 2100000, 5430.669116
BetrFS-0.2, 2110000, 5456.172678
BetrFS-0.2, 2120000, 5481.284963
BetrFS-0.2, 2130000, 5483.351473
BetrFS-0.2, 2140000, 5506.873210
BetrFS-0.2, 2150000, 5532.026930
BetrFS-0.2, 2160000, 5554.013360
BetrFS-0.2, 2170000, 5531.847919
BetrFS-0.2, 2180000, 5557.233971
BetrFS-0.2, 2190000, 5582.545677
BetrFS-0.2, 2200000, 5607.482415
BetrFS-0.2, 2210000, 5570.238118
BetrFS-0.2, 2220000, 5591.750709
BetrFS-0.2, 2230000, 5615.970201
BetrFS-0.2, 2240000, 5640.953904
BetrFS-0.2, 2250000, 5616.812106
BetrFS-0.2, 2260000, 5637.442090
BetrFS-0.2, 2270000, 5662.250918
BetrFS-0.2, 2280000, 5686.454453
BetrFS-0.2, 2290000, 5653.427495
BetrFS-0.2, 2300000, 5677.243036
BetrFS-0.2, 2310000, 5701.606554
BetrFS-0.2, 2320000, 5724.477752
BetrFS-0.2, 2330000, 5679.939680
BetrFS-0.2, 2340000, 5700.857501
BetrFS-0.2, 2350000, 5723.176601
BetrFS-0.2, 2360000, 5745.882293
BetrFS-0.2, 2370000, 5704.596634
BetrFS-0.2, 2380000, 5727.333432
BetrFS-0.2, 2390000, 5751.326374
BetrFS-0.2, 2400000, 5774.149831
BetrFS-0.2, 2410000, 5683.909286
BetrFS-0.2, 2420000, 5703.647005
BetrFS-0.2, 2430000, 5726.032045
BetrFS-0.2, 2440000, 5749.430705
BetrFS-0.2, 2450000, 5714.661116
BetrFS-0.2, 2460000, 5733.641115
BetrFS-0.2, 2470000, 5756.669250
BetrFS-0.2, 2480000, 5779.755926
BetrFS-0.2, 2490000, 5736.622404
BetrFS-0.2, 2500000, 5754.867262
BetrFS-0.2, 2510000, 5774.659772
BetrFS-0.2, 2520000, 5797.065803
BetrFS-0.2, 2530000, 5753.384559
BetrFS-0.2, 2540000, 5772.956918
BetrFS-0.2, 2550000, 5794.353500
BetrFS-0.2, 2560000, 5815.596667
BetrFS-0.2, 2570000, 5767.379369
BetrFS-0.2, 2580000, 5785.334997
BetrFS-0.2, 2590000, 5807.112260
BetrFS-0.2, 2600000, 5826.585518
BetrFS-0.2, 2610000, 5775.730700
BetrFS-0.2, 2620000, 5793.414302
BetrFS-0.2, 2630000, 5812.817717
BetrFS-0.2, 2640000, 5834.232122
BetrFS-0.2, 2650000, 5779.978476
BetrFS-0.2, 2660000, 5798.271036
BetrFS-0.2, 2670000, 5819.681142
BetrFS-0.2, 2680000, 5840.800530
BetrFS-0.2, 2690000, 5790.667628
BetrFS-0.2, 2700000, 5799.946754
BetrFS-0.2, 2710000, 5821.019148
BetrFS-0.2, 2720000, 5841.617952
BetrFS-0.2, 2730000, 5767.679334
BetrFS-0.2, 2740000, 5785.027992
BetrFS-0.2, 2750000, 5799.718368
BetrFS-0.2, 2760000, 5817.663413
BetrFS-0.2, 2770000, 5747.472718
BetrFS-0.2, 2780000, 5767.360965
BetrFS-0.2, 2790000, 5775.287811
BetrFS-0.2, 2800000, 5793.916870
BetrFS-0.2, 2810000, 5752.787368
BetrFS-0.2, 2820000, 5771.684160
BetrFS-0.2, 2830000, 5785.012820
BetrFS-0.2, 2840000, 5803.635912
BetrFS-0.2, 2850000, 5751.624186
BetrFS-0.2, 2860000, 5770.034229
BetrFS-0.2, 2870000, 5786.143476
BetrFS-0.2, 2880000, 5804.622934
BetrFS-0.2, 2890000, 5734.179161
BetrFS-0.2, 2900000, 5744.507222
BetrFS-0.2, 2910000, 5756.150795
BetrFS-0.2, 2920000, 5774.743893
BetrFS-0.2, 2930000, 5736.902986
BetrFS-0.2, 2940000, 5743.602311
BetrFS-0.2, 2950000, 5757.021796
BetrFS-0.2, 2960000, 5775.139260
