4kbfiles betrfsaged betrfsclean ext4aged ext4clean xfsaged xfsclean btrfsaged btrfsclean zfsaged zfsclean betrfsagedlayout betrfscleanlayout ext4agedlayout ext4cleanlayout xfsagedlayout xfscleanlayout btrfsagedlayout btrfscleanlayout zfsagedlayout zfscleanlayout
3800 18.09615132 24.68037829 1307.890016 140.1675658 684.0441283 38.18120066 829.3098684 43.08674342 1455.778832 100.7073684 0.9977832512 0.9923799848 0.04965517241 0.1733990148 0.0377956596 0.9258717386 0.003875968992 0.9237729021 0.0004522840344 0.2006944444
3900 21.00001603 19.65145833 1285.214792 200.1195833 703.0794071 39.63604167 847.6499519 41.59439103 1481.111715 91.92724359 0.9977962782 0.9928659287 0.04941131056 0.1771174995 0.03755645353 0.9263132874 0.003335557038 0.9239082488 0.0004409171076 0.2121143887
4000 22.85121875 24.16103125 1369.318031 169.9370781 724.5462813 30.84851563 902.3173438 42.82325 1467.548172 90.28717188 0.9979554748 0.99302717 0.05068078669 0.1634197087 0.03732900533 0.9267331324 0.003032928943 0.901396348 0.0006448839209 0.2210272169
4100 17.62452744 25.50647866 1435.493384 126.6727134 755.876814 30.61036585 941.3746341 38.56777439 1466.881814 95.35878049 0.9974718456 0.9903688043 0.05005561735 0.167068422 0.03711246888 0.9271328355 0.003595600677 0.9166841553 0.000418760469 0.2086361693
4200 15.3721875 23.74537202 1448.478676 156.4534077 757.5612054 30.44827381 959.2602976 36.5781994 1521.214762 98.69066964 0.9975770925 0.9901353521 0.04981818182 0.1583636364 0.03690607735 0.9275138122 0.003921568627 0.9140336479 0.0006126199714 0.2106471816
4300 25.12309593 22.45574128 1431.901308 135.556061 786.3806105 31.57494186 949.215436 35.83081395 1511.713852 99.44444767 0.997160332 0.9919499106 0.05011592652 0.1674991081 0.0367091341 0.9278773483 0.003631961259 0.9190763052 0.0005976095618 0.215365754
4400 16.58585227 24.05511364 1381.166605 173.2096733 799.0030682 32.00181818 1027.94473 46.28390625 1516.170653 106.008892 0.997637457 0.9917058955 0.04954481793 0.1711885174 0.03651329675 0.9276065851 0.003749753306 0.9277723258 0.0005836575875 0.217045002
4500 15.39625 23.33302778 1425.643458 133.6499306 799.4349861 31.76480556 990.1894861 36.61830556 1488.876958 94.85231944 0.9972797656 0.9901435612 0.05066117122 0.1663801994 0.03633360859 0.9279521057 0.003089399498 0.9213655543 0.0005700171005 0.22291383
4600 16.08737772 21.7013587 1411.242201 122.1480978 824.6411413 31.95900815 996.7700679 42.28319293 1524.502541 85.91461957 0.9977674041 0.9922121659 0.04960350936 0.1699864956 0.03634894992 0.927907916 0.003024003024 0.9323943662 0.0007422527371 0.2094530208
4700 19.70045213 22.71957447 1342.953723 118.0526463 853.4308112 30.60932181 1016.319176 48.38860372 1488.113059 88.4519016 0.9974409449 0.9915862918 0.05004971826 0.163488642 0.03617315675 0.9276536865 0.003700277521 0.9208686051 0.0005449591281 0.2218290184
4800 26.2046875 22.54345052 1324.248594 150.4633333 842.5463281 29.87858073 1021.942227 50.91654948 1510.35112 104.2483333 0.997706422 0.9909310762 0.05017921147 0.1609907121 0.03620522749 0.9281703775 0.003986229389 0.9228411754 0.000355808575 0.2260298943
4900 15.45664541 23.19332908 1272.007908 127.8421811 878.5679592 33.50709184 1044.752819 39.69223214 1515.444834 101.3777168 0.9977485929 0.9923479662 0.04978389627 0.1611404773 0.03603945372 0.9281107739 0.003193754436 0.9256183746 0.0005224660397 0.2212925049
