16kbchunks betrfsaged betrfsclean ext4aged ext4clean xfsaged xfsclean btrfsaged btrfsclean zfsaged zfsclean betrfsagedlayout betrfscleanlayout ext4agedlayout ext4cleanlayout xfsagedlayout xfscleanlayout btrfsagedlayout btrfscleanlayout zfsagedlayout zfscleanlayout
26 14.41572115 15.09204327 499.8072596 36.42243312 192.6668509 13.24595172 206.2694231 14.43403846 40.04129808 39.52596154 0.9974937343 0.9980988593 0.004423147807 0.9617298125 0.001477650536 0.9973149214 0.009712364587 0.993499044 0.9608294931 0.9604454685
27 15.85194444 13.02768519 494.8885417 39.21080073 181.6359953 12.84340979 237.2299306 12.41981481 44.6693287 39.32518519 0.996477633 0.9981691688 0.004265908283 0.9631404349 0.001425008906 0.9974141116 0.009715725081 0.9937407953 0.9622781065 0.9622781065
28 15.22372768 12.884375 480.569866 41.52216121 336.5087277 12.65178516 292.8040848 11.98727679 39.26700893 41.55133929 0.9973100202 0.9982344633 0.00411946447 0.9648062567 0.001375988992 0.9975062344 0.01006245663 0.9939609236 0.9632667618 0.9639800285
29 15.30461207 11.47864224 514.6613362 31.40005231 283.6587069 12.99983794 318.909375 11.54012931 44.13202586 41.13627155 0.9973614776 0.9982958419 0.003982741454 0.9656711294 0.001330229465 0.9975920193 0.00871605766 0.9938271605 0.9648760331 0.9648760331
30 13.32829167 12.8903125 534.7902917 34.82939656 256.5480833 11.74764862 314.7347917 10.85504167 41.68447917 34.44485417 0.9975046787 0.9983525535 0.003854802441 0.9668104879 0.001287415513 0.9976720984 0.01005188067 0.9940318302 0.9657123835 0.9667110519
31 13.93929435 13.90403226 542.0820766 38.25131028 399.8746371 11.48261384 212.2277218 11.54074597 44.10987903 44.71415323 0.997588909 0.9987244898 0.003734827264 0.9681978799 0.001247271593 0.9839572193 0.008153026027 0.9942233633 0.9668170103 0.9668170103
32 15.03871094 14.41085938 545.5477149 28.25989485 390.3389843 11.83752537 347.964043 11.00275391 45.56162109 40.17324219 0.9970828471 0.9987642879 0.003622094778 0.9691876751 0.001209555488 0.9978172747 0.009723488301 0.9944029851 0.9678526841 0.9678526841
33 13.01839015 13.32295455 543.9619886 36.33596108 421.9126704 11.5908536 442.9200947 12.50910985 131.07375 93.62630682 0.9982832618 0.9988016777 0.003515968356 0.9698158768 0.001174053419 0.9978832779 0.009428403064 0.9945717732 0.9534132841 0.967097171
34 15.81792279 13.56525735 542.4367831 37.38119372 475.7943014 11.27603778 428.5284191 11.42738971 117.2643382 92.96698529 0.9972268441 0.9988368712 0.00341588386 0.9704072663 0.001140575991 0.9979454065 0.00944476245 0.9947306792 0.9534132841 0.9652521525
35 12.723875 13.39721429 551.7796429 34.5051457 414.4216429 12.07317156 439.5097321 12.19928571 123.7707679 89.29126786 0.9972862958 0.9988700565 0.003321339607 0.9715343012 0.00110895481 0.998003992 0.01000834028 0.994596132 0.9535670357 0.9669434194
36 14.21001736 13.86442708 556.9406597 36.72171147 445.3021875 11.86775886 419.8342535 12.92989583 106.3906944 87.55951389 0.9973586899 0.9983521011 0.003231887961 0.9720453916 0.001079039655 0.9980593291 0.01027860427 0.9950221239 0.9535670357 0.9660209102
37 13.27944257 12.47515203 565.9675507 32.54242438 497.788429 12.14132154 448.0901858 11.23393581 111.7672804 80.12410473 0.9982069672 0.985620915 0.003147128245 0.9727982763 0.001050696086 0.9981116806 0.009741969458 0.9951560818 0.9534132841 0.9627921279
38 14.76161184 12.85672697 555.0425987 38.2530108 455.4809211 11.92884184 501.1441447 11.92024671 107.4768257 84.47942434 0.9970377685 0.9984387198 0.003066700741 0.9737739313 0.00102380343 0.9981612818 0.01000256476 0.9952830189 0.9534132841 0.9629458795
39 12.74200321 13.03790064 556.0845833 37.33520665 468.4376282 10.98992059 490.9516827 10.51794872 108.7329647 80.43222756 0.9972959685 0.9984787018 0.002990281585 0.9746997189 0.0009982530572 0.998208344 0.009247688078 0.9954034729 0.9534132841 0.9661746617
40 12.16865625 13.56989062 541.8966094 38.29479827 473.32275 11.27335777 460.1024375 10.75892188 93.66457813 77.018625 0.9971042471 0.9985166873 0.00291757841 0.9748317967 0.0009739469199 0.9982530572 0.008532423208 0.9952701021 0.9534132841 0.9669434194
41 13.31135671 12.51391768 555.3817378 36.19711304 492.7638414 11.50566101 492.2808537 11.69602134 97.9066311 74.25707317 0.996941896 0.998553171 0.002848326608 0.9754437151 0.0009507962919 0.9982955929 0.00903686088 0.9953849891 0.9534132841 0.9600246002
42 13.17017857 12.09513393 561.3383184 36.12661453 477.6781101 11.3706022 502.8195387 11.5521131 96.23130952 75.9068006 0.9974793767 0.9985875706 0.002782286112 0.9765013055 0.0009287206873 0.9983361065 0.009055026701 0.9954944273 0.9534132841 0.9661746617
43 13.57649709 11.44424419 558.4175581 35.02502832 472.8354651 11.2394537 511.0875145 12.08625 98.70861919 72.42953488 0.9975642161 0.9986203725 0.002719238613 0.9768142824 0.0009076469253 0.9983747388 0.008620689655 0.9955987955 0.9534132841 0.9655596556
44 13.82393466 12.52106534 571.3960511 35.77514406 509.6162784 11.5361127 514.0811364 11.5784233 90.5146875 67.70369318 0.9973776224 0.9986516854 0.002658985154 0.9773396782 0.0008875083204 0.9984116179 0.009088893815 0.9956984379 0.9534132841 0.9640221402
45 15.80786111 12.42965278 557.4353473 31.72817654 498.8703333 11.81780735 515.57625 11.05566667 94.03448611 69.72279167 0.9967955565 0.9986816084 0.002601344028 0.9780633725 0.0008682439766 0.9984468604 0.008887925428 0.9957936684 0.9534132841 0.9661746617
46 14.89315217 12.62691576 567.4516033 32.65938999 518.2881522 11.65637207 532.9605163 10.90706522 81.21346467 67.5739538 0.9972989819 0.9982803095 0.00254614895 0.9783221331 0.0008497981729 0.998480573 0.009117896522 0.9956691208 0.9534132841 0.9657134071
47 13.96071809 12.10871011 570.779016 32.43739092 509.7875931 11.4580669 502.5626862 10.72214096 89.0206383 65.25003989 0.9973393369 0.9983168525 0.002493247455 0.9789942712 0.0008321198253 0.9985128532 0.008094645081 0.9957609156 0.9534132841 0.9620233702
48 13.9425651 12.49269531 549.8380859 34.22772884 503.5636067 10.8908596 531.6633724 11.0622526 81.01641927 62.48278646 0.9969843185 0.9983518747 0.002442499491 0.9792229379 0.0008151620135 0.9985437903 0.008943089431 0.9958489 0.9534132841 0.9627921279
49 14.53246173 11.90733418 567.6253316 32.36152119 510.0981378 10.33293806 522.128852 9.992283163 82.60804847 65.20756378 0.9970588235 0.9983854692 0.002393776182 0.979442296 0.0007988815658 0.9985734665 0.007762738854 0.9959333062 0.9534132841 0.965098401
50 13.3806125 11.577325 565.909175 31.16415405 516.9811 11.04199768 549.6579875 10.3251125 78.119375 63.139475 0.9977186312 0.9984177215 0.002346958733 0.9800518652 0.000783238692 0.9986019573 0.007998439329 0.9958150658 0.9535670357 0.965098401
51 14.20110294 11.9176348 557.3101715 35.58324477 515.1133211 11.62030748 530.5004044 11.32821078 81.10519608 59.75140931 0.9975504051 0.9986426217 0.002301937464 0.9804420106 0.0007681966583 0.9986293323 0.007458405049 0.9958968347 0.9534132841 0.967097171
52 13.7833774 12.57530048 561.8462259 32.72011918 521.5419952 11.58960019 555.2974159 10.34526442 73.43399038 59.3283774 0.997246696 0.9986689485 0.002258610954 0.9808171878 0.0007537214999 0.9986556558 0.008436445444 0.9961671138 0.9534132841 0.9640221402
53 14.09310142 11.75997642 556.6499764 33.01106205 531.7441627 11.63046236 538.5488797 11.17569575 74.09777123 56.57819575 0.9971454059 0.9986940299 0.002216885276 0.9809900245 0.0007397817644 0.9986809874 0.007535379526 0.9960518895 0.9534132841 0.9661746617
54 12.96934028 12.18979167 566.8477084 31.5220611 540.1122338 10.85732863 547.5551736 11.73405093 67.27435185 57.84541667 0.9979108635 0.9987181835 0.002176673318 0.9813412156 0.000726348284 0.9987053819 0.009022013713 0.996124031 0.9534132841 0.965098401
55 13.82271591 11.79705682 563.3974091 33.33772916 536.2240796 10.90519603 554.3030568 11.15184091 72.74681818 57.46001136 0.9975998628 0.9987414599 0.002137894174 0.9818610557 0.0007133939718 0.9987288905 0.00827000447 0.9960137706 0.9534132841 0.9681734317
56 16.25540179 13.45674107 585.6609152 32.44411932 545.3443973 10.9513092 550.6614174 11.13142857 69.24609375 55.19802455 0.9973203818 0.9984107364 0.002100472606 0.9821842152 0.0007008936394 0.9987515605 0.01653324052 0.9962626802 0.9534132841 0.9661746617
57 13.86194079 12.77174342 556.8760416 35.01916504 535.9571821 10.91680185 557.8926096 11.02398026 70.61515351 52.54123903 0.9976627713 0.9899110807 0.002064338552 0.9824960616 0.0006888238333 0.9987734361 0.009917920657 0.9963273872 0.9535670357 0.9672509225
58 12.51868534 12.58869612 580.669612 33.72827202 545.4092564 11.28111372 554.3508082 11.38225216 65.36275862 52.78887931 0.9978558469 0.9899159664 0.002029426687 0.9826251505 0.0006771626883 0.9987945583 0.01075630252 0.9965623926 0.9534132841 0.9644833948
59 14.0165678 16.85497881 570.8517055 35.12171212 544.4032839 11.3801598 569.3882733 13.77242585 71.13451271 51.17988347 0.9977364592 0.9902479339 0.001995676035 0.9844559585 0.0006658897952 0.9988149653 0.009747232777 0.9895052474 0.9535670357 0.9652521525
60 13.97228125 12.56048958 578.3556354 32.27081705 533.6845938 11.35723648 565.838125 10.9275625 65.36197917 53.78408333 0.9974759426 0.9902470741 0.001963029609 0.9833693664 0.0006549860815 0.9988346929 0.01493748985 0.9965110483 0.9534132841 0.9666359164
61 12.49360656 12.53163934 574.3925717 33.53811971 536.3730532 10.73070464 553.9526947 10.61550205 65.44540984 51.2797541 0.9831730769 0.990564529 0.00193143409 0.9838050057 0.0006444337039 0.9988537744 0.009900990099 0.9965680667 0.9534132841 0.9649446494
62 13.24440524 12.39916331 584.6586694 31.78599056 541.2375605 10.71928848 581.9543952 9.947600806 62.01135081 48.50924395 0.9980116244 0.9908718917 0.001900839537 0.9837437631 0.0006342159505 0.998872241 0.01115475255 0.9966237942 0.9534132841 0.9637146371
63 12.80860119 13.35061508 573.2430159 33.11683291 549.1328076 10.85773577 561.6157738 10.67150794 70.14527778 48.13890873 0.9980448188 0.9910133251 0.001871199127 0.9841596705 0.0006243171531 0.9988901221 0.009126063418 0.9966766894 0.9534132841 0.9658671587
64 12.6053125 12.08847656 577.2982227 30.87735081 542.739248 10.94126034 566.1525684 11.01910156 60.68260742 47.07029297 0.9980562201 0.9910033547 0.001842468908 0.9842507407 0.0006147226064 0.998907445 0.01005331302 0.9967284624 0.9534132841 0.9660209102
65 12.42691346 12.51443269 581.096702 28.4671767 557.8486442 10.74721586 575.3815577 10.42191346 89.00417308 55.61321154 0.9982407272 0.9909896381 0.001814607591 0.9844925534 0.0006054184955 0.9989242354 0.008249587521 0.996778647 0.9584707337 0.9730008244
66 12.38303977 12.0699053 569.7716572 30.76114724 549.3209659 11.70955843 571.9135606 10.23620265 87.54822917 55.10417614 0.9978041282 0.9985016482 0.001787576344 0.9847270528 0.0005963918294 0.9989405176 0.01078605201 0.9968273153 0.9584707337 0.9712489695
67 12.85444963 12.57399254 575.779888 30.74497645 555.7418377 12.25756494 571.0886847 10.32425373 87.98061567 51.24305037 0.9979762937 0.9985239852 0.001761338617 0.9855504245 0.0005876303805 0.9989563143 0.008443732712 0.9968745349 0.9584707337 0.9769167354
68 13.01279412 12.75816176 569.1419945 32.04533543 552.4148621 10.97785165 577.9956801 10.35352941 88.07139706 52.04526654 0.9978571429 0.9910945131 0.001735859974 0.9851754 0.0005791226292 0.9989716468 0.01090387374 0.9969203696 0.9584707337 0.9766075845
69 12.96799819 14.00521739 578.5514674 29.85206781 570.3896739 10.85270757 565.6958152 10.31000906 86.05366848 51.63145833 0.997754386 0.9985667192 0.001711107942 0.9856791552 0.0005708577137 0.9989865354 0.009048494274 0.9966763006 0.9584707337 0.9749587799
70 12.97530357 14.55325893 579.8790446 28.27265451 549.304259 10.78422655 578.2775714 10.29675 86.36971429 51.80567857 0.9979527774 0.9985871715 0.001687051877 0.9855981748 0.0005628253834 0.999000999 0.009059233449 0.9967236467 0.9586768343 0.9727947238
71 12.62795775 13.09918134 583.640361 27.87700342 558.7585652 12.67355282 593.6154842 11.12240317 81.96227113 48.64295775 0.9982415799 0.9987463435 0.001663662831 0.9858006467 0.0005550159567 0.9990150556 0.0116790327 0.9967696629 0.958573784 0.9773289365
72 13.17037326 12.69053819 582.3681945 29.69118054 564.0449827 10.70107376 584.2965104 10.58024306 82.52515625 49.42925347 0.9982519833 0.9987637363 0.001640913442 0.9861361431 0.0005474202819 0.9990287221 0.009348326785 0.9969529086 0.9584707337 0.9736191261
73 12.06379281 12.40138699 588.3298117 28.52230438 564.0604195 10.99398783 581.2321404 10.25949486 79.86080479 48.43048801 0.9981442206 0.998780653 0.001618777823 0.9864624641 0.0005400297016 0.9990420145 0.01135908058 0.9969945355 0.9584707337 0.9745465787
74 12.37624155 12.23294764 584.6783953 26.88918944 563.9647044 11.07143484 578.0372213 10.26453547 79.95866554 49.31803209 0.9976571652 0.9987971131 0.001597231465 0.9867799811 0.0005328360197 0.999054948 0.009881422925 0.9971698113 0.958573784 0.9708367683
75 13.01188333 12.26103333 581.0263083 28.89759277 555.557375 11.0615918 579.651275 9.939033333 78.094725 48.11551667 0.9979274611 0.9988132911 0.001576251149 0.9865566352 0.000525831471 0.999067537 0.01131045242 0.9970744681 0.9584707337 0.9723825227
76 12.10726151 12.94953947 583.7419162 28.21584179 562.0935855 10.80880175 585.3357484 10.59061678 76.16752467 44.76681743 0.9979785218 0.9985686402 0.001555814858 0.9868645738 0.0005190086934 0.9990797949 0.008981267642 0.9972440945 0.9584707337 0.9766075845
77 11.8599026 12.90637175 579.2737256 25.89642552 569.8539366 10.58951142 597.01625 10.31520292 78.96995942 47.57774351 0.9985035541 0.9985872078 0.001535901702 0.9872941787 0.0005123607019 0.9990917348 0.01038632046 0.9971502591 0.9584707337 0.9702184666
78 11.48126603 12.02377404 580.3009135 26.28104068 564.0803846 10.54097297 582.4343269 10.17982372 74.68805288 46.7790625 0.9983916863 0.9986052999 0.001516491849 0.9872008191 0.0005058808651 0.9991033688 0.009126140768 0.9971867008 0.9584707337 0.9736191261
79 11.59008703 12.69248418 588.058481 27.09123269 579.8927611 10.57564999 575.5230538 10.63806962 76.95114715 43.51852057 0.9984202212 0.9986229344 0.001497566455 0.9873625679 0.0004995628825 0.9991147085 0.009866798224 0.9972225729 0.9584707337 0.9704245672
80 12.70385938 12.68371094 583.3940625 27.77057762 565.9897734 10.8894989 574.5804844 10.27010938 71.54669531 43.031 0.9983069295 0.9986401286 0.001479107605 0.9875202795 0.0004934007648 0.999125765 0.00877086125 0.9972571999 0.9584707337 0.9766075845
81 13.179375 12.43604938 584.0719753 25.43336242 574.4736574 10.87907052 587.383017 9.766095679 74.24701389 44.74520062 0.9980909199 0.9987789988 0.001461098259 0.9877973623 0.0004873888144 0.9991365487 0.009267059815 0.9971678365 0.9584707337 0.9743404782
82 13.03136433 12.4679878 586.1533766 25.2016983 572.5063262 10.95148468 580.8426905 10.40484756 72.58920732 44.76230183 0.9978690659 0.9987938729 0.001443522194 0.9878241812 0.0004815216083 0.9991470696 0.009153590109 0.9974455662 0.9584707337 0.9727947238
83 13.30061747 12.50480422 581.5866491 26.02245855 563.353991 10.94289739 588.2157605 10.2817997 69.42902861 43.82355422 0.9980477722 0.9988083889 0.001426363961 0.9879706484 0.0004757939812 0.9991573372 0.009044990015 0.9974762649 0.9584707337 0.9727947238
84 12.66377232 12.58194196 588.1510193 26.26064246 567.2055878 10.7990997 585.1879167 10.18311012 69.10278274 43.85035714 0.9978572234 0.9988225598 0.001409608834 0.9881136337 0.0004702010109 0.9991673605 0.007774425621 0.9971503206 0.9584707337 0.9701154163
85 13.11932353 12.50886029 587.3102206 24.6444257 573.7286103 10.79257346 594.9698824 10.33118382 70.47303676 44.61483824 0.9974540624 0.9988363975 0.001393242773 0.9881357923 0.000464738004 0.9991771482 0.009175364147 0.997301103 0.9584707337 0.9743404782
86 13.61335029 12.82655523 582.7241352 26.04231848 568.518612 10.66261913 592.9962791 10.58074128 67.55874273 40.74882267 0.9977968716 0.9986200552 0.001377252382 0.98827354 0.0004594004824 0.9991867085 0.006575218229 0.9974480919 0.9584707337 0.9727947238
87 14.31028736 12.84358477 590.2727155 24.48858239 571.2865876 10.57351246 592.3500144 10.20719109 66.69992098 41.27430316 0.997282904 0.9986358986 0.001361624872 0.9885228968 0.0004541841717 0.9991960492 0.008967604529 0.9973626878 0.9584707337 0.9742374279
88 13.57909091 12.70960227 582.083125 26.22545086 580.2307529 10.8562662 592.8558168 10.13014205 65.92191761 38.51854403 0.9973321951 0.9986513823 0.001346348031 0.9886531261 0.0004490849893 0.9992051777 0.005320328087 0.9973925859 0.9584707337 0.9777411377
89 13.93395365 12.63239466 583.1453652 25.33454107 567.3012641 10.74639721 599.677198 10.19481039 65.93103933 39.89490169 0.9972631579 0.9986665185 0.001331410185 0.9890048244 0.0004440990341 0.9992141013 0.009533201841 0.9975341852 0.9584707337 0.9745465787
90 15.12119444 12.33777778 581.2284167 27.04107598 567.8184375 10.77819587 600.5504375 20.58404167 66.24197917 40.64184722 0.9972891252 0.9986813187 0.001316800176 0.9889049151 0.000439222576 0.9992228267 0.00563502384 0.9907834101 0.9584707337 0.9737221764
91 14.4251511 12.48148352 581.5361538 25.93086159 577.0726511 10.65525114 594.2393407 22.72549451 63.46290522 38.01978022 0.9975054568 0.9988044778 0.001302507327 0.9891363986 0.0004344520474 0.9992313605 0.01228501229 0.9905598958 0.9584707337 0.9756801319
92 14.03732337 12.09620924 581.4965965 24.57618465 573.5046535 10.48815354 598.6585598 10.59845109 62.21064538 39.4673981 0.9973262032 0.9988174586 0.001288521422 0.98903723 0.0004297840335 0.9992397089 0.008984251136 0.9916273079 0.958573784 0.9735160758
93 14.71270833 12.34678091 583.1985753 25.67769927 573.8198858 10.27488314 600.5992742 10.85918683 64.44962366 38.37111559 0.9974606399 0.9988301606 0.001274832678 0.9893696983 0.0004252152652 0.9992478779 0.01202551501 0.9920348343 0.9584707337 0.9779472383
94 14.2321609 12.42060505 585.3459907 23.11073855 577.2956117 10.42277495 598.0577194 10.83678191 62.86176862 38.68079787 0.9974992498 0.9988425926 0.001261431725 0.9895888665 0.0004207426107 0.9992558733 0.008589464969 0.9921177089 0.9584707337 0.9725886232
95 14.56292105 12.37316447 585.1375263 24.11094393 575.8709803 10.55676639 596.3966447 10.217375 62.27111842 38.980125 0.9972682927 0.9988547631 0.001248309581 0.9893829496 0.0004163630686 0.9992637004 0.01136596355 0.9927151629 0.9584707337 0.9730008244
96 14.89136068 12.55880208 602.302793 23.31880474 574.8137695 10.81692028 601.7222005 10.05313802 60.98198568 38.27138021 0.99745771 0.9984547234 0.001235457634 0.989701446 0.0004120737612 0.9992713646 0.009523809524 0.9923789907 0.9584707337 0.9727947238
97 13.45047036 12.52229381 598.4499162 23.92363008 579.8832861 10.84272388 604.1062822 10.02198454 79.87927191 38.95386598 0.99758314 0.9986745514 0.001222867625 0.9898074745 0.0004078719282 0.9992788709 0.01143200963 0.9928636966 0.9610198388 0.9794637322
98 13.99325255 12.24686224 591.9789285 23.94860684 572.0119835 10.64864785 601.198852 10.23495536 76.46413903 41.26809949 0.9975714008 0.9986880614 0.001210531625 0.9898094365 0.0004037549208 0.9992862241 0.01002282425 0.9928369653 0.9610198388 0.9792312461
99 13.2022601 12.4308649 602.9376389 22.55317103 577.0514962 10.63356234 612.5316035 10.85829545 75.95482323 40.87661616 0.9975059952 0.9987012987 0.001198442025 0.9899122365 0.0003997201959 0.9992934289 0.01118853666 0.9976821526 0.9610198388 0.9796187229
100 12.8565125 12.7259875 610.0063875 23.88456451 578.4389 10.44433334 601.116775 10.75194375 73.83983125 38.01685625 0.9976197277 0.9987142716 0.001186591516 0.9900129831 0.0003957653112 0.9993004897 0.00951548694 0.9977052779 0.9610198388 0.9820985741
