fs, data.set, circle.size.4kb, op, time.s
BetrFS-0.2, linuxsrc, 4, grep, 7.373
BetrFS-0.2, linuxsrc, 4, grep, 6.932
BetrFS-0.2, linuxsrc, 4, grep, 7.023
BetrFS-0.2, linuxsrc, 4, grep, 7.314
BetrFS-0.2, linuxsrc, 4, grep, 6.815
BetrFS-0.2, linuxsrc, 4, grep, 6.957
BetrFS-0.2, linuxsrc, 4, grep, 6.682
######################################
BetrFS-0.2, linuxsrc, 2, grep, 7.650
BetrFS-0.2, linuxsrc, 2, grep, 6.615
BetrFS-0.2, linuxsrc, 2, grep, 7.161
BetrFS-0.2, linuxsrc, 2, grep, 7.230
BetrFS-0.2, linuxsrc, 2, grep, 6.714
BetrFS-0.2, linuxsrc, 2, grep, 6.805
BetrFS-0.2, linuxsrc, 2, grep, 7.146
BetrFS-0.2, linuxsrc, 2, grep, 6.905
BetrFS-0.2, linuxsrc, 2, grep, 6.763
BetrFS-0.2, linuxsrc, 2, grep, 7.064
BetrFS-0.2, linuxsrc, 2, grep, 7.122
BetrFS-0.2, linuxsrc, 2, grep, 7.804
BetrFS-0.2, linuxsrc, 2, grep, 8.087
BetrFS-0.2, linuxsrc, 2, grep, 7.080
BetrFS-0.2, linuxsrc, 2, grep, 7.171
BetrFS-0.2, linuxsrc, 2, grep, 7.163
BetrFS-0.2, linuxsrc, 2, grep, 7.055
BetrFS-0.2, linuxsrc, 2, grep, 7.197
BetrFS-0.2, linuxsrc, 2, grep, 7.063
BetrFS-0.2, linuxsrc, 2, grep, 7.779
BetrFS-0.2, linuxsrc, 2, grep, 7.147
BetrFS-0.2, linuxsrc, 2, grep, 7.122
BetrFS-0.2, linuxsrc, 2, grep, 7.063
BetrFS-0.2, linuxsrc, 2, grep, 7.139
BetrFS-0.2, linuxsrc, 2, grep, 7.696
BetrFS-0.2, linuxsrc, 2, grep, 7.280
BetrFS-0.2, linuxsrc, 2, grep, 7.221
BetrFS-0.2, linuxsrc, 2, grep, 7.205
BetrFS-0.2, linuxsrc, 2, grep, 7.080
BetrFS-0.2, linuxsrc, 2, grep, 7.538
BetrFS-0.2, linuxsrc, 2, grep, 7.176
BetrFS-0.2, linuxsrc, 2, grep, 7.263
BetrFS-0.2, linuxsrc, 2, grep, 7.688
BetrFS-0.2, linuxsrc, 2, grep, 7.230
BetrFS-0.2, linuxsrc, 2, grep, 7.088
BetrFS-0.2, linuxsrc, 2, grep, 7.164
BetrFS-0.2, linuxsrc, 2, grep, 7.238
BetrFS-0.2, linuxsrc, 2, grep, 7.713
BetrFS-0.2, linuxsrc, 2, grep, 7.171
BetrFS-0.2, linuxsrc, 2, grep, 7.188
BetrFS-0.2, linuxsrc, 2, grep, 7.363
BetrFS-0.2, linuxsrc, 2, grep, 7.072
BetrFS-0.2, linuxsrc, 2, grep, 7.213
BetrFS-0.2, linuxsrc, 2, grep, 7.072
BetrFS-0.2, linuxsrc, 2, grep, 7.163
BetrFS-0.2, linuxsrc, 2, grep, 7.888
BetrFS-0.2, linuxsrc, 2, grep, 7.097
BetrFS-0.2, linuxsrc, 2, grep, 7.039
BetrFS-0.2, linuxsrc, 2, grep, 7.080
BetrFS-0.2, linuxsrc, 2, grep, 7.113
######################################
BetrFS-0.2, linuxsrc, 1, grep, 8.155
BetrFS-0.2, linuxsrc, 1, grep, 6.242
BetrFS-0.2, linuxsrc, 1, grep, 6.367
BetrFS-0.2, linuxsrc, 1, grep, 8.499
BetrFS-0.2, linuxsrc, 1, grep, 6.533
BetrFS-0.2, linuxsrc, 1, grep, 6.694
BetrFS-0.2, linuxsrc, 1, grep, 7.152
BetrFS-0.2, linuxsrc, 1, grep, 6.685
BetrFS-0.2, linuxsrc, 1, grep, 6.866
BetrFS-0.2, linuxsrc, 1, grep, 6.974
BetrFS-0.2, linuxsrc, 1, grep, 7.013
BetrFS-0.2, linuxsrc, 1, grep, 7.425
BetrFS-0.2, linuxsrc, 1, grep, 6.979
BetrFS-0.2, linuxsrc, 1, grep, 6.963
BetrFS-0.2, linuxsrc, 1, grep, 6.880
BetrFS-0.2, linuxsrc, 1, grep, 6.946
BetrFS-0.2, linuxsrc, 1, grep, 7.546
BetrFS-0.2, linuxsrc, 1, grep, 6.954
BetrFS-0.2, linuxsrc, 1, grep, 6.934
BetrFS-0.2, linuxsrc, 1, grep, 7.179
BetrFS-0.2, linuxsrc, 1, grep, 6.930
BetrFS-0.2, linuxsrc, 1, grep, 7.895
BetrFS-0.2, linuxsrc, 1, grep, 6.896
BetrFS-0.2, linuxsrc, 1, grep, 6.929
BetrFS-0.2, linuxsrc, 1, grep, 7.587
BetrFS-0.2, linuxsrc, 1, grep, 6.805
BetrFS-0.2, linuxsrc, 1, grep, 6.888
BetrFS-0.2, linuxsrc, 1, grep, 6.963
BetrFS-0.2, linuxsrc, 1, grep, 6.996
BetrFS-0.2, linuxsrc, 1, grep, 7.495
BetrFS-0.2, linuxsrc, 1, grep, 6.988
BetrFS-0.2, linuxsrc, 1, grep, 7.021
BetrFS-0.2, linuxsrc, 1, grep, 7.429
BetrFS-0.2, linuxsrc, 1, grep, 6.996
BetrFS-0.2, linuxsrc, 1, grep, 6.979
BetrFS-0.2, linuxsrc, 1, grep, 6.995
BetrFS-0.2, linuxsrc, 1, grep, 7.036
BetrFS-0.2, linuxsrc, 1, grep, 7.329
BetrFS-0.2, linuxsrc, 1, grep, 7.004
BetrFS-0.2, linuxsrc, 1, grep, 6.987
BetrFS-0.2, linuxsrc, 1, grep, 7.013
BetrFS-0.2, linuxsrc, 1, grep, 6.921
BetrFS-0.2, linuxsrc, 1, grep, 7.404
BetrFS-0.2, linuxsrc, 1, grep, 6.971
BetrFS-0.2, linuxsrc, 1, grep, 6.988
BetrFS-0.2, linuxsrc, 1, grep, 7.525
BetrFS-0.2, linuxsrc, 1, grep, 7.005
BetrFS-0.2, linuxsrc, 1, grep, 7.029
BetrFS-0.2, linuxsrc, 1, grep, 6.979
BetrFS-0.2, linuxsrc, 1, grep, 7.087
########################################
