pulls_performed filesystem_size_bs aged_time aged_layout_score clean_time clean_layout_score filesystem_size file_count
3600 441784 10.3521399498 0.29206853243 10.1765370369 0.43526796217  547192 56971
3700 446701 10.5218169689 0.282677128359 10.3723199368 0.422222222222  554716 58210
3800 455639 10.7705309391 0.277810538 10.5892019272 0.435846772351  565388 59368
3900 461061 10.8679578304 0.274963226491 10.7510249615 0.411723784  573892 60556
4000 466550 11.0879070759 0.26837201423 10.9654490948 0.417233815175  581512 61681
4100 470916 11.2230119705 0.263131364049 11.0981860161 0.421190386029  587864 62680
4200 477034 11.4325640202 0.251532104684 11.27084589 0.406157011537  596432 63966
4300 480836 11.6385920048 0.248343058461 11.4687721729 0.398919702259  603104 65140
4400 484921 11.774091959 0.237221350251 11.6012818813 0.398035823772  608976 66154
4500 489152 11.9859249592 0.23143638523 11.7413749695 0.392149439709  615444 67197
4600 494896 12.1656968594 0.22072926261 11.9507009983 0.382489970234  621816 68395
4700 494687 12.3062000275 0.211232974215 12.1318559647 0.372688569708  628060 69571
4800 502605 12.5405440331 0.202977024901 12.3695938587 0.368195315078  636368 70867
4900 507961 12.7701249123 0.194061381997 12.555907011 0.362255165365  644632 72241
5000 514484 12.9205601215 0.187782781569 12.7851798534 0.36684879315  651264 73328
5100 519959 13.1216380596 0.186269004388 12.9206159115 0.361385781306  660260 74463
5200 523663 13.3049230576 0.181361347492 13.1268661022 0.355906681243  665976 75382
5300 527877 13.391669035 0.176407170873 13.1477370262 0.349192256274  672232 76406
5400 533568 13.587416172 0.173028944646 13.5319330692 0.346014584622  680820 77775
5500 538474 13.8418610096 0.162928946306 13.7307469845 0.339785292755  688252 78992
5600 541972 13.9841668606 0.154935954841 13.8082311153 0.337642197521  693724 79925
5700 544671 14.1914730072 0.147516010383 13.9671239853 0.333090386286  699512 80955
5800 552109 14.3672170639 0.151318126209 14.1214501858 0.33011416992  708032 82016
5900 558514 14.4702949524 0.140493917012 14.2889418602 0.327428425859  714448 82983
6000 562194 14.7230949402 0.138897818823 14.4659650326 0.327705354979  721896 84029
6100 566568 14.8671429157 0.135156318035 14.5007088184 0.314860121264  728332 85000
6200 573149 15.0404040813 0.134699027827 14.816781044 0.329272822515  737112 86060
6300 577889 15.231760025 0.127573151707 14.8336789608 0.327341862923  743656 87048
6400 583052 15.3342840672 0.128016029048 14.924036026 0.332834378612  751000 88110
6500 588614 15.4995679855 0.124080848046 15.2359240055 0.310900394395  758852 89207
6600 594233 15.7459659576 0.117903606648 15.5000348091 0.307346035216  766956 90516
6700 601934 15.9509279728 0.11274554843 15.6428408623 0.317961076423  775432 91859
6800 611406 16.4338781834 0.108235634418 15.9397060871 0.311295782764  790220 93695
6900 619141 16.727463007 0.105416845264 16.3603768349 0.321718890202  800756 95165
7000 623525 16.9898660183 0.100621294171 16.421998024 0.304018377868  808484 96377
7100 628638 17.1998159885 0.0997361477573 16.6520678997 0.306889187693  815328 97356
7200 633379 17.3800899982 0.0955447967281 16.6722760201 0.290789242398  822200 98438
7300 637790 17.7047660351 0.0885521270769 16.8838129044 0.295897686771  828792 99548
7400 641810 17.9113178253 0.0849665856885 17.1662828922 0.282826162994  835296 100737
7500 647616 18.2626199722 0.0746813012886 17.2539098263 0.295158878826  844320 102207
7600 654967 18.3939418793 0.0711130027665 17.5635259151 0.275660024428  854928 103796
7700 660940 18.6933951378 0.0649248292344 17.8799481392 0.267401885701  861568 104842
7800 665793 18.9795742035 0.0569986603419 17.9424481392 0.272979608366  870492 106201
7900 671881 19.306666851 0.0430025166867 18.2289810181 0.268472369061  879696 107730
8000 677098 19.4635539055 0.0476743607188 18.4624478817 0.262069080622  887724 109054
8100 684338 19.6853260994 0.0499463163157 18.7331969738 0.263716596199  897152 110118
8200 689425 19.9588229656 0.0413522166683 18.9246778488 0.263633988636  904684 111385
8300 694586 20.1569478512 0.0371091215778 18.9720468521 0.253538301453  912828 112778
8400 698475 20.4902229309 0.0300616421202 19.3500699997 0.25082393334  919412 113935
8500 705370 20.7788770199 0.0255964075218 19.5634939671 0.249516409956  929152 115379
8600 710848 20.9260940552 0.0291164260143 19.7075560093 0.24903063819  936444 116348
8700 715856 21.1976759434 0.0250623205326 19.9052770138 0.246106487469  943528 117457
8800 724008 21.4829230309 0.0218281464083 20.0447921753 0.23395328006  952556 118779
8900 725268 21.7240848541 0.0115039743138 20.2581059933 0.244838128087  958156 119843
9000 729600 21.8304708004 0.00942808651106 20.3534228802 0.226892595314  964396 120827
9100 734730 22.1258938313 0.00576132324586 20.4593718052 0.235347650568  971424 121834
9200 739033 22.306732893 -0.00736887059828 20.6440970898 0.240688808028  977896 122925
9300 743787 22.6666929722 -0.0118304330356 20.8401219845 0.221958347148  985020 124059
9400 748397 22.6588640213 -0.013268665536 21.0221719742 0.244051567062  992068 125083
9500 752681 23.0610909462 -0.00890899018797 21.1531879902 0.219077040427  998544 126228
9600 757448 23.4171369076 -0.0240793201133 21.388422966 0.2219244028  1005280 127345
9700 763700 23.4890859127 -0.0114866076767 21.5305240154 0.226696456017  1013828 128640
9800 768232 23.6677589417 -0.0311824962555 21.7518289089 0.22548146374  1020904 129797
9900 774882 24.0207951069 -0.0184455759439 21.9308400154 0.220554332824  1028016 131023
10000 778222 24.2596821785 -0.021623806025 22.097520113 0.208797645262  1035324 132134
