insertions,bins,balls,alpha,perc,observed,lower bound,upper bound
0.01,16,654,1.19433820005,1.12279875257,4.92464949642,40.9486091925,97.9357324037
0.02,32,11118,1.23147516994,1.12915698514,0.0,348.150241582,855.87524311
0.03,59,11554,1.7513276294,1.6460328414,0.0,200.469263207,686.520430726
0.04,65,9592,1.28922253797,1.17094515883,0.0,149.66635272,381.609871238
0.05,74,7412,1.31614526634,1.26793239697,0.0,102.57457707,264.545198535
0.06,115,3052,1.73563831295,1.60699919295,0.0,27.0171444879,93.7244688994
0.07,129,872,1.30374210344,1.17465363496,0.0,6.81311492071,18.2523894482
0.08,129,872,1.30374210344,1.17465363496,10.68,6.81311492071,18.2523894482
0.09,129,0,1.30374210344,1.17465363496,0,0.0,1.30374210344
0.1,146,3270,1.34207126445,1.25272616356,35.6666666667,22.7811999623,60.3932069
0.11,186,872,1.58994266641,1.45027809389,72.0571428571,4.79423551668,15.8994266641
0.12,229,3706,1.86251694909,1.596891893,19.7222222222,16.4618593605,61.46305932
0.13,249,1526,1.668437662,1.21325350868,32.4492753623,6.18988526675,21.689689606
0.14,256,4578,1.71534153201,1.1933776422,13.6732673267,18.0301332923,61.7522951525
0.15,258,4578,1.33280841293,1.1945822489,29.3650793651,17.8812605998,47.9811028656
0.16,258,5014,1.33280841293,1.1945822489,36.5076923077,19.5842377997,51.9795281044
0.17,258,5014,1.33280841293,1.1945822489,27.4855072464,19.5842377997,51.9795281044
0.18,261,5668,1.29144207083,1.18173127455,24.4864864865,21.8984750881,56.8234511167
0.19,269,5450,1.27768468673,1.2027771757,28.3037974684,20.4738375803,52.385072156
0.2,298,5886,1.38850524181,1.26891915655,23.46,20.0935719663,55.5402096724
0.21,331,5668,1.47498319725,1.36933818549,29.5303867403,17.495116978,51.6244119036
0.22,372,5450,1.54739658905,1.44918979944,24.9130434783,14.9637109658,46.4218976714
0.23,413,2180,1.66761185006,1.51959151208,22.1047120419,5.3756417283,18.3437303506
0.24,449,5232,1.7428995714,1.57174659547,8.28881987578,11.816292862,41.8295897136
0.25,477,4360,1.8515881861,1.54217666067,16.2239747634,9.23256070992,35.1801755358
0.26,494,5450,1.77473257617,1.23196467849,10.7960339943,11.1146361508,40.8188492519
0.27,506,4360,1.73098541336,1.19417677261,12.1395348837,8.66703107489,31.1577374405
0.28,511,5886,1.62020729053,1.1955086207,13.1450381679,11.5793778296,38.8849749726
0.29,513,5450,1.49653453166,1.19711574216,17.459807074,10.6779482538,32.9237596966
0.3,514,4796,1.40021918863,1.19869454661,14.2291666667,9.37801545222,26.6041645839
0.31,514,5668,1.40021918863,1.19869454661,11.0376884422,11.0831091708,32.2050413384
0.32,514,6976,1.40021918863,1.19869454661,12.1590361446,13.6407497487,39.2061372816
0.33,514,9156,1.40021918863,1.19869454661,13.8181818182,17.9034840451,50.4078907906
0.34,516,6104,1.33054511041,1.19627236316,18.3846153846,11.8907267287,31.9330826499
