insertions,bins,balls,alpha,perc,observed,lower bound,upper bound
0.01,16,0,1.15849885508,1.09646089466,10.008218015,0.0,1.15849885508
0.02,32,0,1.17827424125,1.12073977061,0,0.0,1.17827424125
0.03,61,0,1.72915134091,1.1587376196,0,0.0,1.72915134091
0.04,64,0,1.21572471564,1.15114482114,0,0.0,1.21572471564
0.05,71,0,1.28299438596,1.22079576595,0,0.0,1.28299438596
0.06,115,0,1.72342196965,1.55365210423,0,0.0,1.72342196965
0.07,125,0,1.55050271278,1.15478669339,0,0.0,1.55050271278
0.08,128,218,1.2641108738,1.1610010986,0,1.70803463786,5.05644349519
0.09,130,872,1.20908281114,1.17289277562,2.98214285714,6.7342054005,16.9271593559
0.1,148,1526,1.29501931993,1.25923355261,63.8823529412,10.4586385878,27.1954057184
0.11,189,1962,1.60661951878,1.48926306686,31.4390243902,10.6146547289,33.7390098944
0.12,230,2834,1.6903025368,1.56530409865,22.8860759494,12.4612581178,42.25756342
0.13,245,4360,1.70049200011,1.24517371953,29.6904761905,17.9188836852,61.2177120039
0.14,250,4360,1.5798450975,1.19187198677,33.24,17.5358831729,55.2945784125
0.15,254,4142,1.56077348939,1.17821361992,39.4489795918,16.3909694593,51.5055251498
0.16,257,5450,1.32170857255,1.17536873976,22.803030303,21.3126255817,56.8334686198
0.17,257,5450,1.32170857255,1.17536873976,31.2876712329,21.3126255817,56.8334686198
0.18,261,4360,1.26333628583,1.16784669761,35.1323529412,16.8059340862,42.9534337182
0.19,269,6976,1.25464524964,1.1858948129,26.7553956835,26.1529771211,65.2415529815
0.2,298,2180,1.35068278936,1.2780555181,33.1818181818,7.43285638327,20.2602418404
0.21,327,4142,1.45841149495,1.35754543556,9.34715025907,12.9207449682,37.9186988687
0.22,385,872,1.60668258277,1.51214596157,18.6091954023,2.30905791595,8.03341291383
0.23,424,6540,1.68691423263,1.56355789482,15.6517857143,15.656930302,52.2943412114
0.24,452,4796,1.67889955241,1.56676130467,20.0262295082,10.7243975158,36.935790153
0.25,479,4796,1.7187953507,1.48635676758,20.2681818182,10.0829574019,36.0947023647
0.26,489,4578,1.67160101372,1.2582495075,14.5793357934,9.41505933577,31.7604192607
0.27,496,4796,1.64833050121,1.20157343312,9.32418952618,9.71619448462,32.9666100241
0.28,502,3706,1.63907799755,1.18735232443,17.2644628099,7.41377430727,24.5861699632
0.29,504,4578,1.51494926327,1.17793862426,9.56637168142,9.12004333306,28.7840360021
0.3,509,4796,1.47059849443,1.18211416328,16.037037037,9.4599165633,27.9413713941
0.31,510,7412,1.47348768597,1.18091129133,12.8576512456,14.5910648068,44.204630579
0.32,512,5232,1.33503381893,1.17727543253,17.8459302326,10.2595295603,28.0357101976
0.33,512,8938,1.33503381893,1.17727543253,10.8143236074,17.5266963322,46.7261836627
0.34,513,8284,1.33764130686,1.17635733587,19.1785714286,16.2143025582,44.1421631264
0.35,516,3706,1.34546377064,1.1792178222,15.0481012658,7.21379947747,20.1819565597
0.36,521,7630,1.29965217541,1.18512631445,8.93617021277,14.7180608732,38.9895652624
0.37,526,5014,1.25682130695,1.18929659251,17.4721407625,9.58668618239,25.136426139
0.38,537,5450,1.27948707098,1.2103066194,12.3243243243,10.2249077559,26.8692284905
0.39,554,7194,1.31999224827,1.2243890322,11.9721577726,13.1138589095,34.3197984551
0.4,586,6540,1.39623728788,1.26387177527,14.885786802,11.3144771322,32.1134576213
0.41,618,6540,1.39334095334,1.30600200591,13.3644444444,10.7572692743,30.6535009736
0.42,666,6976,1.50156160991,1.37484891704,11.807775378,10.6737790504,31.5327938082
0.43,713,6758,1.59398365169,1.4450213256,12.728,9.66277377316,30.2856893822
0.44,758,7848,1.58593466991,1.47123089575,10.7034358047,10.5407523437,33.3046280681
0.45,806,8720,1.67231480431,1.51369223338,10.7243589744,10.9955696338,36.7909256949
0.46,844,9374,1.70417123598,1.54160569614,11.3587360595,11.2635809712,39.1959384276
0.47,877,10682,1.76843295629,1.55649422557,14.6730310263,12.33212925,44.2108239072
0.48,896,11554,1.71263672253,1.56180325163,17.1076487252,13.0414045537,44.5285547857
0.49,926,14170,1.76540940557,1.53907811071,17.745508982,15.4446078234,54.7276915726
0.5,956,13298,1.70582169824,1.4743339611,19.4770408163,14.0085211762,47.7630075507
0.51,963,12644,1.70196856141,1.42302755471,21.4042553191,13.2159640815,45.9531511579
0.52,970,14606,1.69052331968,1.38363724275,21.32247557,15.149648619,52.4062229102
0.53,979,15478,1.7062085876,1.27849615417,23.6151202749,15.8999703944,54.5986748031
0.54,988,19620,1.68489583562,1.22424410918,25.1083916084,19.9616636177,67.3958334248
0.55,1001,17222,1.66412263646,1.20929990872,25.9398734177,17.2833616924,58.2442922763
0.56,1004,14606,1.65339070642,1.20835257654,23.6060606061,14.6117979635,49.6017211927
0.57,1006,12862,1.58590932798,1.20275941159,21.7049180328,12.8404959463,41.2336425275
0.58,1009,16568,1.50103230576,1.19972841782,18.8941605839,16.4893742232,49.5340660902
0.59,1013,17222,1.50112898766,1.19784017574,22.5325670498,17.0719582139,52.5395145682
0.6,1016,16786,1.47375995623,1.19557306829,25.1132075472,16.5899252684,50.1078385118
0.61,1019,18094,1.47726617649,1.19508724458,27.3111111111,17.8304534265,53.1815823537
0.62,1021,18312,1.43688065785,1.19513446565,29.2807017544,18.0097700767,51.7277036825
0.63,1022,20710,1.43828798464,1.19428626939,24.6476868327,20.348613441,58.9698073703
0.64,1024,21146,1.44110263823,1.19437430234,28.0183150183,20.7368791239,60.5263108057
0.65,1026,19184,1.44391729182,1.19594673962,32.9961832061,18.7776918316,54.8688570892
0.66,1028,20492,1.38167415968,1.19596784249,26.2058823529,20.0203108606,55.2669663873
0.67,1030,19184,1.38436224171,1.19531376187,28.7137931034,18.7072831343,52.6057651848
0.68,1031,18748,1.33362009909,1.19602611928,26.8916083916,18.2648037653,49.3439436662
0.69,1033,20056,1.32765059397,1.19507685997,29.9545454545,19.5033620024,51.7783731647
0.7,1037,17658,1.32536905185,1.19175704347,25.3651685393,17.1088262511,46.3879168148
0.71,1040,20274,1.3118584122,1.19361122803,27.8,19.5902230383,51.1624780759
0.72,1043,22890,1.29404378159,1.19534167584,31.3333333333,22.0588906087,56.9379263901
0.73,1050,18748,1.30047819016,1.1977273019,32.4423676012,17.9545307508,46.8172148457
0.74,1061,19402,1.31410224739,1.19932357279,24.4772727273,18.4016349678,48.6217831534
0.75,1075,17658,1.32236227353,1.20661900727,28.5359477124,16.5459699466,43.6379550267
0.76,1080,15042,1.32351867047,1.20954164823,24.5059665871,14.0341876558,37.0585227732
0.77,1110,17222,1.32756173849,1.2283771004,20.6071428571,15.66503559,42.4819756316
0.78,1124,18966,1.34430576041,1.23873443698,22.869047619,17.0528339815,45.706395854
0.79,1158,18312,1.38496981366,1.25877314882,22.1051136364,16.0187113487,44.3190340373
0.8,1188,14606,1.42084986065,1.27988003422,21.3578947368,12.4721882268,35.5212465163
0.81,1227,15260,1.39601519513,1.30933989312,17.2224532225,12.6364553952,34.9003798781
0.82,1257,13952,1.41846623427,1.32761704078,15.2554858934,11.2884548084,32.6247233883
0.83,1303,15042,1.47037510204,1.35832367749,16.371007371,11.7538145337,35.2890024489
0.84,1349,12862,1.49420824629,1.39127591287,14.5362537764,9.71284796177,29.8841649259
0.85,1373,13516,1.52079163985,1.39587742948,14.062992126,10.0286434231,30.4158327971
0.86,1421,15478,1.57395842697,1.42234059545,11.4601018676,11.0970340174,34.6270853934
0.87,1465,14606,1.57045553466,1.44236507169,15.0105078809,10.1550369195,31.4091106931
0.88,1484,15260,1.59082321736,1.45264507908,14.5113268608,10.4716918193,33.4072875645
0.89,1533,17222,1.63277895206,1.48272903474,12.4716981132,11.4341812086,37.5539158974
0.9,1583,16786,1.66220530105,1.51148540488,14.6519083969,10.7831984092,36.568516623
0.91,1616,20056,1.63846427122,1.52059311098,12.012987013,12.6109522231,40.9616067806
0.92,1651,14824,1.67395081175,1.5265862316,17.7268817204,9.11559513519,30.1311146115
0.93,1701,16786,1.6957803391,1.54157905992,14.0393811533,10.0040681513,33.9156067821
0.94,1734,18530,1.69866358159,1.54613748149,16.5161904762,10.822200652,37.3705987949
0.95,1751,18748,1.70594571229,1.5484053775,14.2704174229,10.8372532248,37.5308056705
0.96,1785,20056,1.70720651151,1.55317269529,14.6494623656,11.3612845606,39.2657497647
0.97,1822,20710,1.73051610193,1.53891837637,14.4044585987,11.4786623374,39.8018703445
0.98,1846,20928,1.7533110451,1.52867547241,17.2625820569,11.4396520085,40.3261540373
0.99,1861,24198,1.69012680665,1.51501061643,15.9075,13.1129032828,45.6334237795
1.0,1875,23544,1.6950775076,1.50662204287,19.0841584158,12.6581032351,44.0720151976
1.01,1892,28558,1.71044621033,1.48755703896,17.6576200418,15.2077130087,53.0238325204
1.02,1913,14824,1.72943107842,1.45961529347,19.3562753036,7.80221137003,27.6708972547
1.03,1929,27468,1.70529433829,1.40728130598,20.0049627792,14.3302620733,49.4535358103
1.04,1936,15478,1.71148254998,1.36926323713,20.6109785203,8.04402808671,27.3837207998
1.05,1950,27032,1.7052215612,1.30473109174,22.0325443787,13.9425011987,47.7462037137
1.06,1956,27032,1.66394158115,1.28238792288,20.828375286,13.8972992544,46.5903642722
1.07,1969,28122,1.65837418379,1.25302034916,20.6241299304,14.3568639088,48.09285133
1.08,1976,28558,1.63954381386,1.24452271575,23.7851851852,14.5260068397,47.546770602
1.09,1983,28558,1.64535191442,1.23263775862,22.5493333333,14.4725645369,47.7152055181
1.1,1989,27686,1.65033028632,1.22476062464,23.5514018692,13.9862935314,46.209248017
1.11,1993,28340,1.65364920092,1.22281212553,23.0625,14.2867351284,47.9558268268
1.12,1998,28340,1.63584148679,1.21995790556,20.8736383442,14.2496117356,47.4394031168
1.13,2005,28558,1.57917052567,1.21990247216,22.4621409922,14.3071108923,45.7959452444
1.14,2007,28340,1.58074575811,1.21532574534,22.1659192825,14.1833495941,45.8416269853
1.15,2009,26378,1.56984312471,1.21579463409,22.4809322034,13.1877991385,42.385764367
1.16,2016,28776,1.57531296138,1.21554686209,21.556547619,14.3356113152,45.6840758799
1.17,2021,26160,1.57921998757,1.21408247742,20.7072243346,12.9995116474,41.0597196768
