insertions,bins,balls,alpha,perc,observed,lower bound,upper bound
0.01,16,2398,1.06180976397,1.05470757056,9.8544469489,149.963966754,318.542929191
0.02,32,4796,1.16275051212,1.09700971144,0.0,150.043984623,348.825153635
0.03,61,7848,1.73534641948,1.14796047949,0.0,129.464488092,447.719376227
0.04,64,5668,1.20441755225,1.11267111634,0.0,88.6877798874,214.386324301
0.05,68,5886,1.27969364927,1.15392603246,0.0,87.2910402026,222.666694973
0.06,120,3052,1.76839436374,1.64402746338,0.0,25.6232743034,90.1881125506
0.07,128,1962,1.21601250237,1.14613508821,0.0,15.3540748396,37.6963875735
0.08,128,654,1.21601250237,1.14613508821,0.0,5.11802494652,13.3761375261
0.09,128,3924,1.21601250237,1.14613508821,0.0,30.7081496791,75.392775147
0.1,136,1308,1.29201328377,1.18260568732,0.0,9.69867643154,25.8402656754
0.11,187,2398,1.5630642133,1.45751723798,42.6363636364,13.1004965509,40.6396695458
0.12,236,2398,1.74738498328,1.62269166995,33.3214285714,10.2491699809,36.6950846488
0.13,252,1526,1.74632610364,1.14282433452,12.75,6.07253977804,22.7022393474
0.14,255,6976,1.49906959747,1.14805083652,26.1515151515,27.4129213131,82.4488278606
0.15,256,6976,1.25834287099,1.15032427702,33.2619047619,27.3041250055,69.2088579046
0.16,256,5232,1.25834287099,1.15032427702,19.5833333333,20.4780937542,51.5920577107
0.17,256,2398,1.25834287099,1.15032427702,27.3913043478,9.38579297066,23.9085145489
0.18,257,2834,1.26325827283,1.14769746359,33.6086956522,11.0527860874,29.0549402751
0.19,260,3924,1.20293708768,1.15461903611,34.52,15.1402237368,37.2910497181
0.2,279,5014,1.2908440287,1.20312447988,25.6258992806,18.155750963,46.4703850333
0.21,321,1962,1.44687200142,1.31331791474,34.2391304348,6.22866799836,18.8093360185
0.22,376,2834,1.5520056208,1.48052340384,8.67027027027,7.69639564356,24.8320899327
0.23,427,2834,1.68154118538,1.58452380106,16.3076923077,6.7417756444,23.5415765953
0.24,466,5886,1.73169621828,1.61591689098,19.4533333333,12.7518706611,45.0241016753
0.25,489,3924,1.80074673407,1.20763153791,17.35,8.06903295866,30.6126944792
0.26,504,8284,1.71490611808,1.17533556427,9.8813559322,16.486279824,56.5919018966
0.27,507,5886,1.65013176619,1.15879777777,15.1087470449,11.6394912365,39.6031623887
0.28,508,6758,1.5696048443,1.15391902807,14.1223404255,13.3358318696,42.379330796
0.29,510,8284,1.53650565202,1.1553145391,13.5268292683,16.2817281869,50.7046865166
0.3,512,9156,1.26846778522,1.15563995388,19.6194331984,17.9237856368,45.664840268
0.31,512,6976,1.26846778522,1.15563995388,28.2323943662,13.656217628,35.5170979862
0.32,512,4578,1.26846778522,1.15563995388,13.7951219512,8.96189281838,22.832420134
