insertions,bins,balls,alpha,perc,observed,lower bound,upper bound
2.22,4070,17876,1.71011893064,1.20685082917,5.22458628842,4.40912656763,15.3910703758
2.23,4078,17440,1.71348034378,1.20425821546,5.27934978928,4.29272041098,15.421323094
2.24,4079,18530,1.71390052042,1.2039123847,5.68318042813,4.55984090192,17.1390052042
2.25,4079,20492,1.71390052042,1.2039123847,5.39857227841,5.04264758566,18.8529057246
2.26,4084,18748,1.64533812906,1.2042362163,5.92835820896,4.60763884395,16.4533812906
2.27,4087,20274,1.64654675158,1.20471392405,5.63323076923,4.97887013531,16.4654675158
2.28,4091,18312,1.59452352167,1.2041854195,5.80801944107,4.49244263231,14.350711695
2.29,4092,20492,1.59491328542,1.20406821108,5.64234016888,5.02596970806,17.5440461397
2.3,4093,18094,1.59530304918,1.20412365237,5.89848812095,4.43670176611,14.3577274426
2.31,4093,21146,1.59530304918,1.20412365237,5.55887850467,5.18506110015,17.548333541
2.32,4094,20274,1.59569281293,1.20418231652,5.54047474133,4.97000719461,15.9569281293
2.33,4095,20710,1.53422050066,1.20410865944,5.89550425273,5.07558944364,16.8764255073
2.34,4095,19838,1.53422050066,1.20410865944,5.75227686703,4.86188041444,15.3422050066
2.35,4095,19402,1.53422050066,1.20410865944,5.99878567092,4.75502589983,15.3422050066
2.36,4097,19402,1.51554013834,1.20418936999,5.79415274463,4.75264876927,15.1554013834
2.37,4097,18530,1.51554013834,1.20418936999,5.93237319975,4.5390465774,15.1554013834
2.38,4098,19620,1.51591005294,1.20406262938,5.74109837055,4.80486916082,15.1591005294
2.39,4100,18966,1.47633096172,1.20320701986,5.69034608379,4.64240544069,14.7633096172
2.4,4100,18748,1.47633096172,1.20320701986,6.15958737864,4.58904445861,14.7633096172
2.41,4100,20710,1.47633096172,1.20320701986,5.73960216998,5.06929329731,16.239640579
2.42,4101,18748,1.47669104245,1.20322800491,5.71957671958,4.58795166083,14.7669104245
2.43,4101,18312,1.47669104245,1.20322800491,5.81105710814,4.48125511058,13.290219382
2.44,4101,19402,1.47669104245,1.20322800491,5.57263922518,4.74799648621,14.7669104245
2.45,4101,19620,1.47669104245,1.20322800491,5.66002415459,4.80134476133,14.7669104245
2.46,4101,19838,1.47669104245,1.20322800491,5.76124775045,4.85469303646,14.7669104245
2.47,4101,19402,1.47669104245,1.20322800491,5.86663007684,4.74799648621,14.7669104245
2.48,4101,20492,1.47669104245,1.20322800491,5.74772589448,5.01473786183,14.7669104245
2.49,4101,20056,1.47669104245,1.20322800491,5.4006006006,4.90804131158,14.7669104245
2.5,4101,11990,1.47669104245,1.20322800491,5.63365282215,2.93415513192,8.86014625468
2.51,4101,18748,1.47669104245,1.20322800491,5.42046063203,4.58795166083,14.7669104245
2.52,4101,19620,1.47669104245,1.20322800491,5.35765983112,4.80134476133,14.7669104245
2.53,4103,18530,1.47741120389,1.20321890723,5.5581120944,4.53242245209,14.7741120389
2.54,4103,20056,1.47741120389,1.20321890723,5.69922109047,4.90568077167,14.7741120389
2.55,4104,20274,1.47777128461,1.20312631189,5.82456140351,4.95782751781,14.7777128461
2.56,4104,19620,1.47777128461,1.20312631189,5.56578171091,4.79789759788,14.7777128461
2.57,4104,19402,1.47777128461,1.20312631189,5.81643671266,4.74458762457,14.7777128461
2.58,4105,20492,1.43376055732,1.20317050042,5.58051099228,5.00990584378,14.3376055732
2.59,4106,21146,1.43410982907,1.20255432835,5.75960346964,5.16858059568,15.7752081198
2.6,4106,18748,1.43410982907,1.20255432835,5.92845786963,4.58245289926,14.3410982907
2.61,4109,19184,1.43515764434,1.20233506699,5.46334134615,4.68573968991,14.3515764434
2.62,4110,18094,1.4355069161,1.20242112448,5.57005411906,4.41846745172,12.9195622449
2.63,4110,20056,1.4355069161,1.20242112448,5.50746268657,4.89757838021,14.355069161
2.64,4112,19838,1.43620545961,1.20240968316,5.94092570037,4.8421171086,14.3620545961
2.65,4115,18530,1.43725327487,1.2021562456,5.61691022965,4.51972014731,14.3725327487
2.66,4116,17222,1.43760254663,1.20235894508,5.59821925431,4.19971938549,12.9384229197
2.67,4117,20056,1.43795181839,1.2025746893,5.32699386503,4.88966106216,14.3795181839
2.68,4121,18530,1.43934890541,1.20192343224,5.85196195006,4.51345769994,12.9541401487
2.69,4122,19402,1.43969817716,1.20211673269,5.40465971796,4.72477993839,14.3969817716
2.7,4122,19838,1.43969817716,1.20211673269,5.71731234867,4.83095476847,14.3969817716
