pulls_performed filesystem_size aged_time aged_layout_score clean_time clean_layout_score
0 2951104 890.745332003 0.773003747882 564.775550842 0.778084954753 
1 2941056 990.382936954 0.770234643294 574.073783159 0.77718468359 
2 2944012 1043.95950699 0.769942001057 596.255404949 0.777103259309 
3 2945900 1104.19082308 0.769763293771 611.783106804 0.777310964013 
4 2944568 1162.90265298 0.769348493526 612.597173929 0.776924052135 
5 2936952 1200.84447289 0.769229527797 603.370490074 0.776776732111 
6 2934952 1243.35679412 0.769013186136 613.210639954 0.777018037515 
7 2935888 1276.21058011 0.768921976694 622.364306927 0.776552048834 
8 2934348 1314.29471779 0.768639577399 639.513713837 0.774141237426 
9 2939224 1345.69401789 0.76844223752 628.541815042 0.776659388499 
10 2937572 1386.97597814 0.768018287558 626.263529062 0.776632307053 
11 2935520 1414.3778441 0.767796963602 622.571263075 0.776850900456 
12 2936844 1428.79522204 0.7675947794 601.321362019 0.776820979678 
13 2933672 1454.57354307 0.767451569244 623.577390194 0.777144577594 
14 2938416 1479.4319129 0.767475054854 629.633536816 0.77743118025 
15 2944532 1508.00971794 0.76748338525 631.647156 0.777056686086 
16 2943384 1515.00957489 0.767249649472 635.705549002 0.777427739262 
17 2942944 1533.74788094 0.767035359039 630.642640114 0.777097625758 
18 2945588 1536.79485202 0.766890596296 633.122653008 0.777135716368 
19 2950212 1550.99306107 0.766884855299 631.261262894 0.777089804141 
20 2946328 1561.54253387 0.766651833464 585.909533978 0.777055806881 
21 2946480 1566.43805194 0.766587763483 613.43947196 0.777385883995 
22 2944632 1571.54265904 0.766493473408 641.348394156 0.777416514167 
23 2947556 1606.16100001 0.766392120484 644.877029896 0.777353258898 
24 2951844 1604.46738195 0.766664436893 631.313998938 0.777437685999 
25 2948672 1624.02713799 0.76717550606 618.719637871 0.777376017041 
26 2942760 1625.8265841 0.76793243849 639.96734786 0.777368659206 
27 2939532 1614.95129991 0.768345401056 629.450201035 0.776945731277 
28 2942920 1638.7824769 0.768533771546 637.977836847 0.776941763313 
29 2946076 1658.19557405 0.768340022105 634.93730092 0.777156013477 
30 2949248 1649.85496092 0.768348789691 604.3016541 0.777527493118 
31 2948048 1646.38409996 0.76806093319 631.173566818 0.777648018664 
