fs_size aged_time clean_time aged_layout_score clean_layout_score blocks_written logical_bytes_written
307432 5.784985780715942 0 0.986582858143 0 352776 344423278
313860 8.766969919204712 0 0.979197687659 0 484584 861310698
319168 11.796294927597046 0 0.971245460372 0 452496 637195299
324976 13.530982971191406 0 0.966242894346 0 552360 704886044
333248 15.697636127471924 0 0.961540586075 0 560712 746564914
335260 17.104613065719604 0 0.958077221866 0 663304 646758421
341612 18.778315782546997 0 0.9548922712 0 792880 711939362
349372 22.44092607498169 0 0.94842818985 0 793784 782481726
362288 24.096764087677002 0 0.943318469599 0 801248 768815570
369280 26.04666495323181 0 0.939711647745 0 813408 662901461
368292 27.537477016448975 0 0.936475358231 0 852280 756321274
378392 29.31708812713623 0 0.934344736164 0 991792 1023712896
390092 32.67389798164368 0 0.929081447416 0 948296 962384308
397304 33.25567698478699 0 0.92854126094 0 999312 901794659
399244 36.518033027648926 0 0.924431157615 0 1113664 975963458
406332 37.94168710708618 0 0.923083946813 0 1075600 996579269
408124 38.972732067108154 0 0.919496913509 0 1033376 693180848
414404 41.05984091758728 0 0.919063806074 0 1134800 925301770
422896 43.17412304878235 0 0.915333716592 0 1210696 1014562928
424876 44.065711975097656 0 0.912895751175 0 1203448 948867618
428940 45.44018912315369 0 0.911252887471 0 1167024 865292415
434108 46.31364297866821 0 0.909838031086 0 1176904 713237713
441740 47.70496988296509 0 0.9102631913 0 1284616 811568226
447396 48.84681510925293 0 0.906987431601 0 1475400 886554113
458176 52.459625005722046 0 0.904169194402 0 1202424 916714013
460672 53.24477696418762 0 0.904094773125 0 1205688 976212451
469776 56.161661863327026 0 0.898695824002 0 1161616 970115831
478276 58.784647941589355 0 0.898643497977 0 1079056 1014418017
485428 59.979267835617065 0 0.894921655995 0 1071280 995949816
492016 62.73021912574768 0 0.892550575014 0 1170760 991859188
502060 64.45218586921692 0 0.890653301005 0 1329128 928961745
508324 66.66805005073547 0 0.888863662164 0 1338456 1012026871
517472 68.80576300621033 0 0.887064286913 0 1306888 977925651
525608 70.92377591133118 0 0.885430816109 0 1332944 991187241
533916 73.35927891731262 0 0.885151726981 0 1503848 1025052220
541636 75.04628801345825 0 0.882787514963 0 1393256 1032657432
548264 77.07868695259094 0 0.881230959424 0 1547224 954031314
558316 80.02553296089172 0 0.878876388913 0 1455208 1031583313
566684 81.93033409118652 0 0.8774757979 0 1473720 974877842
573752 83.53424882888794 0 0.876589126319 0 1433880 1000967814
578516 85.17434310913086 0 0.875335255465 0 1649888 948274799
588136 87.44586181640625 0 0.87535466518 0 1637576 958711488
594296 89.51777291297913 0 0.874283670533 0 1545368 928972442
598944 90.85248804092407 0 0.872356003905 0 1533656 952213592
605212 92.2862708568573 0 0.871632955902 0 1622672 969175490
611572 93.96886396408081 0 0.87268675287 0 1524240 1031237436
615928 95.18766403198242 0 0.871186173773 0 1651248 975882019
625352 98.40500712394714 0 0.868781260289 0 1879904 997548440
634284 100.60110282897949 0 0.867432320303 0 1722832 928636053
639116 101.87288284301758 0 0.866591359675 0 1770856 987867287
648204 104.23945212364197 0 0.865746321272 0 1636096 869998563
653552 105.35997176170349 0 0.86516972301 0 1656624 926424748
659592 106.73569083213806 0 0.866082039699 0 1865560 1039822370
668656 108.66448497772217 0 0.865001830831 0 1916888 985485184
674700 110.58840703964233 0 0.86297544465 0 1799384 1030919035
679960 111.52624106407166 0 0.863361652411 0 1915896 954298143
684112 113.60213494300842 0 0.862866069061 0 1845544 920518787
692208 115.75038409233093 0 0.861903919 0 2113200 982999273
699004 117.69650387763977 0 0.861333707905 0 1980448 941340346
706660 117.88045811653137 0 0.860471627458 0 2004968 904104231
712460 119.95568609237671 0 0.861021813215 0 1951192 939037365
720188 122.30613708496094 0 0.860822115156 0 2061952 878897384
726800 124.56785202026367 0 0.858925542712 0 1997880 944366422
733028 125.32686114311218 0 0.859310363323 0 2211824 946608034
740256 127.21992111206055 0 0.858849242993 0 2300872 1020442708
748148 130.0273039340973 0 0.857140964494 0 2402896 945302328
756476 132.22982501983643 0 0.857303890587 0 2959408 898160242
776708 136.12300896644592 0 0.85566492955 0 2564472 1067546048
781512 139.59873700141907 0 0.856481336236 0 2465496 993766901
788660 140.9219388961792 0 0.85490593669 0 2247232 970786246
794304 141.34402108192444 0 0.853478959846 0 2328232 957671877
801212 143.39142203330994 0 0.8528778162 0 2349576 890904447
806896 145.18792390823364 0 0.853168450918 0 2572680 779566587
813068 147.07701301574707 0 0.852634719964 0 2909040 796811997
821708 148.960382938385 0 0.851449909211 0 3063392 709773204
834248 153.73894596099854 0 0.851167090363 0 2389064 985564196
838308 154.22714495658875 0 0.850079027284 0 2849016 746259498
847060 156.79484701156616 0 0.849864416289 0 3278528 760494469
856440 159.12535691261292 0 0.84763478596 0 2492808 751670394
864360 161.63871812820435 0 0.848020272411 0 2499512 726395032
873268 163.14359092712402 0 0.847406634843 0 2630592 921746120
880468 164.90694379806519 0 0.846841874676 0 2694024 938893578
887252 167.60861110687256 0 0.846094314895 0 2478336 1062888563
893476 168.462140083313 0 0.845813988738 0 2901800 1060138247
903056 172.51513195037842 0 0.845063378364 0 2505984 801535856
910036 172.8971619606018 0 0.845798494525 0 2632184 716764588
