fs_size aged_time clean_time aged_layout_score clean_layout_score blocks_written logical_bytes_written
308368 5.74465704 0 0.9825998406 0 137960 344423278
312044 8.417697906 0 0.9752647645 0 193664 861310670
319544 12.88893414 0 0.9674159165 0 179680 637195292
326092 14.52862 0 0.9608778759 0 201648 704881951
330552 16.85815907 0 0.9555335288 0 210088 746564913
335448 17.46658516 0 0.9517828531 0 240744 646759671
341256 19.89594913 0 0.9478491923 0 296128 711935198
347920 22.98206592 0 0.9397322895 0 282520 782481690
355984 25.3811841 0 0.9354667426 0 280424 768815571
365776 27.32780504 0 0.9326437878 0 281808 662901501
371256 29.27481508 0 0.9281779741 0 331808 756321216
374632 32.093153 0 0.9263276809 0 345152 1023732741
389268 35.91418815 0 0.9201427831 0 330904 962379133
391820 37.79869795 0 0.9196698537 0 372552 901794626
396908 39.26516294 0 0.9171638605 0 378320 975963440
404424 41.49569297 0 0.9140513147 0 372560 996579267
408536 42.1201129 0 0.9102418028 0 398120 693179445
421884 45.11898112 0 0.9090909091 0 409040 925301798
419844 46.26571512 0 0.9058293951 0 419256 1014562952
425316 48.21793103 0 0.9054056991 0 405032 948867618
430548 49.92596912 0 0.9016397034 0 400472 865292422
435104 51.19087386 0 0.9023264716 0 424832 713233589
439784 52.40496612 0 0.8985039285 0 455352 811568200
454944 54.38256598 0 0.8969566004 0 507432 886555363
459868 56.42758107 0 0.8953186224 0 500616 916713998
465380 59.25373888 0 0.892051232 0 520384 976212462
471660 62.75242305 0 0.889573436 0 514240 970114806
489204 64.33344698 0 0.8871909273 0 486608 1014416697
488416 66.92428493 0 0.883997061 0 543088 995953689
494264 68.42436886 0 0.8841045436 0 535408 991859174
502748 70.70254397 0 0.880056161 0 595040 928964876
509748 73.20632696 0 0.8779271466 0 568600 1012026849
519800 76.28495884 0 0.8759151213 0 551904 977941485
526568 78.57244611 0 0.8742071688 0 600200 991187243
536104 81.38857794 0 0.8728164956 0 616168 1025052221
542380 83.72492599 0 0.8736692132 0 607584 1032657420
550296 86.17113113 0 0.8716804594 0 670128 954051793
571008 88.82059693 0 0.8686598308 0 600056 1031583308
570384 91.24247193 0 0.8677837974 0 645704 974873744
587372 94.28983378 0 0.8671836809 0 629112 1000967809
582844 94.9303441 0 0.8649140362 0 691608 948274795
601844 97.44600701 0 0.8626911642 0 670896 958711496
596996 98.56452608 0 0.8631102083 0 668432 928972434
603172 101.810214 0 0.8602376074 0 661256 952213579
608480 103.411453 0 0.8606281213 0 681472 969175042
614744 105.3619452 0 0.858458181 0 687480 1031237433
618552 106.3205431 0 0.8578408121 0 710168 975881999
627604 108.97667 0 0.8563821065 0 781800 997552528
639420 110.4380519 0 0.8560720329 0 745408 928631282
646104 114.494827 0 0.8560160911 0 753952 987870690
654904 114.794426 0 0.8529056968 0 718280 870002681
662316 117.79933 0 0.8522298713 0 719656 926423407
665208 118.9041131 0 0.8516400062 0 755480 1039805961
673240 120.1332872 0 0.8510463384 0 764896 985485174
681084 122.538063 0 0.8511636637 0 765456 1030919060
684500 124.0147331 0 0.8506650414 0 798760 954298134
690300 124.2908061 0 0.8511959928 0 774632 920535468
697748 127.8019171 0 0.8492661028 0 810256 982999256
705352 128.875628 0 0.8475737433 0 849088 941319880
716140 130.7851729 0 0.8495379588 0 807608 904104228
719060 132.516109 0 0.8470528946 0 811808 939045566
727992 133.685559 0 0.8466082733 0 765144 878897395
736756 137.168905 0 0.846062214 0 827712 944366412
746792 137.0557051 0 0.8455461745 0 853360 946612156
746264 139.4635611 0 0.8460304996 0 897160 1020442673
754232 141.5554891 0 0.8461333524 0 905448 945294376
761408 144.2930479 0 0.8453819268 0 1014064 898093184
779240 148.183147 0 0.8425549591 0 957448 1067546059
789740 151.4464209 0 0.8416058348 0 903688 993766881
795644 152.451889 0 0.8418283582 0 865288 970778054
806076 154.6415489 0 0.8403757035 0 908800 957671878
809208 156.468133 0 0.8407083981 0 919208 890904424
815216 158.6862798 0 0.8390163573 0 934952 779566590
822304 160.8686571 0 0.8384359947 0 998960 796811979
836084 163.831713 0 0.838612332 0 1047856 709773176
839828 167.97155 0 0.8360433362 0 891856 985563117
847840 167.6734281 0 0.8366751068 0 1014080 746259691
862744 172.8765271 0 0.8350734352 0 1054528 760490914
866576 175.3301239 0 0.8360083141 0 1020632 751670423
875712 177.4443941 0 0.8344234295 0 1001528 726411463
891212 179.213213 0 0.8354440346 0 1063696 921746119
891940 181.0578721 0 0.8348166925 0 1106056 938894587
903884 182.604671 0 0.8334010927 0 1027432 1062888554
904868 184.149385 0 0.8338676979 0 1112632 1060133838
913072 188.4463811 0 0.8326439394 0 1018424 801535864
920196 201.1297009 0 0.8385602988 0 1067944 716764613
928284 190.563622 0 0.8321259284 0 1118776 778923893
938064 195.3498011 0 0.8313437845 0 1046048 691235907
942264 196.120477 0 0.8302500053 0 1022432 738620306
953212 196.9861541 0 0.8289929954 0 1124696 639013286
958728 198.867048 0 0.8293640147 0 1124256 840527729
961912 201.2782912 0 0.8294788342 0 1121824 873177905
968540 202.2256908 0 0.8285972644 0 1113424 957213258
972912 203.6534882 0 0.8293713628 0 1106848 1046894982
981236 207.1954119 0 0.8272051613 0 1098352 1058936113
986216 207.0467031 0 0.8268389162 0 1229888 945068401
997412 213.7664821 0 0.8281821387 0 1170392 999026180
1002836 213.6894121 0 0.8279864541 0 1245344 1016882339
1008892 215.2484159 0 0.8274957438 0 1160496 993252228
