fs_size aged_time clean_time aged_layout_score clean_layout_score blocks_written logical_bytes_written
308680 6.846081018447876 0 0.977432009521 0 140840 172211639
313512 9.262415885925293 0 0.969144022894 0 214712 430655339
323164 12.798352003097534 0 0.95918907253 0 194864 318597646
329416 15.78035283088684 0 0.953098827471 0 230824 352443010
334744 17.972231149673462 0 0.946399157508 0 224016 373282458
339456 19.65694808959961 0 0.942206001838 0 285440 323380116
346776 22.521338939666748 0 0.937619251587 0 357192 355967824
355488 28.05383610725403 0 0.92790674023 0 304136 391240881
362204 29.60155701637268 0 0.923055684542 0 316216 384407782
369268 34.65320110321045 0 0.917677955765 0 313752 331450760
375052 35.845155000686646 0 0.913785109446 0 368728 378160622
382428 37.86624002456665 0 0.910399808188 0 395672 511868757
392908 41.506417989730835 0 0.905438073556 0 342888 481191824
396760 44.28132700920105 0 0.902839190133 0 377080 450897321
402116 45.05120897293091 0 0.900437060937 0 416232 487981854
410120 47.51202893257141 0 0.896376573866 0 360160 498289625
415316 49.48145508766174 0 0.893528842039 0 421184 346590417
421924 52.79991006851196 0 0.892175499126 0 441352 462650895
427896 53.73303294181824 0 0.889794676145 0 447504 507281468
432664 55.41337990760803 0 0.886432811657 0 433024 474433813
439132 56.43566298484802 0 0.885036264156 0 411048 432646216
444196 59.94434714317322 0 0.883256253942 0 449968 356615417
449476 60.78057909011841 0 0.881018140732 0 421752 405784101
454044 63.15946912765503 0 0.879429174601 0 536256 443277681
465096 66.34422993659973 0 0.876522197232 0 526960 458356993
472480 68.62382006645203 0 0.874620627892 0 547720 488106241
478848 71.31350588798523 0 0.870185743613 0 553984 485059450
490768 74.9603590965271 0 0.866715815614 0 554440 507208341
498908 76.77394795417786 0 0.864961938969 0 534040 497977656
505440 79.00410509109497 0 0.862243024099 0 530480 495929585
513004 81.79277300834656 0 0.860591821066 0 652576 464483027
522156 85.77131199836731 0 0.857991893076 0 638728 506013415
530132 87.35174202919006 0 0.855990286023 0 593960 488974307
542188 90.88520908355713 0 0.853707113267 0 600088 495593604
548396 93.40450406074524 0 0.851750345866 0 669832 512526112
557112 97.14542007446289 0 0.849185656429 0 653864 516328708
564772 99.80564498901367 0 0.848003284381 0 684808 477032036
574616 103.00963497161865 0 0.846342443057 0 664168 515791649
583468 106.4345030784607 0 0.844725418022 0 689168 487434818
591124 108.3348228931427 0 0.843608740352 0 670104 500483910
596480 110.45285081863403 0 0.839608532737 0 757680 474136908
608020 113.43345212936401 0 0.840687409205 0 714240 479355739
612836 114.862459897995 0 0.838216195113 0 708544 464486224
618004 116.84458184242249 0 0.836909430144 0 710800 476106795
624472 118.93149399757385 0 0.836026392502 0 732552 484587856
630924 121.06720399856567 0 0.835781741868 0 696608 515618717
635880 122.5832462310791 0 0.83476975171 0 816944 487941000
645972 126.46100091934204 0 0.832886830435 0 810128 498774217
653968 130.91727304458618 0 0.831188352041 0 758640 464306201
661232 132.20334100723267 0 0.830001038252 0 797704 493937377
669988 134.50517010688782 0 0.828981159685 0 737704 435001341
675680 137.15080308914185 0 0.82708520704 0 775544 463213215
681860 138.8220500946045 0 0.827521600334 0 834776 519902975
690172 141.37417602539062 0 0.826626291414 0 838288 492742582
697020 144.32976603507996 0 0.825426516365 0 785960 515459526
702068 145.8866150379181 0 0.823583826458 0 847784 477149046
707396 149.0434639453888 0 0.824039419853 0 860960 460273877
715696 148.9828999042511 0 0.823220813913 0 867632 491503733
722524 152.578054189682 0 0.822081435567 0 851024 470664034
729728 154.63422513008118 0 0.822359920718 0 852064 452052119
736348 155.75033378601074 0 0.821821573311 0 884904 469520733
744704 157.72100400924683 0 0.821066842235 0 907288 439448699
752852 162.46272778511047 0 0.819750617497 0 924288 472183212
758052 162.22893714904785 0 0.820147029086 0 940176 473301990
765780 165.83240413665771 0 0.819704535325 0 1011528 510221346
773400 168.91031193733215 0 0.818550761746 0 1055168 472647204
781728 171.09452295303345 0 0.817163159333 0 1157448 449048738
796556 180.45606303215027 0 0.816706274651 0 1078936 533773033
807360 179.78196597099304 0 0.815790281864 0 1011680 496883438
814208 182.9079179763794 0 0.814348362508 0 969856 485389020
821208 183.6149640083313 0 0.812268602097 0 1034064 478835946
827832 186.1419620513916 0 0.813087937022 0 1015640 445452210
834256 188.24318981170654 0 0.812771743993 0 1099752 389783298
841060 190.14284110069275 0 0.812097362073 0 1195168 398405993
849872 193.09836101531982 0 0.810352819682 0 1010008 354886588
860908 201.66172099113464 0 0.807171548363 0 924976 492781551
867320 201.1114661693573 0 0.808326165888 0 994608 373129846
876324 204.92684483528137 0 0.807885791203 0 1079392 380245627
886912 209.25017404556274 0 0.806666779625 0 1011608 375835219
894748 212.09073996543884 0 0.805953934289 0 995376 363213931
904964 212.942547082901 0 0.806174843109 0 1051144 460873067
912668 218.0043761730194 0 0.805466511978 0 1095808 469447431
919992 218.1317799091339 0 0.803572995744 0 1012672 531444269
927148 221.13911080360413 0 0.803970075246 0 1091640 530057955
937460 226.750638961792 0 0.803016553998 0 1014400 400767935
944300 225.70194292068481 0 0.803008664699 0 1061160 358382304
951300 229.61769604682922 0 0.801695373794 0 1125448 389461952
960356 232.3164119720459 0 0.800327823924 0 1081368 345617949
965792 232.5031340122223 0 0.800982711176 0 1034376 369310162
971964 234.70640397071838 0 0.79959105538 0 1053320 319506646
978088 239.13729691505432 0 0.800058774399 0 1125440 420263862
984776 240.5903880596161 0 0.799465871112 0 1134400 436588964
991292 240.08042192459106 0 0.799201511425 0 1106400 478606638
998416 245.24410605430603 0 0.799098264843 0 1110528 523447493
1004764 248.21002221107483 0 0.79806097395 0 1106576 529468064
1010856 249.8393349647522 0 0.797046171782 0 1243000 472535247
1019588 252.89964509010315 0 0.797583441215 0 1230928 499516601
1026408 254.06229400634766 0 0.796893839069 0 1191576 508441163
1033516 258.1860098838806 0 0.796289113325 0 1246424 496626125
