fs_size aged_time clean_time aged_layout_score clean_layout_score blocks_written logical_bytes_written
900 4.686038970947266 0 0.977819371573 0 206768 170090640
312200 7.422784805297852 0 0.97197968959 0 126824 172211639
318012 11.504014015197754 0 0.96190769403 0 174864 430655323
326788 15.402383089065552 0 0.950642750782 0 170384 318597644
332780 19.09262490272522 0 0.942703297884 0 186376 352443010
338396 21.802881956100464 0 0.934787214322 0 196768 373282470
343636 24.132417917251587 0 0.929584646158 0 213864 323380123
350400 29.07323694229126 0 0.923095769236 0 236176 355969344
359984 35.763742208480835 0 0.909571115201 0 246744 391241124
366536 37.75965094566345 0 0.903843045592 0 250800 384407783
375284 41.756611824035645 0 0.897868376215 0 255832 331450740
380596 45.083322048187256 0 0.892340446122 0 238368 378160625
386092 48.29765701293945 0 0.887655127368 0 261888 511864750
398192 52.5636670589447 0 0.882790966995 0 271840 481192483
403280 54.94097399711609 0 0.878694538659 0 279792 450897324
407344 58.75088691711426 0 0.874524021251 0 317280 487982852
416008 62.12682914733887 0 0.868035056928 0 278784 498289638
421252 64.0821521282196 0 0.867794361526 0 289776 346589696
428244 67.48971009254456 0 0.863420649864 0 282328 462650914
433284 69.48911809921265 0 0.860487023182 0 294136 507281462
439624 72.16956400871277 0 0.856247577206 0 303584 474433820
445972 75.1499228477478 0 0.855324122825 0 296080 432646209
451032 77.11382484436035 0 0.852800617722 0 291864 356615421
455732 78.51111602783203 0 0.849710382627 0 318608 405784108
461020 82.13004112243652 0 0.847742938373 0 422632 443277068
471844 88.22724199295044 0 0.843606847223 0 343064 458356983
479928 90.83434796333313 0 0.84149386603 0 398648 488106237
488932 94.84467196464539 0 0.836479947032 0 383408 485055875
498076 101.03467607498169 0 0.83313950163 0 384368 507209014
506052 102.80981111526489 0 0.829643707251 0 357392 497975834
513756 105.8060851097107 0 0.826184828613 0 437256 495929587
522540 109.89869618415833 0 0.823192818039 0 436048 464480561
531032 114.9304838180542 0 0.819545742467 0 487240 506013419
538884 118.35513305664062 0 0.816310880459 0 398608 488971250
548628 121.89023303985596 0 0.813645299445 0 451728 495593614
558984 127.73197484016418 0 0.810372940156 0 463536 512526118
566808 131.760507106781 0 0.808297897775 0 458384 516328713
575044 134.88437509536743 0 0.804263648355 0 509672 477015651
585716 138.29016494750977 0 0.803244040712 0 465728 515791625
594388 140.98899388313293 0 0.801464092917 0 473448 487434832
601736 144.30914497375488 0 0.799807437134 0 420752 500483920
607368 147.45929408073425 0 0.797899799599 0 519560 474137591
616960 151.5253119468689 0 0.796095307408 0 445064 479355743
623904 154.4178249835968 0 0.794127094808 0 478608 464486209
629476 159.657390832901 0 0.792070279095 0 453760 476106814
636168 161.4037001132965 0 0.78990011442 0 480344 484587848
641844 164.7811291217804 0 0.789069426187 0 418296 515618730
647164 167.00308394432068 0 0.787325578748 0 546016 487941004
658108 170.69159388542175 0 0.785066482783 0 533160 498770123
665612 174.9099509716034 0 0.782136193683 0 516368 464313809
672776 178.1764121055603 0 0.780416457897 0 559456 493933647
682204 182.2921679019928 0 0.778418000802 0 573912 435001336
688260 186.15860605239868 0 0.777158371041 0 545208 463210871
694496 188.18996906280518 0 0.77425819942 0 515144 519911199
703080 192.17440605163574 0 0.775538357056 0 553536 492742567
710724 194.63868308067322 0 0.774118026398 0 543928 515459517
716192 196.73295187950134 0 0.773618055556 0 593288 477149074
721636 198.603266954422 0 0.771986024146 0 576456 460277812
729852 201.73728799819946 0 0.771616932213 0 598120 491503746
736804 207.55440282821655 0 0.770594876718 0 610744 470668131
744332 208.8550419807434 0 0.770253346817 0 594688 452052122
750596 211.41517615318298 0 0.76952922574 0 607520 469549393
758228 213.5092191696167 0 0.769042317721 0 581344 439448700
765380 216.81366801261902 0 0.768208209252 0 629768 472183215
772932 219.76608419418335 0 0.767207484069 0 631512 473285595
780928 223.99596405029297 0 0.766382094325 0 692632 510221353
788640 226.59768199920654 0 0.765183749968 0 682656 472643209
798200 231.76029706001282 0 0.763878000289 0 763256 449053726
814408 233.6342477798462 0 0.762525370564 0 667800 533773026
824888 242.53859496116638 0 0.741117364487 0 625872 496883437
829688 245.14468693733215 0 0.760254494626 0 658552 485393127
836800 248.18682098388672 0 0.759525987576 0 668136 478835935
846320 251.630047082901 0 0.758298281314 0 638968 445452222
852744 254.75207901000977 0 0.756761547962 0 698960 389783296
859644 256.24653816223145 0 0.756018857427 0 725400 398406004
868448 262.13330602645874 0 0.752675317102 0 693352 354886591
877520 264.7224991321564 0 0.752941446166 0 700064 492782097
885912 270.5342049598694 0 0.751783142543 0 752600 373129737
893688 273.62584114074707 0 0.750404142032 0 774160 380240897
905640 280.2449400424957 0 0.747874400202 0 779048 375835195
914464 281.86596393585205 0 0.7471791314 0 693752 363246691
923564 286.5436050891876 0 0.748047763353 0 734208 460873058
931492 291.75503301620483 0 0.747034089611 0 848600 469447125
938988 294.85680198669434 0 0.746003303144 0 699424 531444266
945284 296.38574600219727 0 0.745098670963 0 809104 530064784
956716 300.32362699508667 0 0.744024819775 0 724760 400767923
964184 305.3184061050415 0 0.742426169056 0 845528 358382294
971244 309.22397685050964 0 0.742543310838 0 818200 389461955
980836 310.7837929725647 0 0.740953836239 0 704936 345617950
986068 315.12267804145813 0 0.738487731916 0 807048 369310163
993136 314.82380509376526 0 0.740148105573 0 806112 319506639
999664 318.8351719379425 0 0.739429730253 0 769608 420263864
1006540 325.7550139427185 0 0.738757813054 0 831888 436588960
1013908 327.90432596206665 0 0.737998077881 0 744832 478606633
1019196 329.33175015449524 0 0.737825880471 0 892592 523447495
1027928 333.7037980556488 0 0.736997768135 0 854984 529468046
1034936 334.8277840614319 0 0.736283229568 0 843200 472542726
1043324 338.13494205474854 0 0.735896016344 0 837024 499514823
1050748 340.0875871181488 0 0.7353362294 0 906080 508441174
1058720 345.110897064209 0 0.734415141443 0 914576 496626104
