insertions,flushes,max_alpha
3.14,6651,1.50887
3.15,6941,1.50999
3.16,6771,1.51082
3.17,6676,1.51138
3.18,6656,1.51221
3.19,6969,1.51305
3.2,6806,1.51388
3.21,6692,1.43025
3.22,6698,1.43051
3.23,7014,1.42376
3.24,6813,1.42402
3.25,6709,1.42481
3.26,6713,1.42559
3.27,7018,1.42637
3.28,6792,1.42663
3.29,6698,1.4269
3.3,6695,1.42846
3.31,7016,1.42873
3.32,6797,1.42925
3.33,6735,1.43212
3.34,6749,1.43422
3.35,7045,1.39979
3.36,6841,1.40107
3.37,6774,1.40234
3.38,6777,1.40362
3.39,7080,1.40387
3.4,6882,1.40566
3.41,6789,1.40668
3.42,6763,1.41025
3.43,7086,1.41076
3.44,6844,1.41433
3.45,6770,1.41713
3.46,6784,1.41994
3.47,7101,1.42096
3.48,6896,1.42351
3.49,6824,1.4253
3.5,6832,1.43244
3.51,7127,1.4332
3.52,6929,1.43524
3.53,6852,1.38651
3.54,6912,1.37818
3.55,7200,1.37891
3.56,6993,1.38086
3.57,6953,1.38572
3.58,6997,1.39009
3.59,7263,1.39228
3.6,7080,1.37565
3.61,7047,1.38043
3.62,7105,1.38855
3.63,7357,1.38879
3.64,7191,1.39381
3.65,7142,1.39834
3.66,7200,1.40718
3.67,7412,1.4079
3.68,7252,1.41124
3.69,7196,1.41721
3.7,7305,1.42461
3.71,7540,1.42485
3.72,7370,1.43059
3.73,7345,1.40528
3.74,7432,1.41531
3.75,7582,1.41601
3.76,7396,1.42418
3.77,7404,1.43187
3.78,7539,1.42923
3.79,7694,1.42946
3.8,7588,1.43757
3.81,7625,1.44914
3.82,7732,1.45701
3.83,7798,1.45724
3.84,7713,1.45134
3.85,7716,1.46394
3.86,7833,1.47425
3.87,7898,1.47471
3.88,7870,1.48456
3.89,7899,1.47977
3.9,8034,1.49019
3.91,8052,1.49019
3.92,8055,1.5013
3.93,8077,1.51399
3.94,8216,1.52577
3.95,8174,1.526
3.96,8222,1.53688
3.97,8273,1.55025
3.98,8415,1.56044
3.99,8321,1.56067
4,8432,1.56951
4.01,8508,1.52855
4.02,8620,1.53025
4.03,8486,1.53025
4.04,8609,1.54092
4.05,8669,1.55115
4.06,8778,1.54944
4.07,8606,1.54987
4.08,8768,1.54143
4.09,8860,1.55085
4.1,8964,1.56382
4.11,8713,1.55383
4.12,8930,1.56368
4.13,9037,1.56458
4.14,9153,1.57568
4.15,8893,1.57609
4.16,9157,1.58865
4.17,9270,1.59933
4.18,9371,1.6098
4.19,9078,1.61084
4.2,9416,1.62026
4.21,9537,1.63262
4.22,9615,1.64392
4.23,9265,1.64497
4.24,9610,1.65543
4.25,9681,1.66481
4.26,9772,1.67296
4.27,9380,1.67443
4.28,9774,1.68508
4.29,9874,1.69302
4.3,9994,1.70096
4.31,9548,1.70284
4.32,10019,1.71246
4.33,10122,1.72332
4.34,10197,1.73168
4.35,9730,1.73377
4.36,10232,1.74317
4.37,10334,1.75279
4.38,10379,1.75968
4.39,9869,1.76052
4.4,10341,1.767
4.41,10483,1.67831
4.42,10518,1.68502
4.43,9994,1.68738
4.44,10569,1.69153
4.45,10711,1.68751
4.46,10664,1.69418
4.47,10125,1.69731
4.48,10731,1.70378
4.49,10797,1.70927
4.5,10733,1.71418
4.51,10197,1.71731
4.52,10829,1.69795
4.53,10901,1.70337
4.54,10871,1.70762
4.55,10364,1.71226
4.56,11003,1.68151
4.57,11023,1.68511
4.58,10974,1.68814
4.59,10457,1.68098
4.6,11094,1.68549
4.61,11113,1.68718
4.62,11090,1.69
4.63,10558,1.69338
4.64,11197,1.6962
4.65,11256,1.69902
4.66,11216,1.70221
4.67,10637,1.70033
4.68,11277,1.66472
4.69,11311,1.666
4.7,11220,1.6643
4.71,10697,1.66261
4.72,11309,1.66461
4.73,11345,1.66643
4.74,11289,1.66673
4.75,10799,1.67217
4.76,11429,1.67303
4.77,11535,1.67412
4.78,11439,1.67594
4.79,10924,1.68265
4.8,11464,1.68446
4.81,11510,1.68555
4.82,11424,1.68275
4.83,10980,1.67019
4.84,11552,1.67126
4.85,11633,1.66528
4.86,11538,1.66724
4.87,11087,1.67365
4.88,11640,1.6749
4.89,11641,1.67579
4.9,11582,1.67721
4.91,11154,1.68469
4.92,11664,1.68523
4.93,11665,1.68558
4.94,11625,1.68736
4.95,11208,1.64926
4.96,11699,1.65013
4.97,11733,1.65082
4.98,11673,1.65204
4.99,11296,1.66001
