insertions,flushes,max_alpha
0.01,0,1
0.02,1,1.06766
0.03,1,1.06766
0.04,2,1.10873
0.05,12,1.88894
0.06,20,2.54562
0.07,25,3.05463
0.08,40,1.32959
0.09,60,1.6235
0.1,70,1.90077
0.11,84,1.67619
0.12,112,1.22736
0.13,137,1.3125
0.14,155,1.58209
0.15,182,1.67432
0.16,208,1.82331
0.17,225,1.73348
0.18,263,1.61079
0.19,283,1.68121
0.2,305,1.27161
0.21,336,1.27161
0.22,365,1.27161
0.23,380,1.27161
0.24,410,1.29405
0.25,421,1.36885
0.26,419,1.51544
0.27,432,1.52712
0.28,435,1.6239
0.29,446,1.71684
0.3,492,1.75888
0.31,528,1.71353
0.32,572,1.60094
0.33,633,1.60369
0.34,691,1.60369
0.35,694,1.68493
0.36,720,1.63632
0.37,743,1.63632
0.38,740,1.63632
0.39,767,1.65109
0.4,803,1.32724
0.41,825,1.32724
0.42,823,1.32724
0.43,857,1.32724
0.44,850,1.32724
0.45,844,1.33114
0.46,841,1.35652
0.47,874,1.35652
0.48,861,1.39165
0.49,845,1.45996
0.5,853,1.46683
0.51,886,1.43801
0.52,888,1.51703
0.53,908,1.61459
0.54,967,1.61775
0.55,1008,1.64148
0.56,1056,1.67365
0.57,1132,1.69742
0.58,1220,1.73739
0.59,1227,1.74978
0.6,1301,1.76062
0.61,1368,1.65818
0.62,1406,1.66254
0.63,1357,1.64614
0.64,1414,1.58872
0.65,1450,1.59004
0.66,1454,1.59004
0.67,1427,1.63712
0.68,1487,1.60103
0.69,1516,1.60228
0.7,1513,1.60228
0.71,1540,1.64247
0.72,1571,1.55805
0.73,1592,1.55805
0.74,1596,1.55805
0.75,1645,1.57556
0.76,1648,1.49133
0.77,1656,1.49133
0.78,1659,1.49133
0.79,1723,1.49353
0.8,1701,1.35645
0.81,1682,1.35645
0.82,1669,1.35645
0.83,1734,1.35645
0.84,1701,1.35645
0.85,1675,1.35745
0.86,1670,1.36244
0.87,1740,1.36244
0.88,1709,1.36543
0.89,1681,1.37341
0.9,1684,1.33225
0.91,1755,1.33321
0.92,1731,1.34467
0.93,1706,1.36129
0.94,1722,1.39552
0.95,1789,1.40312
0.96,1759,1.42689
0.97,1759,1.41076
0.98,1801,1.4533
0.99,1860,1.46147
1,1862,1.50138
1.01,1899,1.52574
1.02,1974,1.57116
1.03,2021,1.53495
1.04,2047,1.57901
1.05,2111,1.59442
1.06,2204,1.63672
1.07,2193,1.64343
1.08,2251,1.64372
1.09,2360,1.69281
1.1,2449,1.72563
1.11,2384,1.73051
1.12,2501,1.71556
1.13,2605,1.70756
1.14,2659,1.66743
1.15,2549,1.67571
1.16,2689,1.68926
1.17,2762,1.6983
1.18,2790,1.70959
1.19,2650,1.69674
1.2,2794,1.65282
1.21,2862,1.65426
1.22,2879,1.62922
1.23,2743,1.64806
1.24,2885,1.647
1.25,2933,1.64769
1.26,2922,1.64839
1.27,2823,1.63539
1.28,2964,1.64285
1.29,3000,1.64285
1.3,3004,1.64285
1.31,2932,1.63324
1.32,3019,1.62386
1.33,3046,1.62386
1.34,3043,1.62386
1.35,3025,1.61378
1.36,3098,1.59012
1.37,3123,1.59012
1.38,3111,1.59012
1.39,3164,1.61484
1.4,3193,1.61665
1.41,3209,1.61665
1.42,3205,1.61665
1.43,3299,1.6145
1.44,3280,1.62119
1.45,3272,1.62119
1.46,3267,1.62119
1.47,3385,1.56224
1.48,3326,1.56399
1.49,3299,1.56399
1.5,3294,1.56399
1.51,3432,1.56863
1.52,3351,1.46948
1.53,3324,1.46948
1.54,3323,1.46948
1.55,3475,1.46663
1.56,3375,1.46826
1.57,3338,1.46826
1.58,3330,1.46826
1.59,3486,1.41593
1.6,3382,1.41593
1.61,3341,1.41593
1.62,3333,1.41593
1.63,3503,1.41645
1.64,3404,1.41697
1.65,3368,1.40074
1.66,3370,1.40177
1.67,3530,1.40177
1.68,3400,1.40228
1.69,3357,1.40331
1.7,3340,1.37891
1.71,3500,1.37891
1.72,3395,1.38345
1.73,3367,1.37162
1.74,3352,1.38059
1.75,3512,1.38259
1.76,3427,1.38757
1.77,3386,1.39256
1.78,3391,1.40203
1.79,3569,1.39395
1.8,3487,1.3994
1.81,3421,1.40881
1.82,3467,1.42317
1.83,3612,1.37792
1.84,3506,1.38414
1.85,3476,1.39755
1.86,3549,1.41862
1.87,3659,1.42149
1.88,3593,1.43394
1.89,3590,1.42409
1.9,3679,1.4288
1.91,3764,1.4316
1.92,3707,1.40358
1.93,3718,1.42345
1.94,3796,1.44107
1.95,3844,1.44468
1.96,3852,1.45959
1.97,3896,1.45586
1.98,3967,1.47037
1.99,4007,1.47389
2,4014,1.48797
2.01,4080,1.51535
2.02,4156,1.53806
2.03,4185,1.54025
2.04,4229,1.55926
2.05,4324,1.58366
2.06,4386,1.58182
2.07,4356,1.5831
2.08,4445,1.60397
2.09,4557,1.63123
2.1,4647,1.65593
2.11,4550,1.66061
2.12,4678,1.67722
2.13,4795,1.70065
2.14,4890,1.64958
2.15,4739,1.65245
2.16,4908,1.65186
2.17,5032,1.65251
2.18,5082,1.6271
2.19,4873,1.631
2.2,5058,1.64501
2.21,5181,1.65786
2.22,5247,1.6707
2.23,5024,1.67771
2.24,5240,1.69367
2.25,5404,1.70651
2.26,5442,1.7143
2.27,5182,1.71936
2.28,5437,1.70347
2.29,5576,1.69291
2.3,5573,1.70165
2.31,5292,1.70963
2.32,5556,1.66308
2.33,5642,1.66861
2.34,5646,1.67192
2.35,5389,1.67774
2.36,5665,1.68399
2.37,5748,1.6862
2.38,5762,1.69246
2.39,5489,1.70424
2.4,5726,1.70091
2.41,5798,1.66822
2.42,5811,1.6693
2.43,5559,1.6427
2.44,5796,1.6448
2.45,5867,1.64515
2.46,5890,1.6469
2.47,5656,1.65776
2.48,5873,1.66161
2.49,5952,1.66196
2.5,5950,1.66231
2.51,5752,1.65489
2.52,5945,1.63191
2.53,6009,1.63191
2.54,5992,1.63225
2.55,5847,1.65265
2.56,5985,1.65911
2.57,6023,1.65945
2.58,6012,1.65945
2.59,5926,1.64705
2.6,6017,1.65239
2.61,6102,1.65239
2.62,6108,1.65239
2.63,6052,1.6681
2.64,6112,1.63392
2.65,6192,1.63392
2.66,6176,1.63392
2.67,6169,1.65189
2.68,6219,1.6581
2.69,6273,1.6581
2.7,6243,1.6581
2.71,6272,1.67116
2.72,6300,1.62339
2.73,6330,1.62339
2.74,6316,1.62339
2.75,6430,1.58967
2.76,6419,1.59551
2.77,6403,1.59551
2.78,6412,1.59551
2.79,6548,1.58991
2.8,6496,1.59356
2.81,6476,1.59356
2.82,6462,1.59356
2.83,6613,1.60235
2.84,6520,1.58907
2.85,6489,1.58907
2.86,6470,1.58907
2.87,6680,1.58772
2.88,6577,1.59071
2.89,6536,1.59071
2.9,6527,1.59071
2.91,6749,1.5946
2.92,6649,1.59729
2.93,6591,1.59729
2.94,6579,1.59729
2.95,6813,1.54499
2.96,6698,1.54729
2.97,6616,1.54729
2.98,6587,1.54729
2.99,6836,1.52201
3,6698,1.49774
3.01,6610,1.49774
3.02,6578,1.49774
3.03,6884,1.50053
3.04,6761,1.50136
3.05,6653,1.50136
3.06,6657,1.50136
3.07,6971,1.50359
3.08,6767,1.50553
3.09,6664,1.50553
3.1,6666,1.50553
3.11,6934,1.50776
3.12,6739,1.50832
3.13,6661,1.50832
