insertions,flushes,max_alpha
2.72,6146,1.62077
2.73,6174,1.62077
2.74,6192,1.62368
2.75,6200,1.60534
2.76,6259,1.61168
2.77,6224,1.61168
2.78,6269,1.6139
2.79,6302,1.6272
2.8,6311,1.63386
2.81,6314,1.63386
2.82,6367,1.63449
2.83,6421,1.58155
2.84,6425,1.58881
2.85,6407,1.58881
2.86,6412,1.59032
2.87,6544,1.60399
2.88,6535,1.60688
2.89,6472,1.60688
2.9,6494,1.60688
2.91,6657,1.60383
2.92,6600,1.60773
2.93,6515,1.60773
2.94,6578,1.59112
2.95,6789,1.60091
2.96,6711,1.60506
2.97,6610,1.60506
2.98,6670,1.60565
2.99,6872,1.61396
3,6777,1.61752
3.01,6671,1.61781
3.02,6733,1.619
3.03,6946,1.62434
3.04,6823,1.6282
3.05,6673,1.62849
3.06,6699,1.62909
3.07,6922,1.63324
3.08,6867,1.63413
3.09,6732,1.63472
3.1,6782,1.63502
3.11,7105,1.5314
3.12,6986,1.49682
3.13,6766,1.49709
3.14,6829,1.48304
3.15,7121,1.47749
3.16,6944,1.47856
3.17,6780,1.47989
3.18,6861,1.48042
3.19,7146,1.48282
3.2,6965,1.47866
3.21,6791,1.47919
3.22,6853,1.47919
3.23,7152,1.47946
3.24,6945,1.47972
3.25,6795,1.48079
3.26,6872,1.48105
3.27,7191,1.47164
3.28,6972,1.4602
3.29,6829,1.46177
3.3,6881,1.46229
3.31,7179,1.46229
3.32,6956,1.46282
3.33,6836,1.46191
3.34,6904,1.46269
3.35,7212,1.46321
3.36,6997,1.46373
3.37,6879,1.46556
3.38,6922,1.42044
3.39,7211,1.42044
3.4,7034,1.42195
3.41,6904,1.42078
3.42,6953,1.42178
3.43,7255,1.42229
3.44,7067,1.41516
3.45,6908,1.41791
3.46,6950,1.42141
3.47,7245,1.42141
3.48,7053,1.42416
3.49,6920,1.42741
3.5,6990,1.41764
3.51,7322,1.41863
3.52,7100,1.41987
3.53,6995,1.40579
3.54,7082,1.4092
3.55,7331,1.40969
3.56,7125,1.41213
3.57,7050,1.41751
3.58,7090,1.40452
3.59,7349,1.40476
3.6,7191,1.40911
3.61,7115,1.41422
3.62,7163,1.41855
3.63,7443,1.41928
3.64,7229,1.4081
3.65,7200,1.41501
3.66,7223,1.42121
3.67,7476,1.42216
3.68,7309,1.40958
3.69,7316,1.41735
3.7,7338,1.42605
3.71,7576,1.42723
3.72,7455,1.43288
3.73,7435,1.44299
3.74,7471,1.44888
3.75,7654,1.45099
3.76,7567,1.45617
3.77,7566,1.4677
3.78,7609,1.47899
3.79,7805,1.47993
3.8,7733,1.4884
3.81,7745,1.50276
3.82,7769,1.51264
3.83,7941,1.51476
3.84,7872,1.52158
3.85,7920,1.53852
3.86,7960,1.55075
3.87,8062,1.55287
3.88,8022,1.5604
3.89,8095,1.50184
3.9,8115,1.51508
3.91,8222,1.51732
3.92,8235,1.52651
3.93,8329,1.53952
3.94,8361,1.55186
3.95,8442,1.55388
3.96,8416,1.56195
3.97,8532,1.57474
3.98,8548,1.58438
3.99,8537,1.58685
4,8563,1.59627
4.01,8718,1.60659
4.02,8730,1.61601
4.03,8702,1.6187
4.04,8788,1.63193
4.05,8940,1.64494
4.06,8951,1.65413
4.07,8888,1.65683
4.08,8987,1.59935
4.09,9131,1.61012
4.1,9147,1.61982
4.11,9007,1.6224
4.12,9132,1.63081
4.13,9289,1.62032
4.14,9293,1.62989
4.15,9132,1.63138
4.16,9278,1.63903
4.17,9474,1.64882
4.18,9487,1.65817
4.19,9308,1.62341
4.2,9486,1.63111
4.21,9721,1.64213
4.22,9697,1.65046
4.23,9477,1.65191
4.24,9682,1.65982
4.25,9905,1.66856
4.26,9893,1.66831
4.27,9635,1.66976
4.28,9877,1.66769
4.29,10091,1.67613
4.3,10059,1.6858
4.31,9750,1.68683
4.32,10025,1.69217
4.33,10200,1.66221
4.34,10191,1.66808
4.35,9864,1.66868
4.36,10111,1.6727
4.37,10308,1.67894
4.38,10323,1.68517
4.39,9934,1.68818
4.4,10246,1.69281
4.41,10469,1.69844
4.42,10444,1.70326
4.43,10031,1.70547
4.44,10330,1.7101
4.45,10540,1.66622
4.46,10557,1.65882
4.47,10157,1.65979
4.48,10454,1.66308
4.49,10726,1.65667
4.5,10704,1.66014
4.51,10219,1.66207
4.52,10524,1.65924
4.53,10779,1.66347
4.54,10716,1.66712
4.55,10242,1.64964
4.56,10617,1.65211
4.57,10896,1.65457
4.58,10847,1.65685
4.59,10399,1.65913
4.6,10759,1.6431
4.61,10980,1.64423
4.62,10908,1.64648
4.63,10448,1.64873
4.64,10785,1.65117
4.65,10954,1.63594
4.66,10913,1.63872
4.67,10456,1.64114
4.68,10799,1.64411
4.69,11013,1.64597
4.7,10999,1.64708
4.71,10511,1.65061
4.72,10819,1.65432
4.73,11052,1.65581
4.74,11028,1.65804
4.75,10607,1.66231
4.76,10960,1.66509
4.77,11195,1.66676
4.78,11151,1.66843
4.79,10704,1.67308
4.8,11003,1.67568
4.81,11263,1.67698
4.82,11225,1.67809
4.83,10753,1.68106
4.84,11012,1.68385
4.85,11297,1.68403
4.86,11223,1.68515
4.87,10798,1.67093
4.88,11106,1.67276
4.89,11343,1.67313
4.9,11288,1.6746
4.91,10875,1.58549
4.92,11147,1.58809
4.93,11388,1.58896
4.94,11411,1.5893
4.95,10976,1.5938
4.96,11240,1.59553
4.97,11449,1.5957
4.98,11423,1.59657
4.99,11020,1.60124
