insertions,flushes,max_alpha
4.49,11254,1.76582
4.5,11318,1.76907
4.51,11330,1.77393
4.52,11336,1.77819
4.53,11434,1.78245
4.54,11461,1.7861
4.55,11434,1.79198
4.56,11490,1.79522
4.57,11518,1.79948
4.58,11515,1.80313
4.59,11511,1.80678
4.6,11540,1.81022
4.61,11576,1.68328
4.62,11635,1.68685
4.63,11667,1.6893
4.64,11676,1.69231
4.65,11752,1.69664
4.66,11768,1.69498
4.67,11762,1.69854
4.68,11748,1.70098
4.69,11822,1.70455
4.7,11850,1.69434
4.71,11843,1.67909
4.72,11856,1.68259
4.73,11842,1.68462
4.74,11852,1.68793
4.75,11866,1.69051
4.76,11868,1.69254
4.77,11835,1.69512
4.78,11937,1.69917
4.79,12003,1.69361
4.8,11948,1.69691
4.81,12012,1.69911
4.82,12076,1.70058
4.83,12069,1.70351
4.84,12015,1.707
4.85,12058,1.69287
4.86,12027,1.69595
4.87,12106,1.69922
4.88,12116,1.70212
4.89,12130,1.70394
4.9,12158,1.70775
4.91,12195,1.71047
4.92,12146,1.66152
4.93,12148,1.66416
4.94,12214,1.66856
4.95,12188,1.67138
4.96,12255,1.67279
4.97,12287,1.67508
4.98,12314,1.67754
4.99,12336,1.68036
