insertions,flushes,max_alpha
0.01,10000,1.08509
0.02,20000,1.14562
0.03,30000,1.1524
0.04,40000,1.1524
0.05,50000,1.40807
0.06,50000,1.66066
0.07,50000,1.20434
0.08,50000,1.20434
0.09,50000,1.19027
0.1,50000,1.48187
0.11,50000,1.80467
0.12,50000,1.7103
0.13,50000,1.25346
0.14,50000,1.25346
0.15,50000,1.25346
0.16,50000,1.25346
0.17,50000,1.21565
0.18,50000,1.24293
0.19,50000,1.29302
0.2,50000,1.4654
0.21,50000,1.75256
0.22,50000,1.81446
0.23,50000,1.82578
0.24,50000,1.71867
0.25,50000,1.58019
0.26,50000,1.29584
0.27,50000,1.29584
0.28,50000,1.29584
0.29,50000,1.29584
0.3,50000,1.29584
0.31,50000,1.29584
0.32,50000,1.29584
0.33,50000,1.30091
0.34,50000,1.31862
0.35,50000,1.23999
0.36,50000,1.26352
0.37,50000,1.29887
0.38,50000,1.37596
0.39,50000,1.49277
0.4,50000,1.51051
0.41,50000,1.60229
0.42,50000,1.69919
0.43,50000,1.77129
0.44,50000,1.75766
0.45,50000,1.78861
0.46,50000,1.73979
0.47,50000,1.7407
0.48,50000,1.75545
0.49,50000,1.76769
0.5,50000,1.66737
0.51,50000,1.67064
0.52,50000,1.50901
0.53,50000,1.32383
0.54,50000,1.32383
0.55,50000,1.32383
0.56,50000,1.32383
0.57,50000,1.32383
0.58,50000,1.32383
0.59,50000,1.32383
0.6,50000,1.32383
0.61,50000,1.32383
0.62,50000,1.32383
0.63,50000,1.32383
0.64,50000,1.31259
0.65,50000,1.31259
0.66,50000,1.31643
0.67,50000,1.28431
0.68,50000,1.29303
0.69,50000,1.28209
0.7,50000,1.2906
0.71,50000,1.29356
0.72,50000,1.30679
0.73,50000,1.32725
0.74,50000,1.35974
0.75,50000,1.33026
0.76,50000,1.37395
0.77,50000,1.42543
0.78,50000,1.4792
0.79,50000,1.49058
0.8,50000,1.55505
0.81,50000,1.55734
0.82,50000,1.61782
0.83,50000,1.66206
0.84,50000,1.71893
0.85,50000,1.70155
0.86,50000,1.74041
0.87,50000,1.74684
0.88,50000,1.77176
0.89,50000,1.76021
0.9,50000,1.77971
0.91,50000,1.77607
0.92,50000,1.79945
0.93,50000,1.82096
0.94,50000,1.82446
0.95,50000,1.78531
0.96,50000,1.76379
0.97,50000,1.72096
0.98,50000,1.72695
0.99,50000,1.67579
1,50000,1.67911
1.01,50000,1.65659
1.02,50000,1.65118
1.03,50000,1.65118
1.04,50000,1.65443
