insertions,flushes,max_alpha
2.7,7100,1.59168
2.71,7086,1.59095
2.72,7128,1.59631
2.73,7129,1.60292
2.74,7172,1.60764
2.75,7165,1.61331
2.76,7171,1.61834
2.77,7182,1.6259
2.78,7222,1.62968
2.79,7248,1.63535
2.8,7254,1.63975
2.81,7322,1.64605
2.82,7333,1.65329
2.83,7358,1.65802
2.84,7341,1.60814
2.85,7396,1.60926
2.86,7399,1.61352
2.87,7435,1.61717
2.88,7485,1.60822
2.89,7501,1.61184
2.9,7503,1.61486
2.91,7542,1.60018
2.92,7532,1.60317
2.93,7522,1.60765
2.94,7559,1.61003
2.95,7573,1.61212
2.96,7560,1.60195
2.97,7618,1.60491
2.98,7631,1.57162
2.99,7639,1.57364
3,7634,1.54331
3.01,7639,1.54558
3.02,7630,1.54756
3.03,7640,1.54926
3.04,7644,1.55124
3.05,7689,1.55351
3.06,7699,1.55436
3.07,7672,1.55578
3.08,7704,1.55665
3.09,7746,1.55863
3.1,7733,1.55948
3.11,7744,1.55976
3.12,7805,1.56118
3.13,7800,1.56203
3.14,7782,1.56231
3.15,7808,1.56344
3.16,7795,1.56373
3.17,7748,1.56599
3.18,7748,1.47407
3.19,7763,1.4746
3.2,7742,1.47486
3.21,7786,1.47566
3.22,7836,1.477
3.23,7831,1.47726
3.24,7807,1.47859
3.25,7858,1.47886
3.26,7816,1.47993
3.27,7785,1.48019
3.28,7784,1.48126
3.29,7843,1.48233
3.3,7800,1.48312
3.31,7843,1.48446
3.32,7866,1.48499
3.33,7857,1.48606
3.34,7817,1.48712
3.35,7856,1.48925
3.36,7835,1.49139
3.37,7818,1.49272
3.38,7836,1.49352
3.39,7841,1.43949
3.4,7834,1.44129
3.41,7849,1.44282
3.42,7903,1.44564
3.43,7898,1.44795
3.44,7910,1.44975
3.45,7949,1.45308
3.46,7967,1.42811
3.47,7962,1.42962
3.48,8006,1.4126
3.49,8029,1.41557
3.5,8033,1.41806
3.51,8027,1.42029
3.52,7996,1.42475
3.53,7953,1.42748
3.54,7978,1.43244
3.55,8015,1.43592
3.56,8015,1.43939
3.57,8059,1.44336
3.58,8081,1.44783
3.59,8076,1.45428
3.6,8055,1.41687
3.61,8107,1.42169
3.62,8125,1.41647
3.63,8202,1.42125
3.64,8259,1.42484
3.65,8259,1.42867
3.66,8265,1.43346
3.67,8325,1.43944
3.68,8340,1.44614
3.69,8277,1.45021
3.7,8313,1.45643
3.71,8386,1.46289
3.72,8379,1.47007
3.73,8393,1.47797
3.74,8442,1.44744
3.75,8505,1.44367
3.76,8443,1.4483
3.77,8463,1.45479
3.78,8518,1.45233
3.79,8597,1.459
3.8,8581,1.46499
3.81,8672,1.47258
3.82,8711,1.47809
3.83,8715,1.46988
3.84,8773,1.47874
3.85,8857,1.47665
3.86,8874,1.48207
3.87,8904,1.48243
3.88,8931,1.48939
3.89,8912,1.49725
3.9,8937,1.50534
3.91,8992,1.51409
3.92,9025,1.52061
3.93,9139,1.52892
3.94,9200,1.53678
3.95,9222,1.54374
3.96,9279,1.55017
3.97,9317,1.5569
3.98,9332,1.56273
3.99,9341,1.57259
4,9370,1.58156
4.01,9403,1.58963
4.02,9460,1.59882
4.03,9490,1.60689
4.04,9582,1.61442
4.05,9653,1.5863
4.06,9706,1.59441
4.07,9740,1.60251
4.08,9763,1.60952
4.09,9785,1.61632
4.1,9794,1.62486
4.11,9804,1.58692
4.12,9840,1.59331
4.13,9900,1.5997
4.14,9934,1.60673
4.15,9999,1.61355
4.16,10022,1.621
4.17,10092,1.6276
4.18,10049,1.63634
4.19,10114,1.64209
4.2,10120,1.6504
4.21,10215,1.6587
4.22,10196,1.66467
4.23,10293,1.67191
4.24,10320,1.67873
4.25,10392,1.68597
4.26,10405,1.69257
4.27,10455,1.70045
4.28,10512,1.70833
4.29,10553,1.71622
4.3,10559,1.7241
4.31,10620,1.73049
4.32,10650,1.73624
4.33,10687,1.71257
4.34,10693,1.71781
4.35,10763,1.72242
4.36,10760,1.73038
4.37,10889,1.7352
4.38,10950,1.73813
4.39,11015,1.74337
4.4,11009,1.74819
4.41,11055,1.75469
4.42,11014,1.75992
4.43,10997,1.69758
4.44,11021,1.65008
4.45,11062,1.6534
4.46,11092,1.65848
4.47,11184,1.66144
4.48,11208,1.66515
4.49,11244,1.66807
4.5,11220,1.67217
4.51,11207,1.65333
4.52,11171,1.65525
4.53,11203,1.65988
4.54,11239,1.66296
4.55,11344,1.66604
4.56,11372,1.66951
4.57,11420,1.67279
4.58,11437,1.6749
4.59,11402,1.66406
4.6,11382,1.66654
4.61,11435,1.6156
4.62,11399,1.61912
4.63,11411,1.62337
4.64,11454,1.62689
4.65,11494,1.6291
4.66,11516,1.63151
4.67,11534,1.63484
4.68,11513,1.63642
4.69,11551,1.62807
4.7,11503,1.6299
4.71,11467,1.63265
4.72,11532,1.63449
4.73,11629,1.63779
4.74,11620,1.64146
4.75,11709,1.64568
4.76,11754,1.6488
4.77,11745,1.62023
4.78,11681,1.62293
4.79,11702,1.61603
4.8,11663,1.61818
4.81,11704,1.62086
4.82,11689,1.62355
4.83,11765,1.62695
4.84,11757,1.62999
4.85,11734,1.63357
4.86,11732,1.63715
4.87,11817,1.64074
