insertions,flushes,max_alpha
4.84,9425,1.6366
4.85,9415,1.63765
4.86,9415,1.63854
4.87,9441,1.63977
4.88,9457,1.64171
4.89,9480,1.64277
4.9,9504,1.64365
4.91,9526,1.63154
4.92,9534,1.63347
4.93,9529,1.63539
4.94,9524,1.63679
4.95,9516,1.63906
4.96,9501,1.63994
4.97,9492,1.64168
4.98,9504,1.64326
4.99,9514,1.64448
