insertions,flushes,max_alpha
3.81,7817,1.48982
3.82,7816,1.50095
3.83,7960,1.4835
3.84,7951,1.48808
3.85,8019,1.49884
3.86,7971,1.50983
3.87,8029,1.51326
3.88,8044,1.51784
3.89,8112,1.52768
3.9,8092,1.5389
3.91,8172,1.54142
3.92,8192,1.54462
3.93,8282,1.55515
3.94,8296,1.53526
3.95,8313,1.5384
3.96,8317,1.54424
3.97,8478,1.55568
3.98,8480,1.56914
3.99,8467,1.57317
4,8520,1.57946
4.01,8681,1.56625
4.02,8673,1.5697
4.03,8638,1.57366
4.04,8669,1.57959
4.05,8858,1.59213
4.06,8889,1.58804
4.07,8846,1.59109
4.08,8864,1.59631
4.09,9064,1.60741
4.1,9045,1.62199
4.11,8936,1.62591
4.12,8952,1.63156
4.13,9219,1.64223
4.14,9225,1.65485
4.15,9138,1.65855
4.16,9178,1.66442
4.17,9466,1.65285
4.18,9497,1.66489
4.19,9344,1.66746
4.2,9382,1.67455
4.21,9680,1.6825
4.22,9702,1.69432
4.23,9431,1.6263
4.24,9501,1.6298
4.25,9781,1.63762
4.26,9814,1.64379
4.27,9541,1.64647
4.28,9663,1.65326
4.29,9985,1.60717
4.3,10025,1.61374
4.31,9739,1.61573
4.32,9826,1.61972
4.33,10163,1.62681
4.34,10150,1.62983
4.35,9795,1.63162
4.36,9923,1.63361
4.37,10266,1.64016
4.38,10266,1.64811
4.39,9910,1.65109
4.4,10050,1.65526
4.41,10363,1.66181
4.42,10402,1.66357
4.43,10055,1.66694
4.44,10237,1.67185
4.45,10557,1.65036
4.46,10589,1.65504
4.47,10137,1.65854
4.48,10302,1.66205
4.49,10583,1.66693
4.5,10639,1.6718
4.51,10189,1.6755
4.52,10420,1.67882
4.53,10717,1.68193
4.54,10787,1.68681
4.55,10319,1.69051
4.56,10509,1.69441
4.57,10779,1.6985
4.58,10853,1.70201
4.59,10413,1.70591
4.6,10599,1.70825
4.61,10939,1.71098
4.62,11001,1.71449
4.63,10499,1.71819
4.64,10674,1.7215
4.65,10987,1.66816
4.66,10983,1.6708
4.67,10511,1.67457
4.68,10679,1.67777
4.69,11013,1.6711
4.7,11041,1.6741
4.71,10619,1.6786
4.72,10802,1.68198
4.73,11155,1.68292
4.74,11155,1.68592
4.75,10739,1.69193
4.76,10890,1.69512
4.77,11196,1.68109
4.78,11221,1.68294
4.79,10837,1.68908
4.8,10997,1.69224
4.81,11327,1.69317
4.82,11335,1.6954
4.83,10940,1.7006
4.84,11035,1.70358
4.85,11352,1.70488
4.86,11353,1.70562
4.87,11010,1.7112
4.88,11135,1.65517
4.89,11409,1.65589
4.9,11433,1.65607
4.91,11092,1.66164
4.92,11198,1.66487
4.93,11461,1.66523
4.94,11503,1.66576
4.95,11170,1.66989
4.96,11314,1.67384
4.97,11495,1.67402
4.98,11529,1.6751
4.99,11230,1.68084
