round betrfs_time betrfs_layout btrfs_time btrfs_layout ext4_time ext4_layout f2fs_time f2fs_layout xfs_time xfs_layout zfs_time zfs_layout
0 10.11775 1.0 9.657375 0.997035573123 12.3490625 0.989162561576 8.86543749999 0.98041136141 8.46887499999 1.0 11.5560625 0.97578125
1 10.141875 0.993170731707 10.35525 0.979249011858 12.3763125 0.989162561576 8.80143749999 0.970617042116 8.58131249999 0.981188118812 11.425 0.9703125
2 10.072625 0.994146341463 10.4385625 0.969367588933 12.4381875 0.989162561576 9.3575 0.960822722821 9.02062499999 0.971287128713 11.2308125 0.9765625
3 10.1200625 0.996097560976 10.6139375 0.959486166008 12.4101875 0.989162561576 9.46706250001 0.951028403526 9.079875 0.971287128713 11.6415625 0.971875
4 10.142625 0.99512195122 10.9369375 0.949604743083 12.344375 0.989162561576 9.72975 0.941234084231 9.27987499999 0.971287128713 11.4504375 0.975
5 10.068375 0.994146341463 11.50625 0.938795656466 12.3629375 0.989162561576 10.11325 0.931439764936 9.66393749999 0.971287128713 11.05275 0.975
6 10.122375 0.99512195122 11.244375 0.928923988154 12.0491875 0.989162561576 9.937625 0.921645445642 10.054 0.971287128713 10.733 0.97578125
7 10.1568125 0.994146341463 11.874625 0.919052319842 11.859125 0.989162561576 10.213625 0.911851126347 10.32375 0.961386138614 10.59975 0.9765625
8 10.142875 0.99512195122 12.068 0.908284023669 11.8685625 0.989162561576 10.447 0.902056807052 11.8948125 0.961386138614 10.87975 0.975
9 10.1656875 0.996097560976 12.226125 0.89842209073 11.8895625 0.989162561576 10.9054375 0.892262487757 12.25 0.961386138614 10.903125 0.975
10 10.147875 0.99512195122 12.3831875 0.888560157791 11.8520625 0.989162561576 11.109125 0.882468168462 12.1941875 0.961386138614 10.9770625 0.975
11 10.153125 0.996097560976 12.7163125 0.878698224852 11.988625 0.989162561576 11.4124375 0.872673849167 12.690625 0.961386138614 10.7049375 0.97421875
12 10.1035625 0.99512195122 13.364375 0.868836291913 11.907625 0.989162561576 11.6685 0.862879529873 12.279125 0.964356435644 10.8506875 0.975
13 10.1303125 0.994146341463 13.7486875 0.859113300493 11.891375 0.989162561576 12.031625 0.853085210578 12.408625 0.961386138614 10.860875 0.97265625
14 10.0655 0.99512195122 13.87025 0.849261083744 11.901875 0.989162561576 12.122375 0.843290891283 12.5525 0.961386138614 10.7985 0.97578125
15 10.1386875 0.994146341463 14.1486875 0.839408866995 11.896875 0.989162561576 12.4261875 0.833496571988 12.5095 0.961386138614 10.4695625 0.975
16 10.1654375 0.99512195122 14.379375 0.828571428571 11.971375 0.989162561576 12.5576875 0.823702252693 12.2085625 0.961386138614 10.4946875 0.975
17 10.1725 0.996097560976 14.940625 0.818719211823 11.9755625 0.989162561576 12.960375 0.813907933399 13.30775 0.964356435644 10.7549375 0.97265625
18 10.123 0.99512195122 15.0895625 0.808866995074 12.133875 0.989162561576 13.2265 0.804113614104 13.0526875 0.961386138614 10.612625 0.9734375
19 10.1678125 0.996097560976 15.3354375 0.798228346457 11.929625 0.989162561576 13.419125 0.794319294809 13.3803125 0.961386138614 10.8359375 0.975
20 10.072375 0.99512195122 15.3870625 0.788385826772 12.0494375 0.989162561576 13.624125 0.784524975514 12.624875 0.961386138614 11.0726875 0.975
21 10.157 0.994146341463 16.4479375 0.780727630285 12.0481875 0.989162561576 14.044625 0.774730656219 12.300625 0.961386138614 10.74375 0.975
22 10.138125 0.99512195122 16.2453125 0.771119842829 11.983375 0.989162561576 14.0318125 0.764936336925 12.9666875 0.961386138614 11.2905625 0.975
23 10.194 0.994146341463 16.300125 0.761296660118 11.9731875 0.989162561576 14.3173125 0.75514201763 12.9074375 0.951485148515 10.8805 0.9703125
24 10.1415625 0.99512195122 16.618875 0.751473477407 11.99725 0.989162561576 14.7665625 0.745347698335 12.88775 0.951485148515 11.0103125 0.97578125
25 10.1303125 0.996097560976 17.493375 0.741650294695 11.9304375 0.989162561576 14.945375 0.73555337904 13.186375 0.951485148515 10.351 0.9734375
26 10.124 0.99512195122 17.5536875 0.731827111984 11.8455 0.989162561576 15.219875 0.725759059745 13.28125 0.951485148515 10.9314375 0.975
27 10.25875 0.994146341463 18.075375 0.722003929273 11.956125 0.989162561576 15.442375 0.715964740451 13.4734375 0.951485148515 10.4600625 0.97421875
28 10.053 0.99512195122 18.14825 0.712180746562 11.815625 0.989162561576 15.5779375 0.706170421156 13.1996875 0.955445544554 10.6624375 0.97421875
29 10.1884375 0.996097560976 18.7430625 0.702357563851 12.069875 0.989162561576 16.2261875 0.696376101861 13.054 0.951485148515 11.1421875 0.975
30 10.127625 0.99512195122 18.731 0.692836113837 12.1008125 0.989162561576 16.193375 0.686581782566 13.477625 0.951485148515 11.6501875 0.97578125
31 10.07525 0.994146341463 19.109 0.683022571148 11.977375 0.989162561576 16.382375 0.676787463271 13.2091875 0.951485148515 11.041 0.9765625
32 10.051375 0.99512195122 18.9616875 0.673529411765 11.895875 0.989162561576 20.2026875 0.666993143976 12.9401875 0.951485148515 11.3325 0.97578125
33 10.1174375 0.994146341463 23.418625 0.663725490196 12.0234375 0.989162561576 20.240125 0.657198824682 18.0088125 0.951485148515 11.378875 0.97578125
34 10.17875 0.99512195122 23.4055625 0.653921568627 11.9244375 0.989162561576 20.81525 0.647404505387 17.955 0.955445544554 11.2698125 0.975
35 10.1525625 0.994146341463 24.0244375 0.644117647059 11.8771875 0.989162561576 21.044125 0.637610186092 17.341875 0.951485148515 11.381 0.97578125
