round fs_size aged_time aged_layout_score
0 4136960 0.0510652065277 0.989247311828 
1 4136960 0.0944159030914 0.989247311828 
2 4136960 0.111863136292 0.989247311828 
3 4136960 0.10625910759 0.989247311828 
4 4136960 0.0889279842377 0.989247311828 
5 4136960 0.160931110382 0.990224828935 
6 4136960 0.285372018814 0.989247311828 
7 4136960 0.281456947327 0.989247311828 
8 4136960 0.319405078888 0.989247311828 
9 4136960 0.412523984909 0.989247311828 
10 4136960 0.432949066162 0.990224828935 
11 4136960 0.535398006439 0.989247311828 
12 4136960 0.459607124329 0.989247311828 
13 4136960 0.604802131653 0.989247311828 
14 4136960 0.563496828079 0.989247311828 
15 4136960 0.658802032471 0.990224828935 
16 4136960 0.768051862717 0.989247311828 
17 4136960 0.822485923767 0.990224828935 
18 4136960 0.873202085495 0.989247311828 
19 4136960 0.916023015976 0.989247311828 
20 4136960 1.22405219078 0.989247311828 
21 4136960 1.00898694992 0.989247311828 
22 4136960 1.43651890755 0.989247311828 
23 4136960 1.46921515465 0.989247311828 
24 4136960 1.55807304382 0.989247311828 
25 4136960 1.62226915359 0.989247311828 
26 4136960 1.7016749382 0.990224828935 
27 4136960 1.50105905533 0.989247311828 
28 4136960 1.62683010101 0.989247311828 
29 4136960 1.83809494972 0.989247311828 
30 4136960 1.76019692421 0.989247311828 
31 4136960 1.45789790154 0.989247311828 
32 4136960 1.95422387123 0.989247311828 
33 4136960 1.95748496056 0.989247311828 
34 4136960 2.16383099556 0.989247311828 
35 4136960 2.6559419632 0.989247311828 
36 4136960 2.34250211716 0.989247311828 
37 4136960 2.29776382446 0.979472140762 
38 4136960 2.29169297218 0.980449657869 
39 4136960 2.48380899429 0.979472140762 
40 4136960 2.44667387009 0.979472140762 
41 4136960 2.22627282143 0.979472140762 
42 4136960 2.35456991196 0.979472140762 
43 4136960 2.31087398529 0.979472140762 
44 4136960 2.43986606598 0.979472140762 
45 4136960 2.43328404427 0.979472140762 
46 4136960 2.50626397133 0.979472140762 
47 4136960 2.56746006012 0.980449657869 
48 4136960 2.6330871582 0.979472140762 
49 4136960 2.52836799622 0.979472140762 
50 4136960 2.64961719513 0.979472140762 
51 4136960 2.50710082054 0.979472140762 
52 4136960 2.62892508507 0.979472140762 
53 4136960 2.82138705254 0.980449657869 
54 4136960 3.27913999557 0.979472140762 
55 4136960 3.06533789635 0.979472140762 
56 4136960 3.03461909294 0.979472140762 
57 4136960 3.01018500328 0.979472140762 
58 4136960 3.36133217812 0.979472140762 
59 4136960 3.42604279518 0.979472140762 
60 4136960 3.85105705261 0.979472140762 
61 4136960 3.10330581665 0.979472140762 
62 4136960 3.6297659874 0.979472140762 
63 4136960 3.48412322998 0.979472140762 
64 4136960 3.39872813225 0.979472140762 
65 4136960 3.33077692986 0.979472140762 
66 4136960 4.18709897995 0.980449657869 
67 4136960 3.4898519516 0.979472140762 
68 4136960 3.65400290489 0.980449657869 
69 4136960 4.37672615051 0.969696969697 
70 4136960 3.79120993614 0.969696969697 
71 4136960 3.7162668705 0.970674486804 
72 4136960 3.86929893494 0.969696969697 
73 4136960 3.81295394897 0.969696969697 
74 4136960 4.42975306511 0.969696969697 
75 4136960 4.3644721508 0.969696969697 
76 4136960 4.30976700783 0.969696969697 
77 4136960 3.93196892738 0.969696969697 
78 4136960 3.81902909279 0.969696969697 
79 4136960 2.64585614204 0.969696969697 
80 4136960 3.1808321476 0.969696969697 
81 4136960 4.48040699959 0.970674486804 
82 4136960 5.19503498077 0.969696969697 
83 4136960 4.23157191277 0.969696969697 
84 4136960 5.06576991081 0.969696969697 
85 4136960 5.32509207726 0.959921798631 
86 4136960 4.94677090645 0.921587608906 
87 4136960 3.02178001404 0.913843175218 
88 4136960 3.10850191116 0.903194578896 
89 4136960 2.47796988487 0.911907066796 
90 4136960 3.36647415161 0.902226524685 
91 4136960 5.45415997505 0.892545982575 
92 4136960 5.09382390976 0.882865440465 
93 4136960 6.2473089695 0.873184898354 
94 4136960 5.38134908676 0.863504356244 
95 4136960 3.58600401878 0.853823814134 
96 4136960 2.51137900352 0.846079380445 
97 4136960 2.88897705078 0.834462729913 
98 4136960 2.62712216377 0.825750242014 
99 4136960 2.90702605247 0.815101645692 
100 4136960 2.79548001289 0.806389157793 
