aged_time aged_layout_score
2.10633897781 0.1183111661
2.73985004425 0.102829751044
3.41874599457 0.10810392824
3.95787191391 0.102690999072
4.56613779068 0.100680482524
4.9710559845 0.103464274667
5.5378909111 0.101747332612
5.60321497917 0.0981756338899
6.09853506088 0.0994278645431
6.44280409813 0.104221431885
6.95038294792 0.0919913419913
7.24465203285 0.0887583114272
7.56710219383 0.0951128982369
7.91687011719 0.0916963043142
8.86964082718 0.0924694603371
8.69100904465 0.0947889284058
9.37259411812 0.0895314674501
9.50568890572 0.0882944178135
9.83213114738 0.0852149706155
9.91701507568 0.086284212154
10.5367679596 0.0841063698207
11.0144469738 0.0838101128808
10.6063399315 0.0788619143343
11.0406851768 0.0808721199938
11.4757931232 0.0788619143343
11.8653650284 0.0746868718107
12.0679569244 0.0774582560297
12.7534759045 0.0831915880625
13.1926658154 0.0779461800186
13.3272821903 0.0797897015618
13.7963941097 0.0768398268398
13.6582610607 0.0779341271069
14.356456995 0.0751507654245
14.2459578514 0.0766970774702
14.6661379337 0.0760785526519
14.4694111347 0.0754483611626
14.9291319847 0.0745322406062
15.0572440624 0.07622139765
15.4173700809 0.0692747796505
15.4698579311 0.074222978197
16.4098618031 0.0745322406062
15.6422169209 0.0715942477192
16.6689100266 0.0703463203463
15.9307560921 0.0692747796505
16.9233591557 0.0717488789238
17.1301939487 0.071583178726
17.4355740547 0.07128498531
17.5743482113 0.0715942477192
17.6966159344 0.0723674037421
17.615185976 0.0681923612185
17.8908700943 0.0698824984539
17.869451046 0.0685016236276
18.8121490479 0.0708210916963
18.2689020634 0.0681818181818
18.6042950153 0.0680377300139
18.3955719471 0.0680272108844
18.9409799576 0.0669553115819
18.9437191486 0.067563388992
19.0577201843 0.0670995670996
19.8139100075 0.0700479356734
19.8396730423 0.0680377300139
19.9287071228 0.0698824984539
19.9480068684 0.0688108860368
20.5202419758 0.0694294108551
20.4692389965 0.0663367867636
20.4608740807 0.0675738364002
20.2140259743 0.0664914179681
20.8378798962 0.0683469924231
20.7838218212 0.0664914179681
20.6715929508 0.0677284676048
21.1846888065 0.0663367867636
20.9668850899 0.06524427953
20.8161559105 0.0688108860368
21.1262249947 0.066182155559
21.2754030228 0.0678726035869
21.1867730618 0.0655636307407
21.4070279598 0.0681818181818
21.5711390972 0.0646258503401
21.3384859562 0.0658728931498
21.096487999 0.066182155559
21.1956617832 0.0666460491727
21.314344883 0.0674192051956
21.8274519444 0.0649350649351
21.7092938423 0.0694294108551
22.0324549675 0.0664811379097
22.2333498001 0.065099737127
21.5660362244 0.0700479356734
21.4302511215 0.0660173160173
22.0006461143 0.0660173160173
21.8257091045 0.0669553115819
21.7921080589 0.0674192051956
21.5118038654 0.065099737127
21.5155770779 0.0685016236276
21.8070189953 0.0686562548322
21.5552680492 0.0684910327767
21.4364380836 0.0658728931498
21.5144629478 0.0681923612185
21.546257019 0.0669553115819
21.8545439243 0.0666460491727
21.284815073 0.0680377300139
22.3525929451 0.0700479356734
21.6940751076 0.0689655172414
