pulls_performed filesystem_size aged_time aged_layout_score
0 286472 1.72974300385 0.999858173272 
100 290564 1.97685289383 0.989389784464 
200 295628 2.8820848465 0.968678803364 
300 304252 2.72605204582 0.986590519703 
400 310736 4.61325907707 0.964974222151 
500 316656 4.27317118645 0.979832968528 
600 322392 6.50239610672 0.963856931076 
700 328440 7.98050022125 0.956135619341 
800 337132 10.6479589939 0.947175378563 
900 343612 13.2225852013 0.935221783048 
1000 351080 14.0960669518 0.925306825124 
1100 357436 26.8310039043 0.894640956727 
1200 363428 19.9989089966 0.914638589333 
1300 373740 24.7519309521 0.89966923925 
1400 378708 32.2608151436 0.880492118897 
1500 384688 30.7090389729 0.890981119353 
1600 392156 36.4267909527 0.866158667732 
1700 397608 36.5158069134 0.887504753213 
1800 404060 43.7226679325 0.852050653217 
1900 410120 40.9166719913 0.870261603911 
2000 416524 46.8831889629 0.859076331888 
2100 423268 53.9788889885 0.845950281773 
2200 428348 49.3178110123 0.85896455647 
2300 433388 49.9357988834 0.845477723156 
2400 439332 49.9795498848 0.866342831389 
2500 449440 56.6957211494 0.865971503809 
2600 457124 60.7763259411 0.858700648067 
2700 465796 61.6567339897 0.852236072547 
2800 475004 67.1456689835 0.840577021198 
2900 482436 65.3848419189 0.837104347615 
3000 489620 66.7508809566 0.841486299055 
3100 497480 71.5777192116 0.837438752042 
3200 505360 79.2939629555 0.833600403898 
3300 513520 81.3278210163 0.825468031713 
3400 523232 80.4075951576 0.839832423564 
3500 531540 80.4849579334 0.842783452188 
3600 539272 89.4141321182 0.831894388114 
3700 546616 95.772895813 0.806076743658 
3800 557048 86.9425289631 0.836223312611 
3900 565456 87.9940431118 0.839499000561 
4000 572864 97.2197060585 0.823232902917 
4100 579044 88.1711559296 0.842210535559 
4200 587440 91.6431150436 0.836289327576 
4300 593968 97.3930909634 0.830921184094 
4400 599720 94.7978270054 0.835703753032 
4500 606140 99.8954298496 0.828911545466 
4600 612420 98.0249249935 0.8336626955 
4700 618612 102.804471016 0.82862655184 
4800 626812 107.374644041 0.820296603179 
4900 635036 106.736680984 0.823455946032 
5000 641652 108.082769871 0.822357944263 
5100 650644 108.630751848 0.824460018485 
5200 656360 117.939933062 0.808470571825 
5300 662608 114.572710991 0.81820424055 
5400 671124 119.686768055 0.812742184921 
5500 678544 116.783509016 0.817376886952 
5600 683980 122.936395884 0.809631810479 
5700 689768 133.549057007 0.801678018628 
5800 698284 131.43889904 0.802647593324 
5900 704680 130.424366951 0.806011543363 
6000 712080 138.792919874 0.801019863526 
6100 718484 135.237560987 0.799988596841 
6200 727220 145.200130224 0.792853221302 
6300 733696 138.222622871 0.804189266516 
6400 740968 141.164877892 0.803538860269 
6500 748712 145.122406006 0.796862090943 
6600 756648 150.616312027 0.794657619716 
6700 764956 149.046212912 0.797030432254 
6800 779480 156.259397984 0.791006832265 
6900 789728 164.620624065 0.783642541774 
7000 797180 166.091832876 0.784128268304 
7100 803864 168.60233593 0.783500485752 
7200 810560 184.058257103 0.776127378416 
7300 816992 186.196329117 0.771243277218 
7400 823304 176.11864996 0.780051501403 
7500 832084 177.864964008 0.778892171661 
7600 842452 186.234827042 0.774513264341 
7700 848920 201.635957956 0.758743145142 
7800 857652 195.329119921 0.766301652893 
7900 866648 236.827565908 0.732770209136 
8000 874468 224.429913998 0.749879907128 
8100 883788 219.072453976 0.756897182583 
8200 891192 242.906073093 0.735959625718 
8300 899180 275.555614233 0.710886990922 
8400 905584 284.2839849 0.706381460382 
8500 915212 317.837090969 0.688656866411 
8600 922460 274.38340807 0.717977767626 
8700 929428 256.112948179 0.73426083913 
8800 938336 317.812168121 0.690599568656 
8900 943844 392.860169888 0.646714005299 
9000 950048 326.579079866 0.687028374364 
9100 957028 427.691090107 0.633577074791 
9200 963464 411.908982038 0.641146545536 
9300 970508 439.380578995 0.63001204171 
9400 977508 345.480745792 0.68190514105 
9500 983952 377.769407988 0.662633676271 
9600 990652 450.038496971 0.628453853641 
9700 999124 470.503753185 0.621570800839 
9800 1006184 441.900197029 0.6352635823 
9900 1013288 478.986648798 0.617106256545 
10000 1020560 364.349615097 0.678671590666 
