pulls_performed filesystem_size aged_time aged_layout_score
0 364548 0.135082960129 1 
100 373440 0.131442070007 1 
200 381660 0.135434150696 1 
300 394608 0.139046907425 1 
400 404636 0.142223119736 1 
500 414760 0.145752906799 1 
600 424108 0.15315413475 1 
700 434560 0.153421878815 1 
800 449204 0.157694816589 1 
900 460284 0.162879943848 1 
1000 472188 0.165985822678 1 
1100 483384 0.170915842056 1 
1200 493608 0.174555063248 1 
1300 508908 0.179260969162 1 
1400 517760 0.181586027145 1 
1500 527896 0.184669971466 1 
1600 539776 0.196526050568 1 
1700 549068 0.192383050919 1 
1800 559164 0.196644067764 1 
1900 569420 0.200008869171 1 
2000 580516 0.20386505127 1 
2100 591400 0.208258867264 1 
2200 600452 0.208694934845 1 
2300 609084 0.213588953018 1 
2400 619004 0.217267990112 1 
2500 634148 0.22629404068 1 
2600 646720 0.226588964462 1 
2700 660720 0.232102870941 1 
2800 675224 0.237802028656 1 
2900 687680 0.252189874649 1 
3000 700100 0.245942115784 1 
3100 712564 0.250933170319 1 
3200 725904 0.25474190712 0.923076923077 
3300 739200 0.265268087387 1 
3400 755380 0.262673139572 1 
3500 768532 0.270616054535 1 
3600 781588 0.275300979614 1 
3700 794056 0.282483100891 1 
3800 809320 0.288269042969 1 
3900 822692 0.295567989349 1 
4000 834884 0.294667959213 1 
4100 845248 0.81197810173 0.462863293864 
4200 859004 0.299958944321 1 
4300 870388 0.311342000961 1 
4400 880284 0.310480117798 1 
4500 890916 0.320933103561 1 
4600 902040 0.315406799316 1 
4700 913000 6.42805099487 0.499290780142 
4800 926476 0.326193094254 1 
4900 940260 3.87353515625 0.889312977099 
5000 951292 0.406481027603 0.971553610503 
5100 964884 52.2445590496 0.745703164493 
5200 974364 56.8702847958 0.481347013944 
5300 984872 41.1886970997 0.514542748918 
5400 999164 27.6337888241 0.445972930996 
5500 1011656 37.3745059967 0.738967941025 
5600 1021060 42.8186941147 0.753331801471 
5700 1031212 48.5709798336 0.781999823571 
5800 1044388 113.718749046 0.693946637763 
5900 1054956 121.103405952 0.696492397973 
6000 1066832 144.432962894 0.67658761738 
6100 1077404 177.372906923 0.598852782813 
6200 1090656 177.180063009 0.65986423064 
6300 1101292 180.676373005 0.661666462992 
6400 1112988 228.741082907 0.628324269543 
6500 1125340 228.605183125 0.626852373766 
6600 1138708 229.971565008 0.598578736702 
6700 1152560 231.091023922 0.623505922348 
6800 1174584 253.132046938 0.551540744365 
6900 1190804 278.518253088 0.617113928725 
7000 1203168 279.282310963 0.614613588912 
7100 1213800 280.156501055 0.617639150309 
7200 1224844 284.636119127 0.609071687938 
7300 1235724 291.711914062 0.596683372041 
7400 1246800 290.816806078 0.613577139473 
7500 1261396 295.523545027 0.608068929813 
7600 1278128 294.735007048 0.608975160533 
7700 1288784 302.353733063 0.603730764162 
7800 1302968 340.251223087 0.591896007029 
7900 1318076 343.931952953 0.595242424022 
8000 1331216 353.090856791 0.57453714677 
8100 1344812 351.312839031 0.577948415842 
8200 1357328 378.868191004 0.578350683353 
8300 1370940 380.208712101 0.577597748317 
8400 1382080 383.820979118 0.572330579132 
8500 1397636 395.882616997 0.567965866876 
8600 1408836 406.854480028 0.544161232958 
8700 1420344 408.621505022 0.572794265267 
8800 1434668 413.550637007 0.570025120591 
8900 1444544 427.44254899 0.561445671498 
9000 1454828 432.095668077 0.562068746499 
9100 1466024 447.086617947 0.53897892293 
9200 1476988 440.354550123 0.56214840833 
9300 1488800 463.792302132 0.53144723107 
9400 1500116 455.891224146 0.551666029191 
9500 1511380 468.169588089 0.557010926594 
9600 1522720 472.069241047 0.560647924114 
9700 1536692 518.402438164 0.523020367611 
9800 1548616 856.728188038 0.433032693578 
9900 1560772 613.050972939 0.529143456494 
10000 1572636 634.976232052 0.50537911459 
