pulls_performed filesystem_size aged_time aged_layout_score
0 290876 0.159859895706 1 
100 295896 0.142159938812 1 
200 301012 0.145417928696 1 
300 309644 0.15110707283 1 
400 316168 0.155154943466 1 
500 322080 0.159187078476 1 
600 327808 0.162379980087 1 
700 333848 0.166932106018 1 
800 342556 0.173897981644 1 
900 349028 0.177956104279 1 
1000 356448 0.18963599205 1 
1100 362848 0.187808036804 1 
1200 368856 0.19081401825 1 
1300 379172 0.199602127075 1 
1400 384116 0.199851036072 1 
1500 390104 0.204564094543 1 
1600 397604 0.209039926529 1 
1700 403048 0.211711883545 1 
1800 409620 0.217866897583 1 
1900 415848 0.332296848297 1 
2000 422620 0.225423812866 1 
2100 429636 0.228060007095 1 
2200 435036 0.23731303215 1 
2300 440364 0.235711097717 1 
2400 446516 0.240181922913 1 
2500 456800 0.246706962585 1 
2600 464532 0.263459920883 1 
2700 473268 0.25593495369 1 
2800 482468 0.26274895668 1 
2900 489940 0.273078918457 1 
3000 497124 0.272400856018 1 
3100 505008 0.276267051697 1 
3200 512900 0.282068014145 1 
3300 521100 0.288273096085 1 
3400 530924 0.297723054886 1 
3500 539308 0.303251028061 1 
3600 547144 0.30897808075 1 
3700 554628 0.309756040573 1 
3800 565288 0.316776037216 1 
3900 573872 0.324257850647 1 
4000 581536 0.632622003555 1 
4100 587880 0.327749967575 1 
4200 596488 0.336823940277 1 
4300 603140 0.343384027481 1 
4400 608972 0.343667984009 1 
4500 615464 0.347762823105 1 
4600 621816 0.355618000031 1 
4700 628056 0.362267971039 1 
4800 636332 0.36284995079 1 
4900 644616 17.6808450222 0.539829779095 
5000 651256 18.052973032 0.587507966858 
5100 660272 31.3615098 0.691844159782 
5200 666004 33.7907590866 0.699292409143 
5300 672264 8.57272315025 0.399423907825 
5400 680836 1.58933615685 0.484732824427 
5500 688288 6.83626389503 0.459515214028 
5600 693732 119.52147007 0.521113986772 
5700 699536 131.216489077 0.529753265602 
5800 708060 135.812820911 0.542654197601 
5900 714468 137.318053007 0.540529348218 
6000 721900 137.884782076 0.546987783351 
6100 728352 137.281331062 0.554423583266 
6200 737132 143.523324013 0.566351839054 
6300 743644 146.966825008 0.562943974304 
6400 751024 151.671889067 0.572644948172 
6500 758888 151.97862792 0.580496934315 
6600 766980 151.743201971 0.580585875025 
6700 775492 154.247853041 0.60477114901 
6800 790292 200.510684013 0.589855810714 
6900 800744 266.706965923 0.56489549275 
7000 808436 266.210931778 0.563097867659 
7100 815292 268.114824057 0.560098526395 
7200 822196 283.130865097 0.553374314781 
7300 828812 283.265142918 0.551491593295 
7400 835352 295.458806992 0.549714787901 
7500 844320 296.506477118 0.547231030763 
7600 854940 310.048892021 0.54260763155 
7700 861568 307.626495838 0.544602016429 
7800 870492 320.352404118 0.54360545898 
7900 879656 348.300219059 0.533734475157 
8000 887676 350.254892111 0.534131501757 
8100 897164 352.609106064 0.523933429705 
8200 904704 389.782580853 0.525840585572 
8300 912820 389.881052017 0.5232380249 
8400 919348 390.266530991 0.523516043043 
8500 929120 391.406105042 0.516680211567 
8600 936432 393.2565341 0.518133722581 
8700 943504 400.33685112 0.512980416865 
8800 952520 403.743808985 0.511537499278 
8900 958116 405.338536024 0.512193878201 
9000 964380 410.993305922 0.513299163404 
9100 971408 409.915540934 0.509266090053 
9200 977912 416.118057966 0.510103539369 
9300 984996 443.236021042 0.503917624809 
9400 992044 437.361528158 0.510662600167 
9500 998536 441.833376169 0.510659070479 
9600 1005264 457.710167885 0.506568621752 
9700 1013808 498.320271969 0.510431769062 
9800 1020892 495.889153004 0.514189583769 
9900 1028020 494.444382906 0.513211918746 
10000 1035328 503.823463917 0.511742278611 
