pulls_performed filesystem_size aged_time aged_layout_score
0 237112 0.157919883728 1 
100 290556 0.141664981842 1 
200 295628 0.144346952438 1 
300 304212 0.149727106094 1 
400 310768 0.154186964035 1 
500 316720 0.157805919647 1 
600 322376 0.16490483284 1 
700 328448 0.165671110153 1 
800 337180 0.172106981277 1 
900 343676 0.177810907364 1 
1000 351016 0.181490182877 1 
1100 357436 0.185354948044 1 
1200 363476 0.189019918442 1 
1300 373732 0.198791027069 1 
1400 378676 0.198427915573 1 
1500 384688 0.203675031662 0.5 
1600 392212 0.207501173019 1 
1700 397568 0.20901799202 1 
1800 404060 0.216178178787 1 
1900 410128 0.222312927246 1 
2000 416588 0.222872018814 1 
2100 423252 0.22571015358 1 
2200 428356 0.229267835617 1 
2300 433420 0.234579801559 1.0 
2400 439316 0.240967988968 1 
2500 449472 0.243621826172 1 
2600 457100 0.247668027878 1 
2700 465788 0.257730007172 1 
2800 474972 0.260956048965 1 
2900 482460 0.262799024582 1 
3000 489620 0.271193981171 1 
3100 497504 0.277227878571 1 
3200 505368 0.284373044968 1 
3300 513520 0.286370992661 1 
3400 523248 0.295099973679 1.0 
3500 531548 0.298312902451 1 
3600 539272 1.19560813904 0.699275362319 
3700 546632 0.488638877869 0.654761904762 
3800 557088 49.7320280075 0.709953703704 
3900 565416 23.7498760223 0.842042711235 
4000 572904 42.6300458908 0.833788614905 
4100 579044 33.7323868275 0.874087446437 
4200 587480 34.6753411293 0.8640878305 
4300 594008 33.4583210945 0.879336085009 
4400 599728 35.9635009766 0.867950929653 
4500 606140 60.5589230061 0.813649047277 
4600 612444 45.3056900501 0.864444193803 
4700 618612 48.4827070236 0.860084065724 
4800 626828 52.1817100048 0.841723311332 
4900 635044 92.7207460403 0.775325260341 
5000 641660 69.6241180897 0.826776776112 
5100 650684 63.6377329826 0.834287453441 
5200 656384 70.3296899796 0.821311817486 
5300 662664 67.8709731102 0.842314377949 
5400 671148 67.1377379894 0.843164940906 
5500 678552 69.8599967957 0.832060965375 
5600 683988 109.289530993 0.76205712956 
5700 689784 78.1216819286 0.830668782036 
5800 698308 128.897028208 0.752620882548 
5900 704684 85.5275211334 0.817811723169 
6000 712084 121.212024927 0.767860971849 
6100 718488 97.2729840279 0.807747900702 
6200 727216 128.528410912 0.76713853822 
6300 733732 116.204185963 0.802738549525 
6400 740980 123.186902046 0.783803547606 
6500 748732 113.453294992 0.797226637664 
6600 756692 122.17249608 0.781372157958 
6700 764976 123.775254011 0.792478662355 
6800 779508 190.277859926 0.724278234095 
6900 789748 163.951987028 0.760032752743 
7000 797192 146.833071947 0.782540111012 
7100 803884 148.870562077 0.78721766348 
7200 810556 150.538222075 0.778234309623 
7300 817020 151.977015018 0.787397986661 
7400 823324 153.754987001 0.771020429149 
7500 832080 160.853260994 0.781084022285 
7600 842480 195.320683002 0.746049436771 
7700 848940 157.24860096 0.780510389588 
7800 857656 160.949023962 0.772741171706 
7900 866652 175.573801041 0.763958235074 
8000 874472 216.33445096 0.732322280597 
8100 883784 186.328905821 0.763964958775 
8200 891196 175.493315935 0.772431077694 
8300 899184 188.007590055 0.768778098069 
8400 905596 176.83315587 0.768615960482 
8500 915216 222.613543987 0.740400625662 
8600 922464 204.056845903 0.747636179829 
8700 929432 249.047229052 0.717390227155 
8800 938332 187.555838823 0.766646464193 
8900 943840 189.761503935 0.779985644131 
9000 950052 213.344724894 0.752927722835 
9100 957040 191.905710936 0.76340715048 
9200 963476 242.197618008 0.73783248538 
9300 970504 242.04133606 0.754973046845 
9400 977512 205.956016064 0.754565846599 
9500 983956 211.197896004 0.766531496089 
9600 990656 214.711707115 0.755102905655 
9700 999120 236.312752008 0.754434656691 
9800 1006188 261.131077051 0.720398445479 
9900 1013284 263.768496037 0.740838526359 
10000 1020564 248.077561855 0.751255299134 
