pulls_performed filesystem_size aged_time aged_layout_score
0 227536 0.157418966293 1 
100 290556 0.141420841217 1 
200 295636 0.144848823547 1 
300 304212 0.150591135025 1 
400 310736 0.153584003448 1 
500 316672 0.158221006393 1 
600 322432 0.160967111588 1 
700 328504 0.165406942368 1 
800 337236 0.173374176025 1 
900 343604 0.175779104233 1 
1000 351048 0.18038392067 1 
1100 357476 0.18420290947 1 
1200 363428 0.187685012817 1 
1300 373756 0.195070028305 1 
1400 378684 0.200090885162 1 
1500 384696 0.203018903732 1 
1600 392172 0.211629867554 1 
1700 397568 0.211499929428 1 
1800 404084 0.218654870987 1 
1900 410096 0.218613862991 1 
2000 416524 0.222668886185 1 
2100 423244 0.228900909424 1 
2200 428372 0.228524208069 1 
2300 433396 0.232144832611 1 
2400 439316 0.236302137375 1 
2500 449456 0.242032051086 1 
2600 457116 0.246751070023 1 
2700 465788 0.25372004509 1 
2800 475028 0.262123823166 1 
2900 482436 0.262989997864 1 
3000 489636 0.267024040222 1 
3100 497488 0.271582126617 1 
3200 505368 0.278883934021 1 
3300 513520 0.285530090332 1 
3400 523264 0.289166927338 1 
3500 531612 0.293326854706 1 
3600 539272 0.299176931381 1 
3700 546632 0.308379888535 1 
3800 557080 0.310214042664 1 
3900 565480 0.316304922104 1 
4000 572880 0.318209171295 1 
4100 579036 0.327693939209 1 
4200 587448 0.328998088837 1 
4300 593976 0.400279998779 1.0 
4400 599768 0.408518075943 0.7 
4500 606176 26.3046238422 0.52752172768 
4600 612404 0.344861030579 1 
4700 618580 0.35389995575 1 
4800 626836 0.353137016296 1 
4900 635052 18.8358519077 0.573871161951 
5000 641668 22.5576479435 0.541897619824 
5100 650684 80.6594009399 0.648219740359 
5200 656376 30.7369132042 0.733680175246 
5300 662656 1.64192700386 0.744733581165 
5400 671124 4.56916713715 0.664 
5500 678576 32.5852560997 0.51612419379 
5600 684012 7.21994400024 0.65830807385 
5700 689816 10.7817480564 0.749765346349 
5800 698332 20.987776041 0.746566523605 
5900 704688 107.757162809 0.623619620648 
6000 712088 53.754748106 0.780668274522 
6100 718492 54.7590718269 0.782364314942 
6200 727244 78.9017789364 0.74066571264 
6300 733744 65.6845610142 0.78207723748 
6400 740984 77.893707037 0.766288928062 
6500 748736 66.8819458485 0.78720508167 
6600 756664 70.4371831417 0.784669983529 
6700 764972 74.0298678875 0.788810160637 
6800 779488 135.531966925 0.763871120121 
6900 789736 90.2641141415 0.812571455237 
7000 797188 97.7973270416 0.810736924652 
7100 803896 89.9993209839 0.815566681839 
7200 810600 90.2845308781 0.815565519766 
7300 817008 88.982129097 0.815969204023 
7400 823312 96.0666470528 0.808947501124 
7500 832108 91.0020039082 0.806556582546 
7600 842476 108.436712027 0.782846499209 
7700 848928 118.036735058 0.766128147156 
7800 857660 122.556946039 0.77186762437 
7900 866648 154.283962011 0.733732876712 
8000 874484 121.893661022 0.782396015241 
8100 883804 153.715520859 0.744164043765 
8200 891200 142.752196789 0.76369949554 
8300 899196 183.658787966 0.725293861559 
8400 905616 137.62728405 0.782837239335 
8500 915220 135.016854048 0.790056448111 
8600 922484 148.674587965 0.77068759746 
8700 929444 140.743927002 0.782300744452 
8800 938352 173.072608948 0.754300740547 
8900 943860 172.752927065 0.771778066292 
9000 950056 146.319115162 0.793868307027 
9100 957036 163.975833893 0.770543826831 
9200 963520 186.665596008 0.761779053971 
9300 970516 157.329965115 0.796898039851 
9400 977516 178.536942005 0.779482575696 
9500 983960 160.836982012 0.799513089433 
9600 990668 165.057271004 0.791377483246 
9700 999132 186.154160023 0.768271010464 
9800 1006192 219.152975082 0.758863491851 
9900 1013296 186.033561945 0.772117628981 
10000 1020568 191.795272112 0.776915263078 
