pulls_performed filesystem_size aged_time aged_layout_score
0 364548 0.164468050003 1.0 
100 373440 0.132014036179 1 
200 381660 0.134442806244 1 
300 394608 0.152413129807 1 
400 404636 0.144982099533 1 
500 414760 0.146656036377 1 
600 424108 0.155869960785 1 
700 434560 0.154989957809 1 
800 449208 0.160557985306 1 
900 460264 0.162719964981 1 
1000 472220 0.187076091766 1.0 
1100 483376 0.170007944107 1 
1200 493584 0.179742097855 1 
1300 508924 0.194293022156 1.0 
1400 517768 0.59721493721 0.568783068783 
1500 527892 0.19008398056 1 
1600 539776 0.198815822601 1 
1700 549060 0.323531150818 0.911340206186 
1800 559156 0.808645009995 0.953528827038 
1900 569444 0.212473869324 1.0 
2000 580544 0.224668979645 0.875 
2100 591420 0.399514913559 0.63 
2200 600400 0.21799492836 1 
2300 609072 0.228704929352 1.0 
2400 619004 45.6663908958 0.773273393808 
2500 634124 46.6943559647 0.766180404269 
2600 646708 47.1689200401 0.782774927055 
2700 660712 52.2134940624 0.761156756487 
2800 675220 52.7339901924 0.762654448858 
2900 687680 57.3154199123 0.75040288179 
3000 700100 64.0101668835 0.739636205206 
3100 712564 85.5373239517 0.726238193162 
3200 725904 87.4115450382 0.719299760026 
3300 739208 113.699321985 0.697568410911 
3400 755396 114.871407986 0.701933472809 
3500 768576 115.047433853 0.715082614514 
3600 781584 115.218204975 0.712972720603 
3700 794048 119.030231953 0.709962300578 
3800 809336 123.809537888 0.701831322822 
3900 822652 131.323679924 0.689420924079 
4000 834860 134.931479931 0.693032539011 
4100 845240 141.892993927 0.692280985997 
4200 859012 143.485710144 0.686387355101 
4300 870404 148.472717047 0.693965378119 
4400 880292 150.317120075 0.691577420318 
4500 890928 152.65180707 0.690887596449 
4600 902052 156.647989988 0.68689663847 
4700 913012 158.353602171 0.686850260673 
4800 926468 160.927165031 0.682201754477 
4900 940268 166.937577963 0.672579584251 
5000 951284 214.811029911 0.645167924461 
5100 964892 223.725695848 0.631728820516 
5200 974364 219.955651999 0.635665835274 
5300 984860 247.172369003 0.630296695345 
5400 999116 248.41802001 0.631855431813 
5500 1011604 260.859813929 0.574515460724 
5600 1021040 267.58638978 0.590244928812 
5700 1031232 263.326399088 0.62559480447 
5800 1044392 282.630770922 0.571983974762 
5900 1054968 267.146955013 0.617189893103 
6000 1066868 292.33298707 0.560008621928 
6100 1077392 287.32596302 0.684718671899 
6200 1090620 307.590842962 0.59376437112 
6300 1101292 311.009981871 0.605994790127 
6400 1113052 312.739868164 0.600847256536 
6500 1125392 316.526489973 0.607306186912 
6600 1138724 335.097407818 0.598176049718 
6700 1152572 337.896615982 0.601873200724 
6800 1174668 359.053061962 0.584851532382 
6900 1190824 384.792216063 0.590430346663 
7000 1203172 373.362965107 0.59225026447 
7100 1213792 370.456073999 0.593783729396 
7200 1224836 404.904124975 0.529759966175 
7300 1235720 378.006719112 0.594501697707 
7400 1246800 394.323442936 0.590060493791 
7500 1261400 400.481174946 0.579170493072 
7600 1278132 431.342100143 0.533655660506 
7700 1288784 437.105949879 0.532514734774 
7800 1302964 469.280821085 0.519204421731 
7900 1318084 458.40792799 0.534385474123 
8000 1331216 457.9612391 0.564517507317 
8100 1344828 469.062021017 0.547810783715 
8200 1357324 518.504099131 0.490803639612 
8300 1370932 516.04015708 0.507672969669 
8400 1382052 549.092374802 0.475437190358 
8500 1397592 494.588355064 0.554575150179 
8600 1408776 594.678736925 0.468178384503 
8700 1420324 549.375246048 0.489027202619 
8800 1434652 643.469491005 0.454133730409 
8900 1444576 547.62492919 0.538274420372 
9000 1454820 598.540089846 0.482806064599 
9100 1465980 554.603363037 0.509299523729 
9200 1476984 668.665434122 0.459240343348 
9300 1488808 554.808243036 0.539923232764 
9400 1500104 647.336550951 0.516916706971 
9500 1511352 613.447929859 0.520462673935 
9600 1522716 776.060001135 0.450940380099 
9700 1536728 602.011240005 0.536611959644 
9800 1548604 687.416081905 0.470510439415 
9900 1560764 623.55310297 0.533737124838 
10000 1572672 635.65115118 0.522824912478 
