pulls_performed filesystem_size aged_time aged_layout_score
0 229280 0.15730381012 1 
100 290556 0.141777992249 1 
200 295644 0.145200014114 1 
300 304292 0.150161981583 1 
400 310840 0.153588056564 1 
500 316572 0.157772064209 1 
600 322408 0.161637067795 1 
700 328432 0.165434122086 1 
800 337164 0.171966075897 1 
900 343660 0.175673007965 1 
1000 351016 0.180281877518 1 
1100 357428 0.184249162674 1 
1200 363428 0.189645051956 1 
1300 373788 0.193938016891 1 
1400 378676 0.197443962097 1 
1500 384712 0.201469182968 1 
1600 392180 0.206331968307 1 
1700 397600 0.209758043289 1 
1800 404060 0.212980985641 1 
1900 410136 0.217533826828 1 
2000 416540 0.220949172974 1 
2100 423252 0.226473093033 1 
2200 428404 0.227963209152 1 
2300 433468 0.231848955154 1 
2400 439340 0.235675811768 1 
2500 449496 0.240822076797 1 
2600 457084 0.246366977692 1 
2700 465820 0.253593921661 1 
2800 474988 0.259324789047 1 
2900 482484 0.263114213943 1 
3000 489628 0.272300004959 1 
3100 497496 0.273458003998 1 
3200 505368 0.277146816254 1 
3300 513520 0.285503864288 1 
3400 523272 0.289105892181 1 
3500 531548 0.293404102325 1 
3600 539296 0.297413110733 1 
3700 546640 0.302582979202 1 
3800 557072 0.309245824814 1 
3900 565432 0.312842845917 1 
4000 572904 0.31888794899 1 
4100 579036 0.321230888367 1 
4200 587448 0.327175140381 1 
4300 593976 0.335090875626 1 
4400 599736 0.334692001343 1 
4500 606140 0.339261054993 1 
4600 612404 0.341094970703 1 
4700 618580 0.346786022186 1 
4800 626820 0.352358102798 1 
4900 635044 0.362934112549 1 
5000 641684 0.363348007202 1 
5100 650652 0.372591972351 1 
5200 656368 0.369528055191 1 
5300 662648 0.37366604805 1 
5400 671140 0.382615089417 1 
5500 678552 0.384678840637 1 
5600 683996 0.385985136032 1 
5700 689784 0.392702102661 1 
5800 698292 0.403422117233 1 
5900 704692 0.402791023254 1 
6000 712100 0.404739141464 1 
6100 718520 0.407990932465 1 
6200 727240 0.418090820312 1 
6300 733700 0.417960882187 1 
6400 740972 0.429888963699 1 
6500 748720 0.428640127182 1 
6600 756664 0.433976888657 1 
6700 764964 0.436780929565 1 
6800 779488 24.6942238808 0.488824724628 
6900 789736 30.7530579567 0.457676154923 
7000 797188 3.80206203461 0.585795097423 
7100 803872 25.1014299393 0.497770119603 
7200 810592 3.02639198303 0.720052083333 
7300 817000 0.467175960541 1 
7400 823312 7.88830685616 0.497899159664 
7500 832100 8.4770450592 0.697488852382 
7600 842460 8.27084302902 0.619700103413 
7700 848928 14.5334501266 0.484675694939 
7800 857660 17.9409320354 0.459330143541 
7900 866664 50.9661078453 0.487064176499 
8000 874476 19.9508039951 0.655794664873 
8100 883796 23.6628460884 0.747414622415 
8200 891200 10.2544658184 0.70743584941 
8300 899188 29.5504558086 0.476515080773 
8400 905608 0.522712945938 1 
8500 915220 24.509155035 0.454761635149 
8600 922476 44.6739411354 0.578806064435 
8700 929444 35.3643109798 0.54015323496 
8800 938360 2.48878598213 0.731985940246 
8900 943876 43.7855238914 0.53393372182 
9000 950056 14.7945711613 0.59002912455 
9100 957044 32.9125390053 0.530382939693 
9200 963480 0.580894947052 0.333333333333 
9300 970524 18.8000421524 0.603508350354 
9400 977532 29.5797190666 0.505768063145 
9500 983984 6.842897892 0.712708746108 
9600 990660 5.53279805183 0.706293706294 
9700 999132 99.6894040108 0.602643873662 
9800 1006208 20.8968558311 0.799194130382 
9900 1013296 108.765246868 0.614792200118 
10000 1020584 85.2103970051 0.688360371045 
