pulls 1024mb_time 1024mb_layout 1280mb_time 1280mb_layout 1536mb_time 1536mb_layout 2048mb_time 2048mb_layout 768mb_time 768mb_layout cold_time cold_layout cold_clean_time cold_clean_layout betrfs_time betrfs_layout
1600 0.524324453475 1 0.518285781834 1 0.497757190573 1 0.496944824498 1 97.752012681 0.865799353881 863.455504095 0.475051466994 72.1115079325 0.476596217197 11.9252906158 0.992481868035
1700 0.841770550053 0.911340206186 0.500546504358 1 0.501230720368 1 0.49831148143 1 137.718516138 0.842134243709 885.207921025 0.46986153779 75.2233726452 0.471374615211 11.7660595361 0.992385953397
1800 2.07011100966 0.953528827038 0.503403897422 1 0.501547836446 1 0.499914551617 1 137.768748596 0.837557193348 925.930913149 0.466354986525 73.6924285407 0.468335072248 11.8508156659 0.992061307873
1900 0.535781277055 1.0 0.504349112141 1 0.503651113912 1 0.500902407703 1 171.971147002 0.813546551657 967.704122098 0.461551960131 74.4838456396 0.463511844617 11.9718624348 0.991852896057
2000 0.557538931226 0.875 0.505911866333 1 0.505879325035 1 0.50440786671 1 180.443305368 0.805656945751 992.680394756 0.455487397677 76.3451649549 0.458684909634 13.2290445875 0.991218663375
2100 0.975025718489 0.63 0.508260755216 1 0.503384716003 1 0.502930860324 1 189.419997463 0.791270521855 1010.66890065 0.452037575184 76.2212726811 0.45560307262 13.5420939505 0.990500316656
2200 0.525389242339 1 0.502975342239 1 0.506684464323 1 0.50435900854 1 193.211337789 0.77624359801 1039.58258959 0.447684790713 76.4401673501 0.451860626065 13.5661528101 0.990204321048
2300 0.544562650439 1.0 0.508570439166 1 0.509874994323 1 0.505482197194 1 199.636667196 0.775517854336 1070.82907659 0.443120401973 76.7759622373 0.448588934518 14.2494782915 0.989676466131
2400 107.242605955 0.773273393808 0.510230499789 1 0.509415844734 1 0.515659853799 1 199.326992462 0.786982456964 1106.30037312 0.440199389177 80.7920725944 0.445375384874 15.4056495068 0.98939802675
2500 107.187912661 0.766180404269 0.519462906531 1 0.506089204715 1 0.509601197044 1 209.357406106 0.7713167593 1128.58990854 0.438012101349 80.4309658443 0.443342490612 15.0583383685 0.989358637329
2600 106.471342618 0.782774927055 0.511464567098 1 0.511340788737 1 0.508832393336 1 242.839817885 0.761169841696 1157.04207926 0.43260139722 81.9413204461 0.439273005832 15.6974474749 0.988864340947
2700 115.684594669 0.761156756487 0.514248797721 1 0.510792510797 1 0.510717500444 1 255.431303721 0.746022819445 1181.68289162 0.429561703826 77.4750474361 0.435273202235 15.4842826897 0.988937858861
2800 114.609873608 0.762654448858 0.516829095401 1 0.527441716343 1 0.511758292778 1 256.451141319 0.740787082875 1214.51419265 0.426035643049 79.4858130487 0.431658422286 16.4272656425 0.988799367817
2900 122.667211801 0.75040288179 0.539740070213 1 0.513126607339 1 0.511936665714 1 272.52923164 0.732310742213 1248.67462138 0.421887349482 78.8552006368 0.427453463782 16.0360324734 0.98919794761
3000 135.015659574 0.739636205206 0.518761918556 1 0.517521282416 1 0.514652782807 1 298.451350166 0.718677820089 1279.30922516 0.416994896736 83.3817583742 0.422651996759 15.8534445128 0.9891470524
3100 177.610089981 0.726238193162 0.521038780506 1 0.514981801835 1 0.513150599212 1 296.096263139 0.722776809279 1297.39209716 0.414300376326 81.6100850304 0.419842449048 15.9428233095 0.988943284377
3200 178.707502262 0.719299760026 0.520804087411 0.923076923077 0.515709447603 1.0 0.516823717274 1 300.499813313 0.710693431374 1339.84574725 0.410048336838 84.8151033746 0.415445749447 15.5058740437 0.989231792161
