pulls_performed filesystem_size aged_time aged_layout_score
0 290876 0.952414989471 0.660558863949 
100 295896 8.40969204903 0.769818163244 
200 301012 12.9674870968 0.792356664792 
300 309644 14.6504929066 0.737737668779 
400 316168 15.2274260521 0.737404631466 
500 322080 15.411646843 0.733231837698 
600 327808 15.673842907 0.731980491204 
700 333848 16.2915740013 0.733528047419 
800 342556 19.7531518936 0.723249101129 
900 349028 22.5241641998 0.717005139052 
1000 356448 23.4648728371 0.711216398513 
1100 362848 33.1594159603 0.696598705034 
1200 368856 34.4414360523 0.691081507507 
1300 379172 37.778826952 0.689413414349 
1400 384116 49.0215308666 0.677560908717 
1500 390104 49.1336889267 0.686213011681 
1600 397604 51.9418110847 0.685171385991 
1700 403048 56.1491680145 0.680079462361 
1800 409596 59.0967588425 0.677638190955 
1900 415840 60.2187290192 0.674499406963 
2000 422556 62.3416428566 0.676208791209 
2100 429612 63.5858170986 0.674796301885 
2200 435084 67.9967939854 0.67000512226 
2300 440348 71.6704039574 0.667524330089 
2400 446492 80.509968996 0.653466776994 
2500 456776 84.8371300697 0.650900929951 
2600 464540 104.894578934 0.650571415563 
2700 473284 109.241905928 0.642175375953 
2800 482468 111.615488052 0.638946012519 
2900 489940 133.431502104 0.642456734003 
3000 497124 133.406302214 0.641671102739 
3100 504996 142.958537817 0.634383994244 
3200 512880 147.565261126 0.631708907019 
3300 521084 151.276643991 0.625917256773 
3400 530924 159.111402988 0.624285823113 
3500 539312 176.767709017 0.609945617108 
3600 547188 183.33129096 0.610256273025 
3700 554684 190.079118013 0.605320544642 
3800 565284 204.100801945 0.602124728493 
3900 573880 217.187209845 0.596747994431 
4000 581544 229.513108015 0.588568991599 
4100 587908 234.300764084 0.58937443049 
4200 596504 244.604247093 0.589546060801 
4300 603168 248.941395998 0.587519118997 
4400 609040 257.146025896 0.58404615821 
4500 615516 262.60510087 0.58391099764 
4600 621856 267.596494913 0.582106126478 
4700 628084 277.269154072 0.578550653689 
4800 636376 283.294357061 0.570795358335 
4900 644640 294.833604097 0.571111701979 
5000 651292 310.073679924 0.568509509067 
5100 660284 318.282250881 0.56346517752 
5200 666004 332.581509113 0.56001099498 
5300 672256 336.558262825 0.558802234175 
5400 680832 334.273147821 0.563050992272 
5500 688292 345.090611935 0.558265599959 
5600 693728 355.573500156 0.551626687867 
5700 699532 360.899821997 0.553835729693 
5800 708064 366.964413881 0.554735517296 
5900 714464 373.529628038 0.546646982345 
6000 721880 372.800431013 0.558802634589 
6100 728300 382.40615797 0.551211154437 
6200 737076 399.331166029 0.539999308469 
6300 743636 401.542215109 0.543238008431 
6400 750992 396.618488073 0.547281144683 
6500 758832 413.29599905 0.543209316566 
6600 766928 423.893889904 0.540440308823 
6700 775356 422.642682076 0.543979926612 
6800 790120 439.922248125 0.538108776402 
6900 800564 447.321152925 0.540284563989 
7000 808260 462.842988968 0.535683661856 
7100 815148 459.540050983 0.540469383894 
7200 822064 477.105294943 0.529409013915 
7300 828700 467.502227068 0.538237545515 
7400 835248 489.242447138 0.525306095391 
7500 844252 487.463451862 0.53198551142 
7600 854904 515.654101849 0.519468587037 
7700 861608 502.382867098 0.527777365858 
7800 870520 528.508840799 0.517329496964 
7900 879716 530.629040003 0.516580414773 
8000 887724 554.295912027 0.513528395747 
8100 897208 586.332726002 0.50016204604 
8200 904772 607.285562038 0.495416196707 
8300 912900 617.61364007 0.49431775016 
8400 919444 624.227833033 0.494501464656 
8500 929184 632.991535902 0.491419073708 
8600 936516 639.113066912 0.493187631593 
8700 943556 646.771189213 0.4929867827 
8800 952572 654.034456015 0.492175961891 
8900 958156 659.754420996 0.489958934508 
9000 964428 667.310505152 0.489339131831 
9100 971456 672.309582949 0.488281643339 
9200 977940 679.812786818 0.48698111638 
9300 985028 687.585035086 0.48561624887 
9400 992076 695.777714968 0.485098883082 
9500 998568 694.459053993 0.486630161896 
9600 1005312 709.18363905 0.482431344955 
9700 1013860 716.602713108 0.481991992875 
9800 1020960 721.09667182 0.481926508054 
9900 1028060 730.433575869 0.480187284181 
10000 1035360 744.439261913 0.47889246559 
