insertions,flushes,max_alpha
2.71,6244,1.64704
2.72,6307,1.65059
2.73,6313,1.65059
2.74,6319,1.65381
2.75,6359,1.67121
2.76,6386,1.67378
2.77,6370,1.67378
2.78,6388,1.67443
2.79,6493,1.68796
2.8,6481,1.6944
2.81,6448,1.6944
2.82,6451,1.6973
2.83,6609,1.63156
2.84,6552,1.6374
2.85,6514,1.6374
2.86,6570,1.63832
2.87,6759,1.58772
2.88,6649,1.59097
2.89,6612,1.59097
2.9,6651,1.59274
2.91,6845,1.6022
2.92,6706,1.60604
2.93,6657,1.60604
2.94,6700,1.60841
2.95,6915,1.6158
2.96,6765,1.61757
2.97,6695,1.61757
2.98,6739,1.61935
2.99,6982,1.56706
3,6806,1.5682
3.01,6714,1.5682
3.02,6776,1.5682
3.03,7027,1.55369
3.04,6831,1.5551
3.05,6750,1.5551
3.06,6827,1.55595
3.07,7080,1.55736
3.08,6880,1.55793
3.09,6771,1.55821
3.1,6826,1.55906
3.11,7110,1.5616
3.12,6898,1.5633
3.13,6786,1.56358
3.14,6867,1.56386
3.15,7148,1.56584
3.16,6898,1.56697
3.17,6781,1.56753
3.18,6888,1.56838
3.19,7131,1.56979
3.2,6899,1.57064
3.21,6811,1.57121
3.22,6925,1.43836
3.23,7139,1.43887
3.24,6911,1.43991
3.25,6809,1.44017
3.26,6922,1.44043
3.27,7143,1.4412
3.28,6929,1.44198
3.29,6835,1.4425
3.3,6941,1.44327
3.31,7136,1.44379
3.32,6935,1.44456
3.33,6823,1.44508
3.34,6925,1.44586
3.35,7153,1.44612
3.36,6941,1.44844
3.37,6823,1.44999
3.38,6944,1.45077
3.39,7209,1.45077
3.4,6971,1.43437
3.41,6879,1.43488
3.42,7003,1.43641
3.43,7231,1.43641
3.44,6982,1.43896
3.45,6883,1.44203
3.46,6982,1.43397
3.47,7203,1.43397
3.48,6980,1.43625
3.49,6916,1.3979
3.5,7058,1.40061
3.51,7278,1.40061
3.52,7037,1.40455
3.53,6969,1.40996
3.54,7068,1.41267
3.55,7278,1.41267
3.56,7073,1.41587
3.57,7045,1.4203
3.58,7136,1.42262
3.59,7349,1.42312
3.6,7135,1.4273
3.61,7092,1.43197
3.62,7178,1.43517
3.63,7392,1.43566
3.64,7194,1.44157
3.65,7163,1.40097
3.66,7232,1.39614
3.67,7426,1.39662
3.68,7267,1.39886
3.69,7224,1.39855
3.7,7323,1.40432
3.71,7550,1.40455
3.72,7380,1.40784
3.73,7340,1.41557
3.74,7452,1.42261
3.75,7619,1.42261
3.76,7465,1.43152
3.77,7457,1.44395
3.78,7546,1.4413
3.79,7702,1.44154
3.8,7587,1.45015
3.81,7586,1.46202
3.82,7694,1.46479
3.83,7792,1.46571
3.84,7697,1.4736
3.85,7735,1.48682
3.86,7809,1.44491
3.87,7900,1.44581
3.88,7893,1.45477
3.89,7936,1.46911
3.9,7986,1.47696
3.91,8053,1.47696
3.92,8020,1.48682
3.93,8129,1.50026
3.94,8184,1.50833
3.95,8195,1.50833
3.96,8239,1.51752
3.97,8363,1.53186
3.98,8350,1.54104
3.99,8342,1.54149
4,8439,1.55135
4.01,8542,1.56502
4.02,8515,1.57331
4.03,8475,1.57399
4.04,8593,1.58698
4.05,8715,1.60312
4.06,8699,1.61342
4.07,8650,1.6141
4.08,8810,1.56874
4.09,8960,1.58283
4.1,8896,1.59214
4.11,8770,1.59236
4.12,8978,1.60301
4.13,9101,1.60695
4.14,9034,1.61706
4.15,8906,1.6177
4.16,9171,1.63017
4.17,9300,1.64114
4.18,9237,1.64738
4.19,9059,1.6491
4.2,9376,1.6577
4.21,9519,1.66824
4.22,9457,1.67469
4.23,9270,1.67555
4.24,9625,1.68308
4.25,9780,1.6266
4.26,9685,1.63467
4.27,9425,1.63632
4.28,9765,1.64418
4.29,9918,1.65473
4.3,9784,1.66445
4.31,9481,1.66548
4.32,9885,1.64776
4.33,10049,1.65488
4.34,9894,1.66181
4.35,9593,1.66364
4.36,10056,1.67036
4.37,10221,1.67168
4.38,10085,1.67777
4.39,9777,1.67899
4.4,10211,1.68427
4.41,10370,1.69178
4.42,10213,1.69767
4.43,9832,1.6999
4.44,10267,1.64005
4.45,10442,1.64512
4.46,10289,1.6504
4.47,9927,1.65216
4.48,10442,1.65567
4.49,10639,1.66056
4.5,10449,1.66427
4.51,10062,1.66739
4.52,10548,1.66313
4.53,10684,1.66721
4.54,10521,1.67225
4.55,10152,1.65598
4.56,10673,1.66001
4.57,10839,1.66326
4.58,10698,1.66633
4.59,10245,1.66825
4.6,10805,1.62955
4.61,10938,1.63254
4.62,10747,1.63614
4.63,10289,1.63838
4.64,10839,1.64174
4.65,10949,1.64436
4.66,10778,1.64846
4.67,10353,1.65164
4.68,10905,1.65444
4.69,11039,1.65575
4.7,10838,1.62411
4.71,10411,1.62905
4.72,10955,1.62236
4.73,11082,1.62363
4.74,10930,1.62781
4.75,10549,1.62387
4.76,11100,1.6255
4.77,11249,1.62622
4.78,11095,1.62948
4.79,10699,1.63616
4.8,11220,1.63706
4.81,11290,1.63815
4.82,11111,1.64086
4.83,10751,1.64574
4.84,11192,1.63901
4.85,11293,1.63955
4.86,11158,1.6435
4.87,10808,1.61679
4.88,11300,1.6189
4.89,11435,1.62013
4.9,11305,1.62295
4.91,11003,1.63034
4.92,11451,1.63175
4.93,11521,1.63192
4.94,11432,1.63491
4.95,11112,1.64266
4.96,11478,1.64512
4.97,11551,1.64582
4.98,11441,1.64952
4.99,11135,1.6562
