insertions,flushes,max_alpha
3.92,7331,1.63005
3.93,7370,1.63862
3.94,7412,1.64999
3.95,7447,1.66297
3.96,7489,1.67271
3.97,7518,1.68268
3.98,7544,1.60814
3.99,7571,1.61696
4,7607,1.62798
4.01,7641,1.63768
4.02,7687,1.62744
4.03,7729,1.63592
4.04,7776,1.64549
4.05,7827,1.65245
4.06,7862,1.66333
4.07,7907,1.67203
4.08,7963,1.68138
4.09,8003,1.65535
4.1,8035,1.66175
4.11,8081,1.67135
4.12,8104,1.67861
4.13,8120,1.68714
4.14,8143,1.69418
4.15,8165,1.70443
4.16,8194,1.71339
4.17,8232,1.72256
4.18,8272,1.73259
4.19,8314,1.73963
4.2,8361,1.74689
4.21,8412,1.74507
4.22,8449,1.75419
4.23,8498,1.73428
4.24,8519,1.74032
4.25,8553,1.74741
4.26,8577,1.75596
4.27,8628,1.7618
4.28,8629,1.76659
4.29,8678,1.7718
4.3,8706,1.71795
4.31,8732,1.71546
4.32,8739,1.71968
4.33,8787,1.72349
4.34,8812,1.72971
4.35,8830,1.73512
4.36,8845,1.74174
4.37,8869,1.74615
4.38,8883,1.74996
4.39,8908,1.75437
4.4,8945,1.75899
4.41,8982,1.7648
4.42,9016,1.76982
4.43,9043,1.77363
4.44,9063,1.77784
4.45,9071,1.78065
4.46,9082,1.78446
4.47,9093,1.78907
4.48,9109,1.79248
4.49,9133,1.79549
4.5,9154,1.7985
4.51,9157,1.73448
4.52,9174,1.73738
4.53,9182,1.74066
4.54,9178,1.74413
4.55,9186,1.7476
4.56,9216,1.7505
4.57,9237,1.75378
4.58,9267,1.75571
4.59,9297,1.75783
4.6,9321,1.76073
4.61,9322,1.76285
4.62,9330,1.7644
4.63,9327,1.76729
4.64,9334,1.76974
4.65,9355,1.71814
4.66,9382,1.72076
4.67,9396,1.72301
4.68,9437,1.72488
4.69,9452,1.72656
4.7,9436,1.69547
4.71,9429,1.69712
4.72,9422,1.68715
4.73,9399,1.66521
4.74,9391,1.66629
4.75,9412,1.6679
4.76,9436,1.6688
4.77,9453,1.66898
4.78,9476,1.66952
4.79,9499,1.67132
4.8,9486,1.67239
4.81,9465,1.67347
4.82,9463,1.67509
4.83,9466,1.66721
4.84,9464,1.6623
4.85,9473,1.66301
4.86,9491,1.6639
4.87,9498,1.65932
4.88,9495,1.66021
4.89,9489,1.66198
4.9,9478,1.66322
4.91,9485,1.66411
4.92,9490,1.6402
4.93,9505,1.62365
4.94,9529,1.62469
4.95,9567,1.62572
4.96,9588,1.62607
4.97,9612,1.6271
4.98,9636,1.62814
4.99,9656,1.62848
