insertions,flushes,max_alpha
0.01,0,1
0.02,1,1.05
0.03,1,1.05
0.04,2,1.09038
0.05,12,1.88525
0.06,19,2.32406
0.07,25,2.98013
0.08,39,1.37857
0.09,59,1.59334
0.1,69,1.78788
0.11,85,1.55398
0.12,112,1.32042
0.13,137,1.39751
0.14,156,1.67125
0.15,181,1.79611
0.16,204,1.75448
0.17,235,1.52418
0.18,272,1.49296
0.19,305,1.53724
0.2,328,1.36558
0.21,360,1.36558
0.22,376,1.36558
0.23,387,1.26338
0.24,402,1.31586
0.25,416,1.40895
0.26,420,1.54677
0.27,423,1.74163
0.28,430,1.78529
0.29,459,1.69542
0.3,514,1.56434
0.31,574,1.56706
0.32,634,1.57794
0.33,682,1.51157
0.34,706,1.51929
0.35,711,1.4997
0.36,714,1.52419
0.37,716,1.54775
0.38,721,1.54784
0.39,730,1.44559
0.4,745,1.44775
0.41,765,1.37676
0.42,786,1.37881
0.43,808,1.37881
0.44,822,1.37881
0.45,827,1.32155
0.46,828,1.3219
0.47,829,1.35988
0.48,827,1.36773
0.49,832,1.4515
0.5,845,1.49004
0.51,864,1.5924
0.52,897,1.67393
0.53,941,1.71727
0.54,999,1.73854
0.55,1066,1.7306
0.56,1133,1.7427
0.57,1195,1.69559
0.58,1256,1.70604
0.59,1306,1.62948
0.6,1343,1.6309
0.61,1367,1.59973
0.62,1382,1.60389
0.63,1387,1.57813
0.64,1389,1.5849
0.65,1389,1.59302
0.66,1395,1.59979
0.67,1405,1.60791
0.68,1414,1.62821
0.69,1425,1.65528
0.7,1437,1.51324
0.71,1444,1.53638
0.72,1453,1.52283
0.73,1471,1.53464
0.74,1493,1.54203
0.75,1516,1.55145
0.76,1542,1.50172
0.77,1566,1.47366
0.78,1581,1.47595
0.79,1588,1.47816
0.8,1597,1.47926
0.81,1609,1.43505
0.82,1614,1.36986
0.83,1618,1.36986
0.84,1624,1.3719
0.85,1624,1.37495
0.86,1625,1.37698
0.87,1626,1.38715
0.88,1630,1.39325
0.89,1629,1.3303
0.9,1636,1.33608
0.91,1641,1.34861
0.92,1651,1.34734
0.93,1664,1.37052
0.94,1677,1.40935
0.95,1686,1.3958
0.96,1698,1.44009
0.97,1718,1.47445
0.98,1751,1.52055
0.99,1798,1.55371
1,1857,1.59246
1.01,1920,1.57355
1.02,1981,1.61608
1.03,2038,1.62028
