file_count aged_time aged_layout_score  clean_time clean_layout_score 
100 0.0610001087189 0.0382165605096 0.0575499534607 0.304054054054 
200 0.0795459747314 0.0261194029851 0.0762729644775 0.225296442688 
300 0.0972571372986 0.0158311345646 0.0938131809235 0.239782016349 
400 0.113213062286 0.0102459016393 0.116104125977 0.251572327044 
500 0.133510112762 0.00503355704698 0.132892847061 0.219761499148 
600 0.150367021561 0.00426136363636 0.147196054459 0.246020260492 
700 0.168789148331 0.00490797546012 0.171107053757 0.229813664596 
800 0.190785169601 0.0128893662728 0.187955141068 0.218579234973 
900 0.214705944061 0.003861003861 0.209080934525 0.204301075269 
1000 0.232171058655 0.00174216027875 0.225803136826 0.213720316623 
1100 0.248721837997 0.00158353127474 0.252319097519 0.1888 
1200 0.272247076035 0.00434467776973 0.269222974777 0.227173119065 
1300 0.293707847595 0.00133511348465 0.284217119217 0.209145931406 
1400 0.314011096954 0.00495662949195 0.304202079773 0.22131661442 
1500 0.332373142242 0.002895193978 0.322870016098 0.196480938416 
1600 0.346926927567 0.00380641653072 0.339684009552 0.198133918771 
1700 0.368613958359 0.00102564102564 0.355448007584 0.223602484472 
1800 0.394203901291 0.00241896468312 0.386309862137 0.194022537972 
1900 0.406527996063 0.00045871559633 0.400279045105 0.198051948052 
2000 0.431804180145 0.00173988690735 0.412093877792 0.221336874723 
2100 0.458750009537 0.00206440957886 0.440044164658 0.196053736356 
2200 0.471613883972 0.001184366364 0.454053163528 0.204891740176 
2300 0.485735177994 0.00263653483992 0.4747838974 0.192396313364 
2400 0.518852949142 0.00036075036075 0.496052026749 0.192647058824 
2500 0.532811164856 0.000345184673801 0.523891210556 0.207140332273 
2600 0.553910970688 0.000663790242283 0.533667087555 0.185873605948 
2700 0.584614038467 0.00414408670704 0.547073841095 0.195233431277 
2800 0.596249818802 0.00184275184275 0.577604055405 0.188833124216 
2900 0.635889053345 0.00177147918512 0.597463846207 0.184480676329 
3000 0.667634010315 0.000570613409415 0.613018989563 0.196735645584 
3100 0.667515993118 0.00055111600992 0.647869825363 0.174915635546 
3200 0.697349071503 0.00132978723404 0.672427892685 0.173144876325 
3300 0.726316928864 0.00077399380805 0.682889938354 0.176130389064 
3400 0.741930961609 0.000500125031258 0.706163883209 0.190439672802 
